Key,Value
1,Paket versiyonu sunucu ile uyuşmadı. Uygulamayı yeniden başlat.
2,Güncelleme için oyunu yeniden başlat.
3,Sunucu Hatası (DB)
4,Sunucu Hatası (LUA)
5,Excel Tablo Hatası
6,Sunucu Hatası (Parametre)
7,Sunucu Hatası (Logic)
8,Sunucu Hatası
9,Giriş yapmadın.
10,Zaten giriş yapmışsın.
11,Atılacak bir hedef yok.
12,Doğrulama Hatası
13,Yanlış karakter tanımlayıcı.
14,Hatalı Sınıf Bilgisi
15,Hatalı cinsiyet.
16,Hatalı isim.
17,Hatalı NPC bilgisi.
18,Geçersiz oyuncu tanımlayıcı
19,Hatalı Irk Bilgisi
20,Hatalı yetenek.
21,Hatalı yetenek hedefi.
22,Hatalı durum.
23,Artık giremezsin.
24,Cihaz tanımlayıcı yok.
25,Bu isim kullanılıyor.
26,Yetenek kullanılıyor.
27,Hareket edemezsin.
28,Ölü değilsin.
29,Yetersiz Mana.
30,Yetersiz Adena.
31,Bir oyuncu seçmedin.
32,Yetersiz Elmas.
33,Karakter seviyesi yeterince yüksek değil.
34,Aynı tanımlayıcıya sınıf geçişi yapılamaz.
35,Bu sınıfa geçiş yapılamıyor.
36,Seviyen düşük olduğu için henüz sınıf geçişi yapamazsın.
37,Yanlış güvenlik kodu.
38,Oyuncu tanımlayıcı yanlış.
39,Yanlış güçlendirme etki tanımlayıcısı.
40,Dükkan bilgisi tanımlayıcı yanlış.
41,Paket içeriği aynı değil. Oyun düzgün çalışmayabilir.
42,Yetenek etkisi tanımlayıcı yanlış.
43,Yanlış başarım tanımlayıcı.
44,Geçersiz run seviyesi
45,Yetersiz Run Parçası.
46,Geçersiz run bilgisi.
47,Run seviye atlatma başarısız.
48,Run zaten maks. seviyede.
49,Önceki run seviyen yeterli değil.
50,Maksimum Adena kapasitesini aşar.
51,Maksimum Topaz kapasitesini aşar.
52,Maksimum Elmas kapasitesini aşar.
53,@NotEnoughFreeDiamondStorage
54,Yetersiz Topaz
55,Yetersiz Beraberlik Sadakat Puanı.
56,Şu an ölü.
57,"Sadece 4-16 karakter kullanabilirsin.
(Korece/Çince içeriyorsa 2-8 karakter)"
58,"Hiç yerin yok.
Başka isim gir."
59,Yetersiz SP.
60,Adena kapasiten dolu.
61,Klan Parası kapasiten dolu.
62,Önceki run sayfasını doldur.
63,Yetersiz Arkadaşlık Puanı.
64,Geçersiz ödül türü.
65,Şu an sersemlemiş.
66,Savaş sürüyor.
67,Bu sınıf karakter yaratımında seçilemez.
68,Sadakat Puanı kapasiteni aştın.
69,Sırada bekleniyor.
70,Aksesuar kullanamazsın.
71,Güvenlik kodunu şu an kullanamazsın.
72,"Gereksinimleri karşılamadığından
giremezsin."
73,Sınıf temel değerleri yanlış.
74,"Bu karakter Klan Lideri.
Klan Lideri, liderliği devrettiğinde veya Klandan çıktığında silinebilir."
75,Yetersiz Mavi Elmas
76,Yetersiz Kırmızı Elmas
77,Yasaklı Bölge
78,Sohbet şu an için yasaklı
79,Katılımcı sayısı dolduğu için giremezsin
80,Yetersiz Klan Kırmızı Yıldıztaşı
81,Sınıf Geçişi sonrası açılır.
82,"Bu kullanıcı adı önceden alınmış.
Ön kayıt yaptırdıysan, onaylama adımlarına git."
83,Geçersiz kullanıcı adı
84,Bu oyuncu silinmiş.
85,Gizli dünya.
86,Hesap değeri boş
87,Nişan değeri boş
100,Sunucu bakımda olduğundan oyuna giremezsin.
101,"Dirilme için bekleniyor.
Şu an dirilemezsin."
102,Kanal dolu.
103,Zaman değiştirme kısıtlaması.
201,Başarım tamamlanamadı.
202,Hiç başarım yok.
203,Başarım seviyesi ödülünü daha önce aldın.
251,Geçersiz sohbet mesajı.
252,Sohbet mesaj tanımlayıcı yanlış.
253,Sohbet ek bilgi tanımlayıcı yanlış.
254,Genel sohbet türü yanlış.
255,Bekleme Süresi Kısıtlaması.
256,Sohbet yasaklı listesine daha önce eklenmiş.
257,Sohbet yasaklı listesinde değil.
258,Sohbet yasaklı listesine eklendi.
259,Alıcı seni engelledi.
301,Yetenek bekleme süresinde.
302,İlk hesabı oluştur.
303,Önceki yetenek kontrolü başarısız.
370,Yanlış giriş bilgisi.
371,Yanlış giriş bilgisi tanımlayıcısı.
372,Yanlış giriş ödülü tanımlayıcısı.
373,Zaten giriş yaptın.
374,Ödülü daha önce aldın.
375,Aktif haftalık giriş ödülü süreci yok.
401,Eşya kimliği yanlış.
402,@InvalidItemInfoId
403,Bu eşya güçlendirilemez.
