Id,Name,Description,EffectDescription,SkillDialogue
1101,İnsan Kılıç Kombosu 1,Kılıç ve kalkan ile yapılan basit saldırı.,,
1102,İnsan Kılıç Kombosu 2,@1101,,
1103,İnsan Kılıç Kombosu 3,@1101,,
1104,İnsan Kılıç Kombosu 4,@1101,,
1105,İnsan Kılıç Kombosu 5,@1101,,
1106,İnsan Kılıç Kombosu 6,@1101,,
1201,Elf Kılıç Kombosu 1,@1101,,
1202,Elf Kılıç Kombosu 2,@1101,,
1203,Elf Kılıç Kombosu 3,@1101,,
1204,Elf Kılıç Kombosu 4,@1101,,
1205,Elf Kılıç Kombosu 5,@1101,,
1206,Elf Kılıç Kombosu 6,@1101,,
1301,Kara Elf Kılıç Kombosu 1,@1101,,
1302,Kara Elf Kılıç Kombosu 2,@1101,,
1303,Kara Elf Kılıç Kombosu 3,@1101,,
1304,Kara Elf Kılıç Kombosu 4,@1101,,
1305,Kara Elf Kılıç Kombosu 5,@1101,,
1306,Kara Elf Kılıç Kombosu 6,@1101,,
1401,Cüce Kılıç Kombosu 1,@1101,,
1402,Cüce Kılıç Kombosu 2,@1101,,
1403,Cüce Kılıç Kombosu 3,@1101,,
1404,Cüce Kılıç Kombosu 4,@1101,,
1405,Cüce Kılıç Kombosu 5,@1101,,
1406,Cüce Kılıç Kombosu 6,@1101,,
2101,İnsan Mızrak Kombosu 1,Mızrak ile yapılan basit saldırı.,,
2102,İnsan Mızrak Kombosu 2,@2101,,
2103,İnsan Mızrak Kombosu 3,@2101,,
2104,İnsan Mızrak Kombosu 4,@2101,,
2105,İnsan Mızrak Kombosu 5,@2101,,
2106,İnsan Mızrak Kombosu 6,@2101,,
2201,Elf Mızrak Kombosu 1,@2101,,
2202,Elf Mızrak Kombosu 2,@2101,,
2203,Elf Mızrak Kombosu 3,@2101,,
2204,Elf Mızrak Kombosu 4,@2101,,
2205,Elf Mızrak Kombosu 5,@2101,,
2206,Elf Mızrak Kombosu 6,@2101,,
2301,Kara Elf Mızrak Kombosu 1,@2101,,
2302,Kara Elf Mızrak Kombosu 2,@2101,,
2303,Kara Elf Mızrak Kombosu 3,@2101,,
2304,Kara Elf Mızrak Kombosu 4,@2101,,
2305,Kara Elf Mızrak Kombosu 5,@2101,,
2306,Kara Elf Mızrak Kombosu 6,@2101,,
2401,Cüce Mızrak Kombosu 1,@2101,,
2402,Cüce Mızrak Kombosu 2,@2101,,
2403,Cüce Mızrak Kombosu 3,@2101,,
2404,Cüce Mızrak Kombosu 4,@2101,,
2405,Cüce Mızrak Kombosu 5,@2101,,
2406,Cüce Mızrak Kombosu 6,@2101,,
3101,İnsan Çift Kılıç Kombosu 1,Çift Kılıç ile yapılan basit saldırı.,,
3102,İnsan Çift Kılıç Kombosu 2,@3101,,
3103,İnsan Çift Kılıç Kombosu 3,@3101,,
3104,İnsan Çift Kılıç Kombosu 4,@3101,,
3105,İnsan Çift Kılıç Kombosu 5,@3101,,
3106,İnsan Çift Kılıç Kombosu 6,@3101,,
3107,İnsan Çift Kılıç Kombosu 7,@3101,,
3108,İnsan Çift Kılıç Kombosu 8,@3101,,
3201,Elf Çift Kılıç Kombosu 1,@3101,,
3202,Elf Çift Kılıç Kombosu 2,@3101,,
3203,Elf Çift Kılıç Kombosu 3,@3101,,
3204,Elf Çift Kılıç Kombosu 4,@3101,,
3205,Elf Çift Kılıç Kombosu 5,@3101,,
3206,Elf Çift Kılıç Kombosu 6,@3101,,
3207,Elf Çift Kılıç Kombosu 7,@3101,,
3208,Elf Çift Kılıç Kombosu 8,@3101,,
3301,Kara Elf Çift Kılıç Kombosu 1,@3101,,
3302,Kara Elf Çift Kılıç Kombosu 2,@3101,,
3303,Kara Elf Çift Kılıç Kombosu 3,@3101,,
3304,Kara Elf Çift Kılıç Kombosu 4,@3101,,
3305,Kara Elf Çift Kılıç Kombosu 5,@3101,,
3306,Kara Elf Çift Kılıç Kombosu 6,@3101,,
3307,Kara Elf Çift Kılıç Kombosu 7,@3101,,
3308,Kara Elf Çift Kılıç Kombosu 8,@3101,,
3401,Cüce Çift Kılıç Kombosu 1,@3101,,
3402,Cüce Çift Kılıç Kombosu 2,@3101,,
3403,Cüce Çift Kılıç Kombosu 3,@3101,,
3404,Cüce Çift Kılıç Kombosu 4,@3101,,
3405,Cüce Çift Kılıç Kombosu 5,@3101,,
3406,Cüce Çift Kılıç Kombosu 6,@3101,,
3407,Cüce Çift Kılıç Kombosu 7,@3101,,
3408,Cüce Çift Kılıç Kombosu 8,@3101,,
4101,İnsan Hançer Kombosu 1,Hançer ile yapılan basit saldırı.,,
4102,İnsan Hançer Kombosu 2,@4101,,
4103,İnsan Hançer Kombosu 3,@4101,,
4104,İnsan Hançer Kombosu 4,@4101,,
4105,İnsan Hançer Kombosu 5,@4101,,
4106,İnsan Hançer Kombosu 6,@4101,,
4201,Elf Hançer Kombosu 1,@4101,,
4202,Elf Hançer Kombosu 2,@4101,,
4203,Elf Hançer Kombosu 3,@4101,,
4204,Elf Hançer Kombosu 4,@4101,,
4205,Elf Hançer Kombosu 5,@4101,,
4206,Elf Hançer Kombosu 6,@4101,,
4301,Kara Elf Hançer Kombosu 1,@4101,,
4302,Kara Elf Hançer Kombosu 2,@4101,,
4303,Kara Elf Hançer Kombosu 3,@4101,,
4304,Kara Elf Hançer Kombosu 4,@4101,,
4305,Kara Elf Hançer Kombosu 5,@4101,,
4306,Kara Elf Hançer Kombosu 6,@4101,,
4401,Cüce Hançer Kombosu 1,@4101,,
4402,Cüce Hançer Kombosu 2,@4101,,
4403,Cüce Hançer Kombosu 3,@4101,,
4404,Cüce Hançer Kombosu 4,@4101,,
4405,Cüce Hançer Kombosu 5,@4101,,
4406,Cüce Hançer Kombosu 6,@4101,,
5101,İnsan Yay Kombosu 1,Yay ile yapılan basit saldırı.,,
5102,İnsan Yay Kombosu 2,@5101,,
5103,İnsan Yay Kombosu 3,@5101,,
5104,İnsan Yay Kombosu 4,@5101,,
5201,Elf Yay Kombosu 1,@5101,,
5202,Elf Yay Kombosu 2,@5101,,
5203,Elf Yay Kombosu 3,@5101,,
5204,Elf Yay Kombosu 4,@5101,,
5301,Kara Elf Yay Kombosu 1,@5101,,
5302,Kara Elf Yay Kombosu 2,@5101,,
5303,Kara Elf Yay Kombosu 3,@5101,,
5304,Kara Elf Yay Kombosu 4,@5101,,
5401,Cüce Yay Kombosu 1,@5101,,
5402,Cüce Yay Kombosu 2,@5101,,
5403,Cüce Yay Kombosu 3,@5101,,
5404,Cüce Yay Kombosu 4,@5101,,
6101,İnsan Asa Kombosu 1,Asa ile yapılan basit saldırı.,,
6102,İnsan Asa Kombosu 2,@6101,,
6103,İnsan Asa Kombosu 3,@6101,,
6104,İnsan Asa Kombosu 4,@6101,,
6201,Elf Asa Kombosu 1,@6101,,
6202,Elf Asa Kombosu 2,@6101,,
6203,Elf Asa Kombosu 3,@6101,,
6204,Elf Asa Kombosu 4,@6101,,
6301,Kara Elf Asa Kombosu 1,@6101,,
6302,Kara Elf Asa Kombosu 2,@6101,,
6303,Kara Elf Asa Kombosu 3,@6101,,
6304,Kara Elf Asa Kombosu 4,@6101,,
6401,Cüce Asa Kombosu 1,@6101,,
6402,Cüce Asa Kombosu 2,@6101,,
6403,Cüce Asa Kombosu 3,@6101,,
6404,Cüce Asa Kombosu 4,@6101,,
11111,Enerji Patlaması,"<SkillTitle>[Tüm Silahlar]</>
Baktığı yönde enerjiyi toplar ve düşmanlara hasar vermek için patlatır.",Hasar: Saldırının %{[Use34Param]1%} kadarı +{1},
11112,Güçlü Saldırı,"<SkillTitle>[Yalnızca Kılıç-Kalkan, Mızrak, Çift Kılıç]</>
Silahını geniş bir alana savurarak düşmanlara hasar verir ve onları yere yıkar.","Hasar: Saldırının %{[Use34Param]1%} kadarı +{1}
Hedefleri 2 saniye yere yıkar.",
