Id,Name
1,Resmi Öğretici Yenileme
2,Konuşkan Ada’ya Giriş Sahnesi
3,Otomatik Görev Özelliği I
4,Otomatik Görev Özelliği II
6,Otomatik Görev Özelliği III
11,Oto-Kullan
12,Güç Şerbeti
13,Günlük Zindan
14,Başarım
15,Yüksek Dereceli Ekipman Sandığı
16,Ekipman Seviyesi Yükselt
17,Yetenek Seviyesi Yükselt
18,Arena
19,Birleştirme
20,Klan
21,Sonsuz Zindan
22,Run İşleme
23,Ruh Kristali
24,Elit Zindan
25,Geliştirme
26,Güçlendir
27,Canavar Albümü
28,Nadir Yetenek
29,Botanik Zindanı
30,İksir
31,Binek Çağırma
32,Binek Zindanı
101,Arkadaş
102,Grup
104,Pazar
112,Günlük Görevler
113,Haftalık Görevler
114,Klana Bağış Yap
115,Klana Katıl
116,Klan Başarımı
117,Klan Zindanı
118,Görev İlerleyişi
119,Üretim
201,Sınıf Geçişi
202,Adena Zindanı
203,Ekipman Zindanı
205,TP Zindanı
207,Pelerin
301,Maphr’in Koruması
