Id,Title,Desc
5,Seçim Yapmamak Senin Kaybın Olur,{TaskCount} Bedava Çekiliş Kullan.
6,Kibir Kulesi’ne Meydan Okuyan,Kibir Kulesi Oto-Temizleme
7,Arkadaşlık bağını güçlendir!,Arkadaşlarını Selamla ve {TaskCount} Puan Topla
8,Mühürlü Anılar Tapınağı!,Bugünün Günlük Zindanı'nı {TaskCount} kere tamamla.
10,Klanda aktif ol!,{TaskCount} kez Klan Bağışı yap.
11,Gerçek Yetenek!,{TaskCount} kez arenaya gir.
12,Klan Temelleri!,Klana giriş yap.
14,Günlük Görevleri tamamla!,{TaskCount} Günlük Görev tamamla.
15,Haftalık Görevleri tamamla!,{TaskCount} Haftalık Görev tamamla.
17,Elit Zindanları keşfet!,{TaskCount} kez Elit Zindan tamamla.
20,Büyülü bitkiler topla!,Botanik Zindanı’ndan {TaskCount} bitki topla.
22,Çekiliş Ustası,{TaskCount} Yüksek-Dereceli Çekilişe katıl.
35,Ekipman Zindanı'nı keşfet!,{TaskCount} Ekipman Zindanı tamamla.
36,Adena Zindanı'nı keşfet!,{TaskCount} Adena Zindanı tamamla.
37,TP Zindanı'nı keşfet!,{TaskCount} TP Zindanı tamamla.
38,Binek Zindanı'nı Keşfet!,Çağırma Taşı zindanı'nı {TaskCount} kez tamamla.
