Id,Name,Desc
1001,Gludin Yolu Şatosu,Değirmen Ovası'na Ol Mahumların yağmalarını önlemek için Şato inşa edildi.
1002,Gludio Ovası Şatosu,"Şato, çevre bölgeyi ve Dion’un doğusunu Turek Orklarının istilasından korumak için inşa edildi."
1003,Windawood Köşkü Şatosu,"Windawood Köşkü’ndeki Şato, Güç Şerbeti yapımında kullanılan Mana kristallerini korumak için inşa edildi."
1004,Çorak Diyar Şatosu,"Gludio’daki Şato, Çorak Diyar’ını Mana yüzünden deliren canavarlardan korumak için inşa edildi."
2001,Dion Ovası Şatosu,"Şato, ovalardaki Kertenkeleadamların istilasından korunmak ve onları püskürtmek için inşa edildi."
2002,Cruma Bataklığı Şatosu,"Şato Dion’un hükümdarı tarafından, Stakatosların bölgesini genişletmelerine engel olması için inşa edildi."
2003,Uyumsuzluk Zirvesi Şatosu,"Şato Dion’un lideri tarafından, Tanor ve Ol Mahum istilasına engel olması için inşa edildi."
2004,Uluyan Oyuk Şatosu,"Şato, Umutsuzluk Kalesi’nde ortaya çıkan sayısız hortlaktan korunmak için inşa edildi."
5001,Dolmen Harabeleri Şatosu,Bu şato Dolmen Harabeleri’ne Elf Harabeleri’ni korumak için inşa edildi.
5002,Parçalanmış Topraklar Şatosu,Bu şato Zafer Dikilitaşı’nı ele geçiren orklardan korunmak için inşa edildi.
5003,Zafer Dikilitaşı Şatosu,Bu şato Zafer Dikilitaşı’ndaki orkları yendikten sonra canavarlardan korunmak için inşa edildi.
5004,Korunaklı Kamp Şatosu,Bu eğitim merkezi geçmişte büyücülerin yeteneklerini keşfetmeleri için inşa edildi. Bir şatoya dönüştürüldü ve insanlar tarafından kullanılyor.
5005,Fısıldayan Orman Şatosu,Bu şato Fısıldayan Orman’ın girişine inşa edildi. Fısıldayan Orman’daki canavarlara karşı inşa edildi.
5006,Lanetli Orman Şatosu,Konuşkan Ada’nın merkezi ruhlar için doğal bir ortam. İnsanlar bu şatoyu ruhları korumak için inşa etti.
5007,Batı İzci Karakolu Şatosu,Bu şato sahilden gelen korsanlar ve canavarlardan korunmak için inşa edildi.
5008,Elf Harabeleri Şatosu,Bu şato eskiden Elf Harabeleri’ni korumak için inşa edilmiş. Elfler gittikten sonra insanlar tarafından kullanılıyor.
10001,Şato Fethi,
