Id,DisassembleType,ItemInfoId,ItemType,EquipmentType,ItemGrade,CostType,CostValue
110013,1,110013,87,11,8,24,
110023,1,110023,87,11,8,24,
110033,1,110033,87,11,8,24,
110043,1,110043,87,11,8,24,
120013,1,120013,87,11,8,24,
120023,1,120023,87,11,8,24,
120033,1,120033,87,11,8,24,
120043,1,120043,87,11,8,24,
130013,1,130013,87,11,8,24,
130023,1,130023,87,11,8,24,
130033,1,130033,87,11,8,24,
130043,1,130043,87,11,8,24,
140013,1,140013,87,11,8,24,
140023,1,140023,87,11,8,24,
140033,1,140033,87,11,8,24,
140043,1,140043,87,11,8,24,
150013,1,150013,87,11,8,24,
150023,1,150023,87,11,8,24,
150033,1,150033,87,11,8,24,
150043,1,150043,87,11,8,24,
160013,1,160013,87,11,8,24,
160023,1,160023,87,11,8,24,
160033,1,160033,87,11,8,24,
160043,1,160043,87,11,8,24,
210013,1,210013,87,11,8,24,
220013,1,220013,87,11,8,24,
230013,1,230013,87,11,8,24,
240013,1,240013,87,11,8,24,
210023,1,210023,87,11,8,24,
220023,1,220023,87,11,8,24,
230023,1,230023,87,11,8,24,
240023,1,240023,87,11,8,24,
210033,1,210033,87,11,8,24,
220033,1,220033,87,11,8,24,
230033,1,230033,87,11,8,24,
240033,1,240033,87,11,8,24,
210043,1,210043,87,11,8,24,
220043,1,220043,87,11,8,24,
230043,1,230043,87,11,8,24,
240043,1,240043,87,11,8,24,
210053,1,210053,87,11,8,24,
220053,1,220053,87,11,8,24,
230053,1,230053,87,11,8,24,
240053,1,240053,87,11,8,24,
210063,1,210063,87,11,8,24,
220063,1,220063,87,11,8,24,
230063,1,230063,87,11,8,24,
240063,1,240063,87,11,8,24,
210073,1,210073,87,11,8,24,
220073,1,220073,87,11,8,24,
230073,1,230073,87,11,8,24,
240073,1,240073,87,11,8,24,
210083,1,210083,87,11,8,24,
220083,1,220083,87,11,8,24,
230083,1,230083,87,11,8,24,
240083,1,240083,87,11,8,24,
210093,1,210093,87,11,8,24,
220093,1,220093,87,11,8,24,
230093,1,230093,87,11,8,24,
240093,1,240093,87,11,8,24,
110014,1,110014,87,11,8,24,
110024,1,110024,87,11,8,24,
110034,1,110034,87,11,8,24,
110044,1,110044,87,11,8,24,
120014,1,120014,87,11,8,24,
120024,1,120024,87,11,8,24,
120034,1,120034,87,11,8,24,
120044,1,120044,87,11,8,24,
130014,1,130014,87,11,8,24,
130024,1,130024,87,11,8,24,
130034,1,130034,87,11,8,24,
130044,1,130044,87,11,8,24,
140014,1,140014,87,11,8,24,
140024,1,140024,87,11,8,24,
140034,1,140034,87,11,8,24,
140044,1,140044,87,11,8,24,
150014,1,150014,87,11,8,24,
150024,1,150024,87,11,8,24,
150034,1,150034,87,11,8,24,
150044,1,150044,87,11,8,24,
160014,1,160014,87,11,8,24,
160024,1,160024,87,11,8,24,
160034,1,160034,87,11,8,24,
160044,1,160044,87,11,8,24,
210014,1,210014,87,11,8,24,
220014,1,220014,87,11,8,24,
230014,1,230014,87,11,8,24,
240014,1,240014,87,11,8,24,
210024,1,210024,87,11,8,24,
220024,1,220024,87,11,8,24,
230024,1,230024,87,11,8,24,
240024,1,240024,87,11,8,24,
210034,1,210034,87,11,8,24,
220034,1,220034,87,11,8,24,
230034,1,230034,87,11,8,24,
240034,1,240034,87,11,8,24,
210044,1,210044,87,11,8,24,
220044,1,220044,87,11,8,24,
230044,1,230044,87,11,8,24,
240044,1,240044,87,11,8,24,
210054,1,210054,87,11,8,24,
220054,1,220054,87,11,8,24,
230054,1,230054,87,11,8,24,
240054,1,240054,87,11,8,24,
210064,1,210064,87,11,8,24,
220064,1,220064,87,11,8,24,
230064,1,230064,87,11,8,24,
240064,1,240064,87,11,8,24,
210074,1,210074,87,11,8,24,
220074,1,220074,87,11,8,24,
230074,1,230074,87,11,8,24,
240074,1,240074,87,11,8,24,
210084,1,210084,87,11,8,24,
220084,1,220084,87,11,8,24,
230084,1,230084,87,11,8,24,
240084,1,240084,87,11,8,24,
210094,1,210094,87,11,8,24,
220094,1,220094,87,11,8,24,
230094,1,230094,87,11,8,24,
240094,1,240094,87,11,8,24,
110015,1,110015,87,11,8,24,
110025,1,110025,87,11,8,24,
110035,1,110035,87,11,8,24,
110045,1,110045,87,11,8,24,
120015,1,120015,87,11,8,24,
120025,1,120025,87,11,8,24,
120035,1,120035,87,11,8,24,
120045,1,120045,87,11,8,24,
130015,1,130015,87,11,8,24,
130025,1,130025,87,11,8,24,
130035,1,130035,87,11,8,24,
130045,1,130045,87,11,8,24,
140015,1,140015,87,11,8,24,
140025,1,140025,87,11,8,24,
140035,1,140035,87,11,8,24,
140045,1,140045,87,11,8,24,
150015,1,150015,87,11,8,24,
150025,1,150025,87,11,8,24,
150035,1,150035,87,11,8,24,
150045,1,150045,87,11,8,24,
160015,1,160015,87,11,8,24,
160025,1,160025,87,11,8,24,
160035,1,160035,87,11,8,24,
160045,1,160045,87,11,8,24,
210015,1,210015,87,11,8,24,
220015,1,220015,87,11,8,24,
230015,1,230015,87,11,8,24,
240015,1,240015,87,11,8,24,
210025,1,210025,87,11,8,24,
220025,1,220025,87,11,8,24,
230025,1,230025,87,11,8,24,
240025,1,240025,87,11,8,24,
210035,1,210035,87,11,8,24,
220035,1,220035,87,11,8,24,
230035,1,230035,87,11,8,24,
240035,1,240035,87,11,8,24,
210045,1,210045,87,11,8,24,
220045,1,220045,87,11,8,24,
230045,1,230045,87,11,8,24,
240045,1,240045,87,11,8,24,
210055,1,210055,87,11,8,24,
220055,1,220055,87,11,8,24,
230055,1,230055,87,11,8,24,
240055,1,240055,87,11,8,24,
210065,1,210065,87,11,8,24,
220065,1,220065,87,11,8,24,
230065,1,230065,87,11,8,24,
240065,1,240065,87,11,8,24,
210075,1,210075,87,11,8,24,
220075,1,220075,87,11,8,24,
230075,1,230075,87,11,8,24,
240075,1,240075,87,11,8,24,
210085,1,210085,87,11,8,24,
220085,1,220085,87,11,8,24,
230085,1,230085,87,11,8,24,
240085,1,240085,87,11,8,24,
210095,1,210095,87,11,8,24,
220095,1,220095,87,11,8,24,
230095,1,230095,87,11,8,24,
240095,1,240095,87,11,8,24,
420011,1,420011,87,11,8,24,
420012,1,420012,87,11,8,24,
420013,1,420013,87,11,8,24,
470005,1,470005,87,11,8,24,
470004,1,470004,87,11,8,24,
470003,1,470003,87,11,8,24,
470007,1,470007,87,11,8,24,
