Id,NameEN,Grade,Type,InteractionType,ScaleFactor,VisibleLevel,Level,BasicAttackSkillInfoIdList,CreateSkillInfoId,IgnoreHitAnim,Aggressive,Movable,Rotatable,IsMonster,SpawnAnim,SpawnVFX,HitFX,HitSocket,HitSound,BP_Name,IconTexture,QuestOnly,AppearanceScenePlay,IsBoss,MonsterCoreItemInfoId,RaceType,RaceIconPath,JobIconPath,CutSceneType,UseMatineeActor,MonsterType,MonsterGrade,InteractionVoiceID,QuestFinishVoiceID
19,HealingFountain,5,6,17,1,0,70,,401,0,0,0,0,0,,,,,,BP_HealingFountain, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
31,CastleSiege_DefenseTower,5,2,17,1,0,70,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
32,CastleSiege_DefenseTower,5,2,17,1,0,70,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
33,CastleSiege_DefenseTower,5,2,17,1,0,70,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
34,CastleSiege_DefenseTower,5,2,17,1,0,70,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
35,CastleSiege_DefenseTower,5,2,17,1,0,70,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
36,CastleSiege_DefenseTower,5,2,17,1,0,70,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
20,HealingFountain,5,6,17,1,0,70,,401,0,0,0,0,0,,,,,,BP_HealingFountain, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
37,CastleSiege_DefenseTower,5,2,17,1,0,70,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
38,CastleSiege_DefenseTower,5,2,17,1,0,70,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
39,CastleSiege_DefenseTower,5,2,17,1,0,70,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
40,CastleSiege_DefenseTower,5,2,17,1,0,70,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
41,CastleSiege_DefenseTower,5,2,17,1,0,70,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
42,CastleSiege_DefenseTower,5,2,17,1,0,70,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
43,ClassTransform_Crystal,5,13,17,1,0,70,,,0,0,0,0,0,,,,,,BP_FreeFortress_GadgetName_ClassCrystal,,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
44,ClassTransform_Crystal,5,13,17,1,0,70,,,0,0,0,0,0,,,,,,BP_FreeFortress_GadgetName_ClassCrystal,,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
45,WindOfAltar,5,13,17,1,0,70,,,0,0,0,0,0,,,,,,BP_FreeFortress_GadgetName_Altar,,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
46,GroundOfAlar,5,13,17,1,0,70,,,0,0,0,0,0,,,,,,BP_FreeFortress_GadgetName_Altar,,0,0,0,,7,Icon_Ability_None,,,1,5,7,0,0
101,CastleSiege_GuardTower,5,4,17,1,0,116,80009,,0,1,0,0,1,,,,,,BP_CastleSiege_GuardTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0
102,CastleSiege_GuardTower,5,4,17,1,0,116,80009,,0,1,0,0,1,,,,,,BP_CastleSiege_GuardTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0
103,CastleSiege_GuardTower,5,4,17,1,0,116,80009,,0,1,0,0,1,,,,,,BP_CastleSiege_GuardTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0
104,CastleSiege_CastleGate,5,3,17,1,0,116,,451,0,0,0,0,1,,,,,,BP_CastleSiege_CastleGate, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0
105,CastleSiege_CastleGate,5,3,17,1,0,116,,451,0,0,0,0,1,,,,,,BP_CastleSiege_CastleGate, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0
106,CastleSiege_CastleGate,5,3,17,1,0,116,,451,0,0,0,0,1,,,,,,BP_CastleSiege_CastleGate, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0
107,CastleSiege_DefenseTower,5,2,17,1,0,116,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0
108,CastleSiege_DefenseTower,5,2,17,1,0,116,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0
109,CastleSiege_DefenseTower,5,2,17,1,0,116,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0
110,CastleSiege_DefenseTower,5,2,17,1,0,116,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0
115,CastleSiege_DefenseTower,5,2,17,1,0,116,80008,,0,1,0,0,1,,,,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,0,0,0,,7,Icon_Ability_None,,,0,5,7,0,0
