Id,Name,TypeDesc,LimitDesc,UsingDesc,ReplaceString1,ReplaceString2,Desc
1021,악마의 영혼석: 자켄,Consumables,,"Acquire from Forest of Secrets Understory monsters. Bind 100 to acquire “Demonic Scroll: Zaken.”
The “Demonic Scroll: Zaken” is a Sub-quest Scroll that you can use when you reach Lv. 230.",,,
1022,악마의 스크롤: 자켄,@1021,,"Sub-quest Scroll used to acquire Battle Token: Zaken.
Use Battle Token: Zaken to enter Zaken’s Pirate Ship.","Target Location: Giran Dominion
Lv. Restriction: 230.",,
1023,결전의 징표: 자켄,@1021,,"자켄을 처치하기로 맹세한 자의 징표입니다.
자켄의 해적선에 입장 할 수 있습니다.",,,
10001,Spring Sprout,Potion,,"This sprout contains energy of the approaching spring.
Use to purchase items in the Event Menu.",,,"Increases Def. by 2,000 for 10 min."
10002,Sprout Chest,@1021,,"This box holds sprouts for safe keeping.
Open this box to acquire 30 Sprouts.",,,Items acquired after use cannot be traded.
10003,Bonus Completion Ticket,Event,,"Use this ticket for additional completions after you have reached the daily completion limit in Aymel’s School.
Use from the Event menu.",,,
10004,Well Done,@10001,,"What a great clan member!
Use to purchase items in the Event Menu.",,,"Increases Atk. by 1,500 for 10 min."
10005,Well Done Stamp Chest,@1021,,"This box holds Well Done Stamps for safe keeping.
Open this box to acquire 30 Well Done Stamps.",,,@10002
10006,Watermelon,@10001,,"A refreshing watermelon, perfect for quenching your thirst.
Sent to your Mailbox when you enter the Arena.",,,"Increases HP by 3,000 for 10 min."
10007,Grapes,@10001,,"A bunch of juicy, delicious grapes.
Sent to your Mailbox when you Auto-Clear the Tower of Insolence.",,,Increases Critical Damage by 3% for 10 min.
10008,Oriental Melon,@10001,,"A delicious oriental melon, full of Vitamin C and good for recovering from fatigue.
Sent to your Mailbox when you enter the Summoning Circle.",,,@10001
10009,Raspberries,@10001,,"Summer raspberries are both nutritious and delicious. Try them for yourself!
Sent to your Mailbox when you clear a Daily Dungeon.",,,@10004
10010,Summer Fruit Box,@1021,,"A box full of seasonal Summer Fruits.
Open this box to get a watermelon, grapes, oriental melon, or raspberries.
Get this fruit box when you extract herbs in the Extraction Pit.",,,
10033,Pine Needle,@1021,,"피톤치드가 풍부하게 담겼으며, 솔향이 그윽한 솔잎입니다. 송편의 필수 재료입니다.",,,
10034,천연 벌꿀,@1021,,미네랄과 비타민 등 영양이 풍부한 천연 벌꿀입니다. 꿀송편의 달콤함을 책임집니다,,,
10035,유기농 쌀가루,@1021,,메뚜기와 함께 자라난 유기농 쌀을 방앗간에서 곱게 갈아 만든 쌀가루입니다. 송편의 필수 재료입니다.,,,
10036,참깨,@1021,,꼬소함을 자랑하는 참깨입니다. 꿀송편에 들어가 달콤함과 고소함의 밸런스를 맞추어줍니다.,,,
10037,가을밤,@1021,,잘 익은 가을 밤입니다. 맛도 영양도 일품입니다. 밤송편에 들어가는 주 재료 입니다. ,,,
510107,Night Sky Fireworks,@1021,,Fireworks that can brighten up the night sky.,Use to see pretty fireworks.,,
510108,Silverlight Fireworks,@1021,,Fireworks that shine like the stars in the sky.,@510107,,
510109,Prosperity Fireworks,@1021,,Fireworks that symbolize a yearning for prosperity.,@510107,,
510110,Love Fireworks,@1021,,Special fireworks that guarantee a successful proposal.,@510107,,
510111,혈맹 이름 변경권,@1021,,혈맹 이름을 변경할 수 있습니다.,,,
510112,할로윈 캔디 폭죽,@1021,,달콤한 캔디가 쏟아지는 할로윈 폭죽입니다.,@510107,,
510113,해피 할로윈 폭죽,@1021,,행복한 할로윈을 기원하는 폭죽입니다.,@510107,,
110010,Samurai Long Sword,Sword & Shield,,This weapon increases Atk. as well as Def.,,,
110011,@110010,@110010,,@110010,,,
110012,@110010,@110010,,@110010,,,
110013,@110010,@110010,,@110010,,,
110014,@110010,@110010,,@110010,,,
110015,@110010,@110010,,@110010,,,
110016,@110010,@110010,,@110010,,,
110020,Sword of Revolution,@110010,,@110010,,,
110021,@110020,@110010,,@110010,,,
110022,@110020,@110010,,@110010,,,
110023,@110020,@110010,,@110010,,,
110024,@110020,@110010,,@110010,,,
110025,@110020,@110010,,@110010,,,
