Id,Name,Desc,Desc2
1001,"20,000 Adena","Use to acquire 20,000 Adena.",
1002,"42,000 Adena","Use to acquire 40,000 Adena (+2,000 bonus).",
1003,"88,000 Adena","Use to acquire 80,000 Adena (+8,000 bonus).",
1004,"184,000 Adena","Use to acquire 160,000 Adena (+24,000 bonus).",
1005,"384,000 Adena","Use to acquire 320,000 Adena (+64,000 bonus).",
1006,"800,000 Adena","Use to acquire 640,000 Adena (+160,000 bonus).",
3001,1 Special Equipment Box,"Acquire (S - SR) equipment!
Rare Equipment can be acquired!",
3002,Blessed Scroll: Weapon,"A Blessed Scroll: Weapon.
Use to enhance a weapon by 1 - 3 levels.",
3003,Blessed Scroll: Armor,"A Blessed Scroll: Armor.
Use to enhance armor by 1 - 3 levels.",
3004,Blessed Scroll: Accessory,"A Blessed Scroll: Accessory.
Use to enhance an accessory by 1 - 3 levels.",
3005,Maphr’s Protection,Protects from losing any enhancement levels upon failing to enhance.,
3006,Grade SR Limit Break Stone,Use to limit break a Grade SR piece of equipment.,
3007,Grade S Attribute Stone,Use to enhance an attribute on a piece of equipment.,
3008,Grade R Attribute Stone,@3007,
3009,Grade SR Attribute Stone,@3007,
3011,1 Special Accessory Box,Acquire (S - SR) Accessory!,
4001,20 HP Potions,Use to restore HP by a small amount.,
4002,10% discount! 200 HP Potions,@4001,
4005,20 MP Potions,Use to restore MP by a small amount.,
4006,10% discount! 200 MP Potions,@4005,
4009,500 Soulshots,Bless your weapon with spiritual light to increase damage.,
4010,"10% discount! 5,000 Soulshots",@4009,
4013,1 Megaphone,An item used to speak in World Chat.,
4014,10 Megaphones,@4013,
4018,@4013,@4013,
4019,@4014,@4013,
4100,Crucifix of Repentance,"Use to reduce Chaotic Value by 30.
You can use crosses 3 times a day.",
4101,50 Scrolls of Escape,Use to teleport.,
4105,Night Sky Fireworks,"Fireworks that can brighten up the night sky, even during the day.",
4106,Silverlight Fireworks,Fireworks that shine like the stars in the sky.,
4107,Prosperity Fireworks,Fireworks that symbolize a yearning for prosperity.,
4108,Love Fireworks,Special fireworks that guarantee a successful proposal.,
5002,1 High-grade Equipment,"Acquire (A - SR) equipment!
Rare Equipment can be acquired!",
5003,10 High-grade Equipment (+1 bonus),"Acquire (A - SR) equipment!
One Grade S or higher piece of equipment is guaranteed!
Rare Equipment can be acquired!",
5014,@5002,"Acquire (A - SR) equipment!
Rare Equipment and Tradable Equipment can be acquired!",
5015,@5003,"Acquire (A - SR) equipment!
One Grade S or higher piece of equipment is guaranteed!
Rare Equipment and Tradable Equipment can be acquired!",
5101,1 Weapon Strengthening Box,"(Grade A - SR) Weapons and Weapon Varnish available!
Rare Equipment Acquisition Rate increased!
Only Weapons can be acquired when obtaining Rare Equipment!",
5102,10 Weapon Strengthening Boxes (+1 bonus),@5101,
5201,1 Armor Strengthening Box,"(Grade A - SR) Armor and Armor Varnish available!
Rare Equipment Acquisition Rate increased!
Only Armor can be acquired when obtaining Rare Equipment!",
5202,10 Armor Strengthening Boxes (+1 bonus),@5201,
10001,10 HP Potions,@4001,
10002,10 MP Potions,@4005,
10003,250 Soulshots,@4009,
10017,1 Equipment Box,Up to Grade A equipment available!,
10020,Cross of Repentance,"Reduces a character’s Chaotic Value.
Each use reduces your Chaotic Value by 3, and you can use this effect 3 times a day.",
10029,100 Red Starstones,Use to reset Clan Dungeons.,
13000,(Lv. 20) Quest Scroll - Grade C,Use to participate in a (Grade C Sub-quest).,
13001,(Lv. 30) Quest Scroll - Grade C,@13000,
13002,(Lv. 40) Quest Scroll - Grade C,@13000,
13003,(Lv. 50) Quest Scroll - Grade C,@13000,
13004,(Lv. 60) Quest Scroll - Grade C,@13000,
13005,(Lv. 75) Quest Scroll - Grade C,@13000,
13006,(Lv. 90) Quest Scroll - Grade C,@13000,
13007,(Lv. 105) Quest Scroll - Grade C,@13000,
13008,(Lv. 120) Quest Scroll - Grade C,@13000,
13009,(Lv. 135) Quest Scroll - Grade C,@13000,
13010,(Lv. 150) Quest Scroll - Grade C,@13000,
13011,(Lv. 165) Quest Scroll - Grade C,@13000,
13100,(Lv. 20) Quest Scroll - Grade A,Use to participate in a (Grade A Sub-quest).,
13101,(Lv. 30) Quest Scroll - Grade A,@13100,
13102,(Lv. 40) Quest Scroll - Grade A,@13100,
13103,(Lv. 50) Quest Scroll - Grade A,@13100,
13104,(Lv. 60) Quest Scroll - Grade A,@13100,
13105,(Lv. 75) Quest Scroll - Grade A,@13100,
13106,(Lv. 90) Quest Scroll - Grade A,@13100,
13107,(Lv. 105) Quest Scroll - Grade A,@13100,
13108,(Lv. 120) Quest Scroll - Grade A,@13100,
13109,(Lv. 135) Quest Scroll - Grade A,@13100,
13110,(Lv. 150) Quest Scroll - Grade A,@13100,
13111,(Lv. 165) Quest Scroll - Grade A,@13100,
13200,(Lv. 20) Quest Scroll - Grade S,Use to participate in a (Grade S Sub-quest).,
13201,(Lv. 30) Quest Scroll - Grade S,@13200,
13202,(Lv. 40) Quest Scroll - Grade S,@13200,
13203,(Lv. 50) Quest Scroll - Grade S,@13200,
13204,(Lv. 60) Quest Scroll - Grade S,@13200,
13205,(Lv. 75) Quest Scroll - Grade S,@13200,
13206,(Lv. 90) Quest Scroll - Grade S,@13200,
13207,(Lv. 105) Quest Scroll - Grade S,@13200,
13208,(Lv. 120) Quest Scroll - Grade S,@13200,
13209,(Lv. 135) Quest Scroll - Grade S,@13200,
13210,(Lv. 150) Quest Scroll - Grade S,@13200,
13211,(Lv. 165) Quest Scroll - Grade S,@13200,
30001000,60 + 60 Diamonds,"60 Blue Diamonds
60 Red Diamonds",
30001010,1 time only! 90 + 90 Diamonds,"90 Blue Diamonds
90 Red Diamonds
2 Topazes",
30001020,1 time only! 160 + 160 Diamonds,"160 Blue Diamonds
160 Red Diamonds
4 Topazes",
30001030,1 time only! 340 + 340 Diamonds,"340 Blue Diamonds
340 Red Diamonds
8 Topazes",
30001040,80 + 80 Diamonds,"80 Blue Diamonds
80 Red Diamonds",
30001050,700 Diamonds (20%),"700 Blue Diamonds
16 Topazes",
30001060,"1,080 Diamonds (20%)","1,080 Blue Diamonds
25 Topazes",
30001070,"1,900 Diamonds (10%)","1,900 Blue Diamonds
45 Topazes",
30001080,"1,900 Diamonds (20%)",@30001070,
30001090,"4,000 Diamonds (10%)","4,000 Blue Diamonds
100 Topazes",
30001100,"4,000 Diamonds (20%)",@30001090,
30001110,"4,000 Diamonds (30%)",@30001090,
30001120,"4,000 + 2,000 Diamonds","4,000 Blue Diamonds
2,000 Red Diamonds",
30001130,"1,080 + 540 Diamonds","1,080 Blue Diamonds
540 Red Diamonds",
30001140,"1,080 + 108 Diamonds","1,080 Blue Diamonds
108 Red Diamonds",
30001150,"1,080 + 216 Diamonds","1,080 Blue Diamonds
216 Red Diamonds",
30001160,"1,900 + 190 Diamonds","1,900 Blue Diamonds
190 Red Diamonds",
30001170,"1,900 + 380 Diamonds","1,900 Blue Diamonds
380 Red Diamonds",
30001180,"4,000 + 400 Diamonds","4,000 Blue Diamonds
400 Red Diamonds",
30001190,"4,000 + 800 Diamonds","4,000 Blue Diamonds
800 Red Diamonds",
30001200,1 time only! 30 + 60 Diamonds,"30 Blue Diamonds
60 Red Diamonds
1 Topaz",
30002000,90 Diamonds,"90 Blue Diamonds
2 Topazes",
30002010,160 Diamonds,"160 Blue Diamonds
4 Topazes + 8 More",
30002020,340 Diamonds,"340 Blue Diamonds
8 Topazes + 16 More",
30002030,700 Diamonds,"700 Blue Diamonds
16 Topazes + 32 More",
30002040,"1,080 Diamonds","1,080 Blue Diamonds
25 Topazes + 50 More",
30002050,"1,900 Diamonds","1,900 Blue Diamonds
45 Topazes + 90 More",
30002060,"4,000 Diamonds","4,000 Blue Diamonds
100 Topazes + 200 More",
30002070,60 Diamonds,"60 Blue Diamonds
1 Topaz",
30002080,@30002010,"160 Blue Diamonds
4 Topazes",
30002090,@30002020,"340 Blue Diamonds
8 Topazes",
30002100,@30002030,@30001050,
30002110,@30002040,@30001060,
30002120,@30002050,@30001070,
30002130,@30002060,@30001090,
30003000,Daily Diamond I (28-Day),"즉시 1200 레드 다이아!
매일 120 레드 다이아!
+ 매일 받기 8회마다 10 토파즈!","총 4,560 레드 다이아!"
30003100,Daily Adena I (28-Day),"50,000 Adena Immediately!
10,000 Adena Daily!
+ 40 Red Diamonds every 8 collections!","A total of 330,000 Adena!"
30003101,Daily Adena II (28-Day),"160,000 Adena now!
30,000 Adena daily!
+ 80 Red Diamonds on every 8th daily collections!","A total of 1,000,000 Adena!"
30004000,Grade S Rare Exclusive Equipment Box,Acquire 1 Grade S Rare Exclusive Equipment Box.,
30004001,High-grade Accessory Box,Acquire 1 High-grade Accessory Box.,
30004002,SR Limit Break Stone,Acquire 1 Grade SR Limit Break Stone.,
30004003,R Attribute Stone,Acquire 1 Grade R Attribute Stone.,
30004004,@3002,@3002,
30004005,@3003,@3003,
30004006,@3004,@3004,
30004007,Random Blessed Scroll Box,Use to acquire a random Blessed Scroll.,
30004008,3 Random Blessed Scroll Boxes,@30004007,
30004100,Silver Saint Binding Hornflute,Acquire 1 Silver Saint Binding Hornflute.,
30004101,Kukurin Binding Hornflute,Acquire 1 Kukurin Binding Hornflute.,
30004102,10 Limit Break Energy,Acquire 10 Limit Break Energy.,
30004103,10 Attribute Energy,Acquire 10 Attribute Energy.,
30004104,Scroll of Alchemy - Grade S Attribute Stone,Acquire 1 Scroll of Alchemy - Grade S Attribute Stone.,
30004105,Scroll of Alchemy - Grade R Attribute Stone,Acquire 1 Scroll of Alchemy - Grade R Attribute Stone.,
30004106,Scroll of Alchemy - Grade SR Attribute Stone,Acquire 1 Scroll of Alchemy - Grade SR Attribute Stone.,
30004107,Scroll of Alchemy - Grade SR Limit Break Stone,Acquire 1 Scroll of Alchemy - Grade SR Limit Break Stone.,
30004108,Scroll of Alchemy - Blessed Scroll: Weapon,Acquire 1 Scroll of Alchemy - Blessed Scroll: Weapon.,
30004109,Scroll of Alchemy - Blessed Scroll: Armor,Acquire 1 Scroll of Alchemy - Blessed Scroll: Armor.,
30004110,Scroll of Alchemy - Blessed Scroll: Accessory,Acquire 1 Scroll of Alchemy - Blessed Scroll: Accessory.,
30004111,200 Black Bear Summoning Stone Fragments,Bind to make a Black Bear Summoning Stone.,
30004112,150 Silver Saint Summoning Stone Fragments,Bind to make a Silver Saint Summoning Stone.,
30004113,100 Kukurin Summoning Stone Fragments,Bind to make a Kukurin Summoning Stone.,
30004114,@30004104,@30004104,
30004115,@30004105,@30004105,
30004116,@30004108,@30004108,
30004117,@30004109,@30004109,
30004118,@30004110,@30004110,
30004119,5 Black Bear Summoning Stone Fragments,@30004111,
30004120,5 Silver Saint Summoning Stone Fragments,@30004112,
30004121,5 Kukurin Summoning Stone Fragments,@30004113,
30004122,Scroll of Alchemy - Atk. Elixir Essence,The formula to make Atk. Elixir Essences is written on this document. Bind herbs to get Atk. Elixir Essences.,
30004123,Scroll of Alchemy - Def. Elixir Essence,The formula to make Def. Elixir Essences is written on this document. Bind herbs to get Def. Elixir Essences.,
30004124,Scroll of Alchemy - HP Elixir Essence,The formula to make HP Elixir Essences is written on this document. Bind Herbs to get HP Elixir Essences.,
30004125,Scroll of Alchemy - MP Elixir Essence,The formula to make MP Elixir Essences is written on this document. Bind Herbs to get MP Elixir Essences.,
