Id,NpcName,Message
101,Aymel,"Welcome! How’s your training going?<p>Training alone is boring and you probably don’t know where to start. In Aden, adventurers band together into groups called Clans.<p>Journey alongside other adventurers, donating to your Clan and purchasing from the Clan Shop! How about it?"
102,@101,"You reached Grade B! Surely you must know you are just getting started, right?<p>That meathead, Russel, has already reached Grade A!"
103,Russel,You’re looking a bit too laid back. Get to work and get to my level! Hahaha!
104,@101,"You’ve reached Grade A! Now you are on equal footing with that meathead! Don’t stop, keep at it!"
105,@101,You reached Grade S! Seems your rivalry with the meathead was the perfect stimulus!
106,@103,What?! You already reached Grade S? I’m still at Grade A...<p>Just you wait! I’ll catch up to you! You’ll see!
107,@101,"You’ve reached Grade R!<p>Don’t get cocky, now. There’s still Grade SR to reach!"
108,Theodore,You’re only at Grade R so keep up the hard work.
109,@101,"You reached Grade SR! You’ve left that meathead Russel in the dust!<p>Now you need to catch up to Theodore, who is Grade UR! Just a little more!"
110,@101,"Now you’re Grade UR!<p>Are you sure you’re not pushing yourself too hard? Well, Theodore has already finished and left. That meathead is still far behind so don’t feel rushed."
111,@101,You reached Grade UR! You were the second quickest after Theodore!<p>It’s quite impressive considering that meathead and others are on the verge of giving up!<p>Now you need to wait until the others are done. Why don’t you try starting over from the beginning?
112,@101,"Wow! Long time no see! You’ve become a lot stronger since the last time we’ve met.<p>But it’s still not enough. Theodore is already far stronger than you.<p>But don’t worry! I’ve created another training manual for you. It’s a bit tougher than the last one, though! So don’t fall behind!<p>Don’t sweat it too much! You’ll do great!"
113,@101,"Great, it looks like you’re progressing well! You reached Grade B pretty quickly!<p>Russel! Where are you at now, Russel?"
114,@103,I’m already Grade A! I won’t lose this time!
115,@101,@104
116,@101,You reached Grade S! Seems your rivalry with that meathead was the perfect stimulus!
117,@103,"What?! You already reached Grade S? I’m still at Grade A...<p>Ahh! Didn’t this happen last time, too…?"
118,@101,@107
119,@108,@108
120,@101,Congratulations on reaching Grade SR! Now that meathead Russel can’t even dream of catching up to you!<p>
100011,,Welcome to Talking Island.
100021,,Talking Island’s the perfect place to get stronger!
100041,,Watch out for monsters from here on out!
101171,,We uphold the security of Talking Island!
101181,,Another successful day of trading!
101191,,Good equipment will keep you alive!
101201,,Hear ye! An auction for Gludio specialties starts soon!
101211,,Buy your tickets to Gludio from me!
101231,,See the Obelisk of Victory on Talking Island!
101241,,A harbor is only a harbor when it’s bustling with people!
101261,,Tourists have been flocking to Talking Island lately.
101301,,Orcs? What do you mean Orcs?!
101311,,"The ship to Gludio embarks soon, so board quickly."
101331,,Did you see those tourists Some of them were my type!
101341,,"Ah, a perfect day to set sail!"
101381,,Be wary of Orcs!!!
101391,,Don’t let your guard down!!!
101441,,@101391
101451,,We’ve got to hold here!!
101461,,@101381
101471,,@101391
101501,,Hehe. I wonder if I’ll be discharged from the army...
101541,,Here are Talking Island specialties! We have golden fur!
101542,,This can only live here on Talking Island.
101543,,You need one of these to truly tour Talking Island.
101544,,Welcome welcome!
101545,,Aren’t you lacking potions?
101551,,Hehe. Our precious child is already 3 years old!
101571,,Adventurers foolishly risk their lives just for money...
101611,,Fishing at Talking Island is the best - this fish is huge!
101621,,You think it’s true that Orcs appeared north of town?
101771,,Earrings! Earrings with good stats!
101811,,Use this spot to go to other regions.
101821,,Join a clan! Comrades are a huge source of support!
101831,,Enhance equipment to easily deal with your enemies!!
101841,,I’m selling Soulshots that deal more damage to monsters!
101911,,We’ll take care of them Orcs.
101921,,We uphold the town’s security.
101931,,Talking Island Town is safe now.
101941,,Welcome to our town!
101961,,There are some odd things going on here...
101971,,"The quicker you can get off the island, the better."
101981,,"I heard there are more than 10,000 Orcs to the north."
102011,,Orcs have appeared in the north!!
102221,,Don’t worry! You’ll be discharged from duty safely.
102501,,Damn Orcs! I’ll avenge my comrades!
102511,,We can’t lose this battle. My family is hiding in the town.
102551,,These Orcs attacked just before my discharge...
102561,,"If we lose against these Orcs, they’ll reach the town."
