Type,Name
0,Attached to Weapon
1,P. Atk.
2,M. Atk.
3,P. Atk. Increase Rate
4,M. Atk. Increase Rate
5,Basic Attack Power
6,Party Member Atk. Increase Rate
7,Atk. Spd. Increase Rate
8,Buff
9,Critical Damage Increase Rate
14,Crit. Acc. Rate Increase
15,Crit. Resist Rate Increase
16,P. Dmg.
17,M. Dmg.
18,Ignore Def.
19,Target HP Decrease
20,Target HP Decrease (%)
21,P. Def.
22,M. Def.
23,P. Def. Increase Rate
24,M. Def. Increase Rate
26,Evasion
27,Evasion Increase Rate
28,Evasion Rate Increase
29,Accuracy
30,Acc. Increase Rate
31,Acc. Rate Increase
32,Dmg. Increase Rate
33,P. Dmg. Increase Rate
34,@IncreaseDamagePhyMul
35,Dmg. to Slowed Target Increase Rate
36,Ignore Def. Dmg.
37,Dmg. Decrease Rate
38,P. Dmg. Decrease Rate
39,M. Dmg. Decrease Rate
40,Fixed Damage Decrease
41,Block Chance
42,Deflect Dmg. Decrease Rate
43,P. Dmg. over Time
44,M. Dmg. over Time
45,Heal HP Based on Atk.
46,Heal over Time
47,Terrain Effect
48,Aggression Increase Rate
49,HP
50,Increase HP Based on a Percentage of Max HP
51,HP Regen.
52,HP Drain
53,HP Absorption (An active skill that steals HP from the enemy)
54,HP Absorption (Allocates stolen HP to yourself and your party members)
55,Invincible
56,Invisible
57,Item Drop Rate Increase
58,Max HP
59,Max HP Increase Rate
60,Max MP
61,Max MP Increase Rate
62,Speed Increase Rate
63,MP
64,Increase MP Based on a Percentage of Max MP
65,MP Cost Decrease Rate
66,MP Cost Decrease
67,MP Regen. Rate
68,One Kill (Instant kill)
69,Projectile
70,Skill Cooldown Decrease
71,Smart (MP Cost for all skills is 1)
72,Soulshot Attack Bonus
73,Durable (All Dmg. Taken is 1)
74,Stun
75,Sneer (Increases Aggro to max)
76,Lock Target
77,Move Target
78,Pull Target
79,Pull Resist Rate
81,Knock Back Resist Rate
83,Elixir
84,No Effect
85,Skill Table Info Identifier
179,AoE Buff (Aura Totem)
86,Exp.
87,Exp. Gain Increase Rate
88,Adena
89,Adena Gain Increase Rate
90,Free Diamond
91,Paid Diamond
92,Clan Coin
93,Rune Fragment
94,SP
95,Auto-Clear
96,Item Drop
97,Slow Resist Rate
98,Stun and Knock Down Resist Rate
99,Abnormal Status Resist Rate
103,Skill Range Increase
104,Skill Hit Count Increase
100,Combo End Time Increase
101,Penetration
102,Resilience
105,Extraction Speed Increase
106,Extraction Count Increase
10,Crit. Rate
11,Critical Resistance
12,Crit. Rate Increase Rate
13,Crit. Resist Increase Rate
125,Mind Control
133,Normal Attack Skill Dmg. Increase
140,Decreases Skill Cooldown by %.
146,Decreases Target’s MP
147,Decreases Target’s MP by %.
148,Restores MP relative to Atk.
179,Def. Increase Rate proportional to party size
151,Removes Abnormal Status
152,Removes Target's Buffs
153,Immune to damage below certain HP
136,HP Regen. Increase Rate
163,Final Dmg. Increase Rate
164,Final Dmg. + Additional Dmg. Decrease Rate
165,@NormalSkillDamageMul
174,Normal Healing Skill Healing Increase
171,Stun and Knock Down Resist Rate Amplification
170,Slow Resist Rate Amplification
169,Crit. Resist Rate Amplification
131,Dmg. Dealt to Monsters Increase
132,Dmg. Taken from Monsters Decrease
176,Normal Skill Dmg. to Monsters Increase
177,@NormalSkillMonsterDamageMul
160,"Damage Increase Rate based on NPC Rank, Race"
