Key,Value
GuildWarehouseRecordSiegeWarReward,Castle Siege Reward
GuildWarehouseRecordSiegeWarBidding,Bid on Castle Siege
GuildWarehouseRecordFortressWarReward,Fortress Siege Reward
GuildWarehouseRecordFortressWarBidding,Bid on Fortress Siege
GuildWarehouseRecordCommission,Collect Taxes
GuildWarehouseRecordMarketBuy,Purchase from Shop
SystemMailName,System
SystemMessageKickOutFromGM,The server is being reset. Please restart the game.
SystemMessageLogOut,The game will now end.
CastleSiegeFestivalCouponResetNotify,Siege Festival Tickets will be reset.
MailTitleCheat,Cheat
MailTitleTutorialReward,Tutorial
MailTitleGuideQuestReward,Mercenary’s Journey Reward
MailTitleShopGachaItem,Shop Summon Box Item
MailTitleDungeonReward,Dungeon Reward
MailTitlePvpHonorPointReward,Arena Honor Reward
MailTitlePvpFirstRankReward,Arena First Rank Achievement Reward
MailTitlePvpRankingReward,Arena Ranking Reward
MailTitleCastleSiegeBegin,Castle Siege Start
MailTitleCastleSiegeLoseReward,Castle Siege Loss Reward
MailTitleCastleSiegeWinReward,Castle Siege Victory Reward
MailTitleFortressSiegeLoseReward,Fortress Siege Loss Reward
MailTitleFortressSiegeWinReward,Fortress Siege Victory Reward
MailTitleFortressSiegeDrawReward,Fortress Siege Draw Reward
MailTitleAuctionHouseBuy,Purchase from Trading Post
MailTitleAuctionHouseSellFailed,Trading Post Sale Expired
MailTitleAuctionHouseSellingCancel,Trading Post Sale Canceled
MailTitleConnectDailyReward,Daily Login Reward
MailTitleConnectWeeklyReward,Weekly Login Reward
MailTitleConnectMonthlyReward,Monthly Login Reward
MailTitleGuildAchievementReward,Clan Achievements Reward
MailTitleGuildMarketBuy,Purchase from Clan Shop
MailTitleGuildMarketGiftBuy,[Player] sent a gift.
MailTitleGuildWarehouseGrant,Clan Prize
MailTitleAchievementReward,Achievement Reward
MailTitlePeriodAchievementReward,Timed Achievements Reward
MailTitleFriendGreet,Greet Friend
MailTitleBagIsFull,Inventory Full
MailTitleDailyActivityReward,Daily Activities Reward
MailTitleInstantCompleteReward,Reward Claim Item
MailTitleMissionDailyReward,Daily Quest Reward
MailTitleMissionWeeklyReward,Weekly Quest Reward
MailTitleShopReward,Recharge/Spend Reward
