Id,Name,Desc
1,Mission Basics,Defeat {TaskCount} Monster(s).
2,Elite Dungeon Professional,Enter Elite Dungeon {TaskCount} time(s).
4,Supply Equipment,Acquire {TaskCount} equipment.
5,Loot Collection,Acquire {TaskCount} Monster Core(s).
7,Defeat Elite Dungeon Monsters!,Defeat {TaskCount} Elven Ruins 1 monster(s).
8,@1,@1
9,마나 관리는 기본,Use {TaskCount} or more MP Potions.
10,Collect Soul Crystals!,Acquire {TaskCount} Soul Crystal(s).
11,Combo Expert!,Achieve {TaskCount} combo(s).
13,@1,@1
14,소모품 보급!,일반 상점에서 아이템 {TaskCount}회 구입
15,Potion Chugger,Use {TaskCount} or more HP Potions.
16,@11,@11
18,Reckless Gust of Victory,Accomplish {TaskCount} consecutive Arena duel victories.
19,@1,@1
20,퀘스트 스크롤 수행!,A급 퀘스트 스크롤 {TaskCount}회 완료
21,Combat Power Upgrade,Use {TaskCount} or more Soulshots.
22,@11,@11
23,Unstoppable Growth!,Level up equipment {TaskCount} time(s).
24,스킬 성장을 위해!,스킬 포인트 {TaskCount} 획득
25,Superpower!,Accomplish {TaskCount} single hit damage.
26,@18,@18
28,@1,@1
29,@11,@11
30,@1,@1
31,@2,@2
33,@4,@4
34,@5,@5
36,@7,Defeat {TaskCount} Elven Ruins 2 monster(s).
37,@1,@1
38,@9,@9
39,@10,@10
40,@11,@11
42,@1,@1
43,@14,@14
44,@15,@15
45,@11,@11
47,@18,@18
48,@1,@1
49,@20,@20
50,@21,@21
51,@11,@11
52,@23,@23
53,@24,@24
54,@25,@25
55,@18,@18
57,@1,@1
58,@11,@11
59,@1,@1
60,@2,@2
62,@4,@4
63,@5,@5
65,@7,Defeat {TaskCount} Ant Nest 1 monster(s).
66,@1,@1
67,@9,@9
68,@10,@10
69,@11,@11
71,@1,@1
72,@14,@14
73,@15,@15
74,@11,@11
76,@18,@18
77,@1,@1
78,@20,@20
79,@21,@21
80,@11,@11
81,@23,@23
82,@24,@24
83,@25,@25
84,@18,@18
85,혈맹 유물함 보급,혈맹 유물함 {TaskCount}개 획득
86,@1,@1
88,@1,@1
89,@2,@2
91,@4,@4
92,@5,@5
94,@7,@65
95,@1,@1
96,@9,@9
97,@10,@10
98,@11,@11
100,@1,@1
101,@14,@14
102,@15,@15
103,@11,@11
105,@18,@18
106,@1,@1
107,@20,@20
108,@21,@21
109,@11,@11
110,@23,@23
111,@24,@24
112,@7,@65
113,@18,@18
