Id,Name,Desc
1,冒险家,具有无限可能的初心者。可转职为斗士，盗贼，法师。
2,斗士,以近身战为主的战士。
3,盗贼,善于使用匕首与弓的攻击手。
4,法师,使用魔法攻击敌人的攻击手。
5,圣骑士,以高防御力与防御技能武装的坦克。
6,佣兵,能持续弱化敌人的攻击手。
7,宝藏猎人,让敌人晕厥后施展连续攻击的攻击手。
8,鹰眼,能施展范围伤害与减速的远距离攻击手。
9,术士,造成持续火焰伤害的攻击手。
10,主教,以治愈和晕厥技能辅助我方的补师。
31,@1,@1
32,@2,@2
33,@3,@3
34,@4,@4
35,圣殿骑士,能施展范围攻击的攻击型坦克。
36,剑术诗人,中距离攻击特别出众的攻击手。
37,大地行者,以快攻逼迫敌人的攻击手。
38,银月游侠,能快速攻击敌人的远距离攻击手。
39,咒术诗人,能让敌人降速或冰冻的辅助型攻击手。
40,长老,能大量恢复我方HP的补师。
61,@1,@1
62,@2,@2
63,@3,@3
64,@4,@4
65,席琳骑士,吸收敌人HP进行战斗的攻击型坦克。
66,剑刃舞者,以高攻击力让周围夷为平地的攻击手。
67,深渊行者,以快速攻击造成出血伤害的攻击手。
68,闇影游侠,攻击速度较低，但是能造成强力一击的攻击手。
69,狂咒术士,能善用诅咒与范围持续伤害的攻击手。
70,席琳长老,能提高我方战斗力并让队员恢复的补师。
91,@1,@1
92,@2,@2
93,@3,@3
94,@4,@4
95,守护者,能施展范围控制魔法的坦克。
96,屠杀者,@68
97,收集者,以快速移动技能引诱敌人的攻击手。
98,弩弓游侠,能善用陷阱与回避技能的远距离攻击手。
99,争斗巫师,能快速施展小范围技能的攻击手。
100,贤者,能增加队伍防御力的辅助型补师。
