Key,Value
10001,数据包版本与服务器不匹配。请再次运行该应用程序。
10002,请重播游戏并更新。
10003,服务器错误（DB）
10004,服务器错误（LUA）
10005,Excel数据表错误
10006,服务器错误(Parameter)
10007,服务器错误(Logic)
10008,服务器错误
10009,还没有登录。
10010,已连接状态。
10011,没有可以踢出的对象。
10012,身份验证无效
10013,无效的字符标识符
10014,无效的职业信息
10015,无效的性别
10016,名称无效
10017,无效的NPC信息
10018,无效的播放器标识符
10019,不准确的比赛信息
10020,技能无效
10021,错误的技能目标
10022,无效的状态
10023,不准确的地理信息
10024,设备标识符是空的
10025,该名称已被使用。
10026,技能在铸造。
10027,严峻的状态。
10028,还没有死亡。
10029,没有足够的MP。
10030,会话被断开。
10031,GameToken不是最新版本。
10032,"协议错误
您需要最新的版本更新。"
10033,系统错误
10034,GameToken格式错误
10035,GameToken不存在。
10036,维护中
10037,帐户上没有信息。
10038,准备中。
10039,当前此服务器内不能创建账号，请使用其他服务器。
10040,Netmarble S安全失败
10100,已退出的玩家。
