Id,ActName,ChapterName
1,1.说话之岛东部,英雄的诞生
2,@1,显露出的黑暗
3,@1,第一个结界
4,@1,尼亚的好友
5,@1,组成兽人讨伐队！
6,@1,初次登场
7,@1,热情的新手
8,@1,精灵的花冠
9,@1,无法相信的事
10,@1,第二个结界
11,@1,消失的尼亚
12,2.说话之岛西部,考古团的痕迹
13,@12,展开搜索作战
14,@12,无血无泪
15,@12,追踪去向
16,@12,第三个结界
17,@12,不能错过
18,@12,那位
19,3.古鲁丁街道,紧急状况！
20,@19,反击作战！
21,@19,可疑的案件调查
22,@19,发现线索！
23,@19,寂寞的女人
24,@19,悲剧
25,@19,扫荡绑架犯！
26,@19,熟悉的面孔
27,@19,贪心鬼
28,@19,打一巴掌再给糖吃
29,4.古鲁丁平原,顺便赚钱
30,@29,遭到袭击的村庄
31,@29,脱逃！
32,@29,危机的第2小队
33,@29,分裂
34,@29,熟悉的物品
35,@29,那就对了！
36,@29,可预见的结果
37,@29,没时间了！
38,@29,古鲁丁的英雄
39,5.温达伍德庄园,失踪的士兵们
40,@39,救援作战
41,@39,再次集结
42,@39,废墟的决战
43,@39,水晶争夺战
44,@39,谜样的男子
45,@39,古代的恶魔
46,@39,温达伍德复仇战
47,@39,升起反击的信号吧
48,@39,决战
49,6.荒原,象牙塔魔法师
50,@49,贫困的魔法师
51,@49,揭开真相吧
52,@49,史坦瑞斯
53,@49,等待死去的他们
54,@49,特殊的行商人们
55,@49,转折点
56,@49,豺狼纷争
57,@49,镇压叛乱
58,@49,各自的苦衷
59,7.狄恩牧草地,兽人的袭击
60,@59,可疑的信
61,@59,蜥蜴人侵略
62,@59,失去记忆的少女
63,@59,往安全的地方
64,@59,找到艾利
65,@59,混乱的原因
66,@59,狄恩士兵们的斗争
67,@59,黑暗团体觊觎的东西
68,8.克鲁玛沼泽,扩散的蜘蛛们
69,@68,令人高兴的面孔
70,@68,沼泽的黑暗团体
71,@68,背信弃义！
72,@68,遭到袭击的研究员们
73,@68,找到钥匙
74,@68,往克鲁玛高塔
75,@68,陷阱
76,@68,可疑的猫
77,9.斗争的山峰,森林的猎人
78,@77,不速之客
79,@77,去塔诺族长那边
80,@77,@78
81,@77,光荣的塔诺
82,@77,正式作战
83,@77,公敌
84,@77,黑暗内的背后
85,10. 吶喊之地,为了离去的人们
86,@85,无限挑战
87,@85,熟悉的脸孔
88,@85,不能存在的物品
89,@85,酝酿的死亡
90,@85,无情的陷阱
91,@85,契约
92,@85,重新沈睡吧
93,@85,继续做生意
94,11. 奇岩自治区,生意是从销售开始
95,@94,猫的报恩
96,@94,寻找哥哥I
97,@94,寻找哥哥II
98,@94,哥肯的女王
99,@94,潘多拉的盒子
100,@94,被封印的过去
101,@94,隐蔽
102,@94,消失的使节团
103,@94,救出使节团
104,12. 死亡之雾海岸,潘的报酬
105,@104,消失的运输团
106,@104,破解真实
107,@104,求实派逃亡者
108,@104,重新装备
109,@104,外送物品
110,@104,克诺西斯的痕迹
111,@104,永远的睡眠
112,@104,研究将会持续下去
113,@104,暗黑的港口
114,@104,复活的海贼团
115,13. 恶魔岛,先遣队的去向
116,@115,异常行动
117,@115,回来的地方
118,@115,悲剧I
119,@115,海贼团的过去
120,@115,佛雷德利克的愤怒I
121,@115,悲剧II
122,@115,佛雷德利克的愤怒II
123,@115,悲报
124,14. 死亡小径,解救欧瑞使节团
125,@124,还不能死!
126,@124,守护之树
127,@124,过去的幽灵
128,@124,死去的回忆
129,@124,传递给未来的消息
130,@124,潘是潘
131,@124,监视者们
132,@124,灵魂之剑
133,@124,希望浮现
