Id,EffectTypeName
11011,
11021,
11031,
11041,
11051,
11061,
11062,共同击倒
12011,
12021,
12031,
12041,
12051,
12061,
12062,@11062
13011,
13021,
13031,
13041,
13051,
13061,
13062,@11062
14011,
14021,
14031,
14041,
14051,
14061,
14062,@11062
21011,
21021,
21031,
21041,
21051,
21061,
21062,@11062
22011,
22021,
22031,
22041,
22051,
22061,
22062,@11062
23011,
23021,
23031,
23041,
23051,
23061,
23062,@11062
24011,
24021,
24031,
24041,
24051,
24061,
24062,@11062
31011,
31021,
31031,
31041,
31051,
31061,
31071,
31081,
31082,@11062
32011,
32021,
32031,
32041,
32051,
32061,
32071,
32081,
32082,@11062
33011,
33021,
33031,
33041,
33051,
33061,
33071,
33081,
33082,@11062
34011,
34021,
34031,
34041,
34051,
34061,
34071,
34081,
34082,@11062
41011,
41021,
41031,
41041,
41051,
41061,
41062,@11062
42011,
42021,
42031,
42041,
42051,
42061,
42062,@11062
43011,
43021,
43031,
43041,
43051,
43061,
43062,@11062
44011,
44021,
44031,
44041,
44051,
44061,
44062,@11062
51011,
51021,
51031,
51041,
51042,@11062
52011,
52021,
52031,
52041,
52042,@11062
53011,
53021,
53031,
53041,
53042,@11062
54011,
54021,
54031,
54041,
54042,@11062
61011,
61021,
61031,
61041,
61042,@11062
62011,
62021,
62031,
62041,
62042,@11062
63011,
63021,
63031,
63041,
63042,@11062
64011,
64021,
64031,
64041,
64042,@11062
111111,
111121,
111123,@11062
111131,
111133,疾袭冲击：击倒
111211,
111221,
111223,@11062
111231,突袭斩
111234,共同晕眩
111241,能量箭
111242,@11062
111251,连环箭
111311,能量弹
111321,火焰狂袭
111331,狂风之击
121111,
121121,
121123,@11062
121131,
121133,@111133
121211,
121221,
121223,@11062
121231,@111231
121234,@111234
121241,@111241
121242,@11062
121251,@111251
121311,@111311
121321,@111321
121331,@111331
131111,
131121,
131123,@11062
131131,
131133,@111133
131211,
131221,
131223,@11062
131231,@111231
131234,@111234
131241,@111241
131242,@11062
131251,@111251
131311,@111311
131321,@111321
131331,@111331
141111,
141121,
141123,@11062
141131,
141133,@111133
141211,
141221,
141223,@11062
141231,@111231
141234,@111234
141241,@111241
141242,@11062
141251,@111251
141311,@111311
141321,@111321
141331,@111331
112111,猛击
112113,猛击：仇恨值
112114,@11062
112121,复仇
112124,复仇：固定目标
112125,@112124
112126,复仇：攻击力减少
112131,霸体：仇恨值增幅，物防/魔防增幅，回避减少
112211,
112214,@11062
112221,怒雷风暴
112231,大灭绝：大幅增加同时攻击
112311,攻击力
112313,砂云：盲目(减少命中)
112321,@112311
112323,晕眩
112331,速度激发：攻击速度增幅
112332,速度激发：回避增幅
112411,@112311
112412,击倒
112421,箭雨
112431,狙击：射程增加，攻击，命中增加，不可移动
112441,鹰眼：增加暴击，减少防御
112511,魔法阵‧爆炎
112521,火焰球
112531,魔力强化：大幅增加最大MP
112532,魔力强化：恢复MP
112611,神圣惩罚
112621,超治愈术
112622,@112621
122111,@112311
122113,裁决：固定目标
122114,@11062
122121,伊瓦斯格雷斯
122131,庇护之势：暂时无敌
122132,增益状态：移动速度增加
122211,波动冲击
122221,波动风暴
122231,战斗节奏：攻防增加
122241,猎人之歌：队伍暴击率
122311,
122313,移动速度减慢
122321,
122323,刀刃飓风：减少攻击速度
122331,普雷因沃克：大幅增加攻击速度，移动速度
122412,断魂箭
122413,@112323
122421,二连矢
122431,心眼：暴击率大增
122441,双倍移动加速：移动速度大幅增加
122511,冰锥术
122521,
122523,暴风雪：减速
122524,暴风雪：晕眩
122611,神圣之火
122613,@122611
122615,神圣之火：增加敌人所受伤害
122621,修复术
122631,精神恢复：队伍冷却时间减少
122632,精神恢复：减益效果解除
122641,防御队伍物理/魔法增益效果
132111,
132112,生命吸取：防御力减少，仇恨值
132113,吸血率
132121,@112311
132123,拉近
132125,灼蛇锁炼：晕眩
132126,灼蛇锁炼：免疫挑衅
132131,终极防御：物防魔防大幅增加，无法移动
132132,@132131
132211,
132213,@11062
132221,
132222,飓风风暴：减速
132223,飓风风暴：提高移动速度
132231,战士之舞：增加队伍物理攻击力
132241,愤怒之舞：增加队伍攻击速度
132311,要害刺击
132312,要害刺击：无视防御伤害
132313,要害刺击：出血额外伤害
132321,
132322,腥血之雨：出血
132323,腥血之雨：晕眩
132331,痛击之势：大幅增加暴击伤害
132332,痛击之势：暴击100%
132411,死之螯针
132421,晕眩箭
132422,@112323
132431,火速疾射：增加攻击速度，减少射程距离
132441,致命反击：大幅增加攻击力，减少回避
132511,黑暗气息
132521,腐化
132522,@132521
132531,魔法攻击力增幅：魔法攻击力大幅增加
132611,
132613,治愈术
132621,
132623,血腥暴怒：减速
132624,血腥暴怒：解除增益效果
132631,魔力催化：队伍魔法攻击力大幅增加
132632,@112621
132641,@112621
142111,
142113,猛推：减少防御力
142121,
142122,烈震闪：击倒
142123,@142122
142211,强力破击
142221,跳跃攻击：击倒
142223,@142221
142231,愤怒矮人：增加攻击，减少防御
142311,
142313,刀刃乱舞：减少致命抵抗
142321,
142322,五芒星耀：减少命中
142323,五芒星耀：沉默
142331,寻找金币：增加金币获得量
142411,爆射箭
142412,爆射箭：击倒
142413,爆射箭：持续伤害
142421,回避射击
142422,回避射击： 减速
142423,回避射击：射程增加
142511,
142513,@112323
142521,
142531,近身出击：大幅增加队伍普通攻击
142611,@132613
142612,圣恩加护：增加防御
142621,领域
142631,超级活力：增加队伍最大HP
210011,攻击力增加
211111,@210011
211121,减少伤害
211211,武器攻击力增加
