Id,Name,ControlText
1202,精灵废墟2楼,
1203,@1202,
1204,@1202,
1205,@1202,
1206,蚂蚁洞窟地下2楼,
1218,@1206,
1207,象牙塔1楼指引箭头,
1208,象牙塔3楼指引箭头,
1209,堵住象牙塔1楼对面的路,
1210,堵住象牙塔3楼对面的路,
1211,秘密森林上层指引箭头,
1212,秘密森林下层指引箭头 1,
1214,秘密森林狩猎场路障,
1215,@1214,
1216,格兰肯的圣所 : 象牙塔地下研究所,正在吸收格兰肯的力量
1217,格兰肯的圣所 : 秘密森林狩猎场,@1216
1219,克鲁玛高塔下层箭头,
1220,克鲁玛高塔上层箭头,
1221,札肯的幽灵船,
1222,@1221,
211010101,活动用克鲁玛高塔路障,
211010201,活动用克鲁玛高塔离开配件,正在操纵控制装置
82601,活动用克鲁玛高塔进入配件任务用,@211010201
82701,活动用克鲁玛高塔进入配件,@211010201
211010301,巨人的第一份研究资料,正在查看巨人的研究资料
211010401,巨人的第二份研究资料,@211010301
211010501,巨人的第三份研究资料,@211010301
211010601,巨人的第四份研究资料,@211010301
211010701,巨人宝箱,正在取出巨人宝箱
211010801,空荡荡的巨人的百宝箱,未看见箱子。
211010901,晕倒的哈汀,正在叫醒哈汀
211011001,精魄底面,
211011101,防御网解除装置1-激活,正在操纵电力装置……
211011201,防御网解除装置1-未激活,
211011301,防御网解除装置2-激活,@211011101
211011401,防御网解除装置2-未激活,
211011501,巨人的第五份研究资料,@211010301
211011601,巨人的第六份研究资料,@211010301
211011701,巨人的第七份研究资料,@211010301
211011801,巨人的第八份研究资料,@211010301
1958,圣所的墙壁,
1959,@1958,
1960,@1958,
1961,@1958,
1962,@1958,
1963,@1958,
1964,@1958,
1965,@1958,
1970,@1958,
1971,@1958,
1982,@1958,
2014,@1958,
2015,@1958,
2016,@1958,
2017,@1958,
2021,@1958,
2022,@1958,
2023,@1958,
2027,@1958,
2029,@1958,
2038,红色药草,正在采集红色药草
2039,蓝色药草,正在采集蓝色药草
2040,紫色药草,正在采集紫色药草
2041,黄色药草,正在采集黄色药草
2042,无名草,无名草采集中
2043,大型红色药草,正在采集大型红色药草
2044,大型蓝色药草,正在采集大型蓝色药草
2045,大型紫色药草,正在采集大型紫色药草
2046,大型黄色药草,正在采集大型黄色药草
2047,大型无名草,大型无名草采集中
2048,攻击力增加,攻击力小幅增加
2049,攻击速度增加,攻击速度小幅增加
2050,防御力上升,防御力小幅增加
2051,移动速度上升,移动速度小幅增加
2052,@2048,@2048
2054,@2049,@2049
2055,@2050,@2050
2057,@2051,@2051
2058,MaxHP增加,MaxHP小幅增加
2059,MaxMP增加,MaxMP小幅增加
2060,守护水晶,
2061,@2060,
2062,@2060,
2063,透明障壁,
2064,@2063,
2065,@2063,
2066,@2063,
2067,桥,
2068,@2067,
2069,克瑞索斯的金库墙壁,
2070,@2063,
2071,技能伤害增加,技能伤害小幅增加
2072,附近伤害光晕,获得附近伤害光晕
2073,水之水晶防护罩,水之水晶伤害免疫
2074,战士之队,队伍攻击力和防御力增加
2075,@2048,@2048
2076,@2049,@2049
2077,@2048,@2048
2078,@2049,@2049
2080,@2051,@2051
3001,HP回复,HP回复
3002,@2051,移动速度上升
3101,芙蕾雅雕像,芙蕾雅雕像刻印中
3102,@3001,@3001
3103,@3001,@3001
3104,@2051,@3002
3105,@2051,@3002
3106,芙蕾雅壁雕,
3107,@3106,
3501,混战圣所,吸收圣所力量中
7001,新手引导引导人：城门前,
7002,新手引导引导人：内城,
7003,新手引导引导人：起始点,
7010,路障装置：最初,
7011,路障装置：第1次护卫 / 战斗,
7012,路障装置：第2次护卫 / 战斗,
7013,路障装置：桥,
7014,@7013,
7015,@7013,
7016,@7013,
7017,路障装置：末路,
7018,@7017,
7019,路障装置：城门入口战斗,
7020,@7019,
7021,路障装置：守护塔,
7022,@7021,
30020101,血盟副本路障：精灵废墟,
30020301,血盟副本路障：蚂蚁洞窟,
30020302,@30020301,
30020501,血盟副本：克鲁玛核心支架,
30020502,血盟副本路障：克鲁玛核心,
10101,巨石棚碎片,拾取碎片中
10102,@10101,@10101
10103,@10101,@10101
10104,@10101,@10101
10105,@10101,@10101
10106,@10101,@10101
10107,@10101,@10101
10108,@10101,@10101
10109,@10101,@10101
10110,@10101,@10101
10111,@10101,@10101
10112,@10101,@10101
10113,@10101,@10101
10114,@10101,@10101
10115,@10101,@10101
10116,@10101,@10101
10117,@10101,@10101
10118,@10101,@10101
10119,@10101,@10101
10120,@10101,@10101
10121,@10101,@10101
10122,@10101,@10101
10123,@10101,@10101
10124,@10101,@10101
10125,@10101,@10101
10126,@10101,@10101
10127,@10101,@10101
10128,@10101,@10101
10129,@10101,@10101
10130,@10101,@10101
10131,@10101,@10101
10132,@10101,@10101
10133,@10101,@10101
10134,@10101,@10101
10135,@10101,@10101
10201,光线,
10202,@10201,
10301,火炉,正在烤蝙蝠
10401,猫草,正在拔猫草
10402,@10401,@10401
10403,@10401,@10401
10404,@10401,@10401
10405,@10401,@10401
10406,@10401,@10401
10407,@10401,@10401
10408,@10401,@10401
10409,@10401,@10401
10410,@10401,@10401
10411,@10401,@10401
10412,@10401,@10401
10413,@10401,@10401
10414,@10401,@10401
10415,@10401,@10401
10416,@10401,@10401
10417,@10401,@10401
10418,@10401,@10401
10419,@10401,@10401
10420,@10401,@10401
10421,@10401,@10401
10422,@10401,@10401
10423,@10401,@10401
10501,消失的遗物箱,正在调查箱子
10601,陌生的披风,正在调查披风
10701,佩勒奈的背包,正在调查背包
10901,被关的考古团,正在打开监狱大门
12401,@10901,@10901
12501,@10901,@10901
11101,铁牢,
11102,@11101,
11103,@11101,
11104,@11101,
11201,木材用树木,正在采集木材
11202,@11201,@11201
11203,@11201,@11201
11204,@11201,@11201
11205,@11201,@11201
11206,@11201,@11201
11207,@11201,@11201
11208,@11201,@11201
11209,@11201,@11201
11210,@11201,@11201
11211,@11201,@11201
11212,@11201,@11201
11301,被关的居民,@10901
12601,@11301,@10901
12701,@11301,@10901
11401,魔法结界石,正在解除结界石
11901,精灵的花冠,正在收拾精灵的花冠
12001,移动魔法石,正在使用魔法石
12101,补给品,正在收拾补给品
12301,@11101,
12302,@11101,
12303,@11101,
12304,@11101,
12305,@11101,
12801,讨伐队招募表,正在书写讨伐队招募表
12901,防具箱,正在收拾防具补给品
13001,散发恶臭的桶子,正在忍着臭味开启盖子
13101,空监牢,
13102,@13101,
13103,@13101,
13201,@13101,
13301,@13101,
13401,@13101,
13501,第5章用透明墙,
13502,@13501,
13601,第5章群众装置,
13701,第5章训练教官装置,
19401,路障装置,
19501,@19401,
19502,@19401,
19503,@19401,
19504,@19401,
19601,净化装置,正在启动净化装置
19701,@12001,@12001
19801,@19601,@19601
19901,@12001,@12001
20101,被遗弃的背包,正在调查被遗弃的背包
20102,@20101,@20101
20103,@20101,@20101
20104,@20101,@20101
20201,火炉,正在点火中
20301,不祥的披风,@20201
20401,@10201,
20402,@10201,
20501,堆栈的木材,确认木材中
21901,@20501,@20501
22001,@20501,@20501
20601,可疑的箱子,调查箱子中
20901,火种效果,
20902,@20901,
20903,@20901,
20904,@20901,
20905,火,
20906,@20905,
20907,@20905,
20908,@20905,
20909,@20905,
20910,@20905,
20911,@20905,
20912,@20905,
20913,@20905,
20914,@20905,
20916,@20905,
20917,@20905,
20918,@20905,
20919,@20905,
20920,@20905,
20921,@20905,
21001,魔物召唤石,正在解除魔物召唤石
21101,@21001,@21001
21201,精灵之花,正在采集精灵之花
21202,@21201,@21201
21203,@21201,@21201
21204,@21201,@21201
21205,@21201,@21201
21206,@21201,@21201
21207,@21201,@21201
21208,@21201,@21201
21209,@21201,@21201
21210,@21201,@21201
21301,考古团被关的监狱,@10901
21401,@21301,@10901
21501,@21301,@10901
21801,警卫队员的视线,正在火化尸体中
21802,@21801,@21801
21803,@21801,@21801
21804,@21801,@21801
21805,@21801,@21801
21806,@21801,@21801
21807,@21801,@21801
21808,@21801,@21801
21809,@21801,@21801
21810,@21801,@21801
29401,@11101,
29402,@11101,
29403,@11101,
29404,@11101,
29501,@11101,
29502,@11101,
29503,@11101,
29504,@11101,
29505,@11101,
29506,@11101,
29601,@19601,@19601
29701,@12001,@12001
29801,@19601,@19601
29901,@12001,@12001
30201,豺狼武器箱,正在寻找艾尔美的剑
30202,@30201,@30201
30203,@30201,@30201
30204,@30201,@30201
30301,掠夺品,正在回收掠夺品
30302,@30301,@30301
30303,@30301,@30301
30304,@30301,@30301
30305,@30301,@30301
30306,@30301,@30301
30307,@30301,@30301
30308,@30301,@30301
30401,可疑的掠夺品,正在调查掠夺品
30501,海盗船,
30601,翻覆的小船,
30701,被掳走的居民,@10901
32501,木材,正在回收木材
32502,@32501,@32501
32503,@32501,@32501
32504,@32501,@32501
32701,殷海萨的圣物,正在回收圣物
32801,腐坏的植物,正在调查腐坏的植物
32802,@32801,@32801
32803,@32801,@32801
32804,@32801,@32801
32901,老旧命令书,正在阅读命令书
33101,黑魔法师的釜,正在调查黑魔法师的大锅
33201,土堆,正在埋藏釜的内容物
33401,可疑的地下室门,正在开启地下室的门
33801,被掳走的杂货商,@10901
34001,被掳走的艾尔美,@10901
34201,栅栏,
34202,@34201,
34203,@34201,
34501,@2038,正在采集药草
34601,@2039,@34501
34701,@2041,@34501
34801,@2040,@34501
34901,@12001,@12001
35001,黑暗魔法阵,
35002,@35001,
35101,地下室监狱,
35102,@35101,
35201,居民的尸体,
35202,@35201,
35203,@35201,
35204,@35201,
35301,监狱,正在开启监狱
35401,空监狱,
35501,被撕开账簿的第84页,正在捡被撕开账簿的第84页…
35601,被撕开账簿的第7页,正在捡被撕开账簿的第7页…
35701,被撕开账簿的第31页,正在捡被撕开的账簿第31页…
40101,觉醒草,正在采集觉醒草
40102,@40101,@40101
40103,@40101,@40101
40104,@40101,@40101
40105,@40101,@40101
40106,@40101,@40101
40107,@40101,@40101
40108,@40101,@40101
40109,@40101,@40101
40110,@40101,@40101
40201,食人妖的监狱,@10901
40202,@40201,@10901
40203,@40201,@10901
40204,@40201,@10901
40205,@40201,@10901
40301,士兵的尸体,正在收拾尸体
40302,@40301,@40301
40303,@40301,@40301
40304,@40301,@40301
40305,@40301,@40301
40306,@40301,@40301
40307,@40301,@40301
40308,@40301,@40301
40309,@40301,@40301
40401,士兵的武器,正在回收武器
40402,@40401,@40401
40403,@40401,@40401
40404,@40401,@40401
40405,@40401,@40401
40406,@40401,@40401
40407,@40401,@40401
40408,@40401,@40401
40409,@40401,@40401
40601,@21001,正在破坏魔物召唤石
40701,@40301,@40301
40702,@40301,@40301
40703,@40301,@40301
40704,@40301,@40301
40705,@40301,@40301
40706,@40301,@40301
40707,@40301,@40301
40801,被掠夺的谷物,正在回收谷物中
40802,@40801,@40801
40803,@40801,@40801
40804,@40801,@40801
40805,@40801,@40801
40806,@40801,@40801
40901,黑魔法古书,正在调查书堆中
41001,蜥蜴人火堆,正在燃烧蜥蜴人的血
41101,@41001,@41001
41201,被掳走的老人,@10901
41301,被掳走的女人,@10901
41401,被掳走的孩子,@10901
41501,蜥蜴人图腾,@20201
41701,被关在监狱的士兵们,@10901
41801,被关在监狱的指挥官,@10901
41901,@12901,正在收集兽人的防具
41902,@12901,@41901
41903,@12901,@41901
41904,@12901,@41901
41905,@12901,@41901
41906,@12901,@41901
42201,被掳走的村庄居民,@10901
42301,被掳走的警卫弓兵,@10901
42401,@41501,@20201
42501,@21001,
42601,燃烧的蜥蜴人图腾,
43101,@42601,
42701,@12001,@12001
42801,大咒术士的火炉,正在燃烧队长的血
42901,@41701,@10901
43201,@12001,@12001
43301,伊丽莎白的保护网,
43302,@43301,
43303,@43301,
43304,@43301,
43401,大型空监狱,
43501,小型空监狱,
43601,@43401,
43801,副队长监狱,
50101,某人的血,
50102,@50101,
50103,@50101,
50104,@50101,
50105,@50101,
50106,@50101,
50107,@50101,
50301,被遗弃的井,正在取水..
50401,被禁锢的士兵,正在开启监狱..
50501,某种骨头,
50502,@50501,
50503,@50501,
50504,@50501,
50505,@50501,
50506,@50501,
50507,@50501,
50508,@50501,
50509,@50501,
50510,@50501,
50511,@50501,
50512,@13101,
50513,@13101,
50514,@13101,
50515,@50501,
50516,@50501,
50517,@50501,
50518,@50501,
50519,@50501,
50520,@50501,
50521,@50501,
50522,@50501,
50523,@50501,
50524,@50501,
50525,@35301,
50526,@35301,
50527,@50501,
50528,@50501,
50529,@50501,
50530,@50501,
50531,@50501,
50532,@50501,
50533,@13101,
50534,@13101,
50535,@13101,
50536,@50501,
50537,@50501,
50538,@50501,
50539,@50501,
50540,@50501,
50541,@50501,
50542,@50501,
50543,@50501,
50544,@50501,
50545,@50501,
50546,@50501,
50547,@50501,
50548,@50501,
50601,@40301,@21801
50602,@40301,@21801
50603,@40301,@21801
50604,@40301,@21801
50605,@40301,@21801
50606,@40301,@21801
50607,@40301,@21801
50608,@40301,@21801
50609,@40301,@21801
50610,@40301,@21801
50611,@40301,@21801
50612,@40301,@21801
50613,@40301,@21801
50614,@40301,@21801
50615,@40301,@21801
50616,@40301,@21801
50617,@40301,@21801
50618,@40301,@21801
50619,@40301,@21801
50620,@40301,@21801
50621,@40301,@21801
50622,@40301,@21801
50623,@40301,@21801
50624,@40301,@21801
50701,某人的装备,正在回收装备
50702,@50701,@50701
50703,@50701,@50701
50704,@50701,@50701
50801,被关的搜索队长,@10901
50901,搜索队员的尸体,正在回收遗物
50902,@50901,@50901
50903,@50901,@50901
50904,@50901,@50901
50905,@50901,@50901
51001,健全的精灵水晶,正在采集水晶
51002,@51001,@51001
51003,@51001,@51001
51004,@51001,@51001
51005,@51001,@51001
51006,@51001,@51001
51007,@51001,@51001
51008,@51001,@51001
51009,@51001,@51001
51010,@51001,@51001
51011,@51001,@51001
51012,@51001,@51001
51013,@51001,@51001
51014,@51001,@51001
51015,@51001,@51001
51101,盛装水晶的箱,@51001
51102,@51101,@51001
51103,@51101,@51001
51104,@51101,@51001
51201,堕落的精灵水晶,@51001
51202,@51201,@51001
51203,@51201,@51001
51204,@51201,@51001
51205,@51201,@51001
51301,@51201,@51001
51302,@51201,@51001
51303,@51201,@51001
51304,@51201,@51001
51305,@51201,@51001
51306,@51201,@51001
51307,@51201,@51001
51308,@51201,@51001
51309,@51201,@51001
51310,@51201,@51001
51311,@51201,@51001
51312,@51201,@51001
51401,谜样的男子,正在观察男子
51501,血光树木,正在确认树木
51601,四散的装备,正在确认书籍
51602,@51601,@51601
51603,@51601,@51601
51604,@51601,@51601
51605,@51601,@51601
51606,@51601,@51601
51607,@51601,@51601
51608,@51601,@51601
51609,@51601,@51601
51610,@51601,@51601
51611,@51601,@51601
51701,@12001,正在使用魔法石
51801,@50701,@50701
51802,@50701,@50701
51803,@50701,@50701
51804,@50701,@50701
51805,@50701,@50701
51806,@50701,@50701
51807,@50701,@50701
51808,@50701,@50701
51809,@50701,@50701
51810,@50701,@50701
51811,@50701,@50701
51812,@50701,@50701
51901,武器箱,正在破坏装备
51902,@51901,@51901
51903,@51901,@51901
51904,@51901,@51901
51905,@51901,@51901
51906,@51901,@51901
51907,@51901,@51901
51908,@51901,@51901
52001,@35301,@10901
52002,@35301,@10901
52003,@35301,@10901
52004,@35301,@10901
52005,@35301,@10901
52006,@35301,@10901
52007,@35301,@10901
52008,@35301,@10901
52009,@35301,@10901
52010,@35301,@10901
52011,@35301,@10901
52012,@35301,@10901
52013,@35301,@10901
52101,@12001,@51701
52201,@13101,正在确认监狱
52301,@13101,@52201
52501,@13101,@52201
52502,@13101,@52201
52503,@13101,@52201
52504,@13101,@52201
52601,@13101,@52201
52602,@13101,@52201
52603,@13101,@52201
52801,@33101,正在破坏釜
52901,@33101,@52801
53001,@33101,@52801
53101,兽人烽火,正在破坏烽火
53201,@51101,
53202,@51101,
53501,贝帕勒召唤石,
53502,贝帕勒魔法阵,
54001,哈汀魔法阵,
54101,@10201,
54201,马孟魔法阵,
54301,方块,
54302,@54301,
54303,@54301,
54304,@54301,
54601,被抓的信徒,正在释放信徒
54801,库冯的魔法阵,
54901,倒地的法特与魔法阵,
55001,桃乐丝在寻找的宝物,正在开启宝箱
55101,被绑架的村庄居民,正在开启监狱
55201,巴洛被掠夺的行囊,正在收拾行囊
55301,巨大的精灵水晶,正在收集精灵的水晶
55401,精灵的遗物,正在收集遗物
55501,被监禁的村庄居民,@55101
55601,监狱方块,
55602,@55601,
55603,@55601,
55604,@55601,
55605,@55601,
55606,@55601,
55607,@55601,
60101,魔法师的痕迹,正在寻找痕迹
60201,装了黑魔法的背包,正在收集背包
