Id,SpotName,SpotTitle,Desc
1,古鲁丁街道要塞,,
2,古鲁丁平原要塞,,
3,温达伍德庄园要塞,,
4,荒原要塞,,
5,狄恩牧草地要塞,,
6,克鲁玛沼泽要塞,,
7,斗争的山峰要塞,,
8,吶喊之地要塞,,
9,奇岩自治区要塞,,
10,死亡之雾海岸要塞,,
11,恶魔岛要塞,,
12,死亡小径要塞,,
13,龙之谷要塞,,
14,北风高原要塞,,
15,时间冻结之地要塞,,
16,象牙塔自治区要塞,,
17,巨石棚废墟要塞,,
18,崩坏的胜利之地要塞,,
19,战胜纪念塔要塞,,
20,临时防御基地要塞,,
21,风之森林要塞,,
22,留下的精灵森林要塞,,
23,西部边境哨所要塞,,
24,精灵废墟要塞,,
101,说话之岛港口,说话之岛港口,
102,崩坏的胜利之地,崩坏的胜利之地,
197,说话之岛村庄,说话之岛村庄,
201,西部边境哨所,西部边境哨所,
202,残留的精灵森林,残留的精灵森林,
301,风车的平原,风车的平原,
302,沉默的墓地,沉默的墓地,
303,掠夺者巢穴,掠夺者巢穴,
397,古鲁丁村庄,古鲁丁村庄,
398,@1,古鲁丁街道要塞,
401,遭到掠夺的农耕地,遭到掠夺的农耕地,
402,魔物扫荡指挥所,魔物扫荡指挥所,
403,雄性蜥蜴人栖息地,雄性蜥蜴人栖息地,
404,土瑞克兽人野营地,土瑞克兽人野营地,
497,古鲁丁城村庄,古鲁丁城村庄,
498,@2,古鲁丁平原要塞,
499,古鲁丁城,古鲁丁城,
501,温达伍德废墟,温达伍德废墟,
502,激战地,激战地,
503,堕落的精灵圣所,堕落的精灵圣所,
504,土瑞克兽人兵营,土瑞克兽人兵营,
598,@3,温达伍德庄园要塞,
601,尘风峡谷,尘风峡谷,
602,不毛之地,不毛之地,
603,赤岩山脉,赤岩棱线,
697,史坦瑞斯兵营,史坦瑞斯兵营,
698,@4,荒原要塞,
701,伐木地,伐木地,
702,开垦地,开垦地,
703,狄恩城外围,狄恩城外围,
704,牧草地,牧草地,
797,狄恩城村庄,狄恩城村庄,
798,@5,狄恩牧草地要塞,
799,狄恩城,狄恩城,
801,阴森之地,阴森之地,
802,克鲁玛沼泽入口,克鲁玛沼泽入口,
803,克鲁玛沼泽,克鲁玛沼泽,
897,遗迹调查团帐篷,遗迹调查团帐篷,
898,@6,克鲁玛沼泽要塞,
901,寂静的森林,寂静的森林,
902,塔诺基地入口,塔诺基地入口,
903,塔诺基地内部,塔诺基地内部,
904,豺狼据点,豺狼据点,
998,@7,斗争的山峰要塞,
1001,曼陀罗草栽培地,曼陀罗草栽培地,
1002,刑场,刑场,
1003,苦痛的城堡入口,苦痛的城堡入口,
1004,苦痛的城堡内部,苦痛的城堡内部,
1098,@8,吶喊之地要塞,
1101,奇岩自治区入口,奇岩自治区入口,
1102,哥肯的花园,哥肯的花园,
1103,歌唱森林,歌唱森林,
1104,朗克蜥蜴人兵营,朗克蜥蜴人兵营,
1197,奇岩城村庄,奇岩城村庄,
1198,@9,奇岩自治区要塞,
1199,奇岩城,奇岩城,
1201,贸易路,贸易路,
1202,浓雾森林,浓雾森林,
1203,奇岩港口,奇岩港口,
1297,@897,@897,
1298,@10,死亡之雾海岸要塞,
1301,恶魔岛临时港口,恶魔岛临时港口,
1302,受诅咒的黄金洞穴,受诅咒的黄金洞穴,
1303,札肯的幽灵船港口,札肯的幽灵船港口,
1398,@11,恶魔岛要塞,
1401,布赖卡巢穴,布赖卡巢穴,
1403,死亡峡谷岔路,死亡峡谷岔路,
1404,龙之坟墓,龙之坟墓,
1405,死亡回廊,死亡回廊,
1402,死亡峡谷入口,死亡峡谷入口,
1406,濒临死亡边缘,濒临死亡边缘,
1498,@12,死亡小径要塞,
1501,猎人之谷,猎人之谷,
1503,提玛克前哨基地,提玛克前哨基地,
1502,猎人野营地,猎人野营地,
1597,欧瑞城村庄,欧瑞城村庄,
1598,@14,北风高原要塞,
1599,欧瑞城,欧瑞城,
1601,崩塌的结界,崩塌的结界,
1602,孢子之海,孢子之海,
1603,魔女的森林,魔女的森林,
1697,装置管制区,装置管制区,
1698,@15,时间冻结之地要塞,
1701,无法者的森林,无法者的森林,
1702,魔道的森林,魔道的森林,
1703,象牙塔喷火口,象牙塔喷火口,
1798,@16,象牙塔自治区要塞,
1801,龙之谷要塞入口,龙之谷要塞入口,
1802,龙族之地,龙族之地,
1803,邪恶裂缝,邪恶裂缝,
1898,@13,龙之谷要塞,
10000,下巨人的实验室,下巨人的实验室,
10001,@10000,@10000,
10002,@10000,@10000,
10003,殷海萨的空间,神的礼物,
10004,格兰肯的空间,@10003,
20001,精灵废墟地下1楼,精灵废墟地下1楼,
20101,精灵废墟地下2楼,精灵废墟地下2楼,
20201,蚂蚁洞窟地下1楼,蚂蚁洞窟地下1楼,
20301,蚂蚁洞窟地下2楼,蚂蚁洞窟地下2楼,
20401,克鲁玛高塔2楼,克鲁玛高塔2楼,
20501,克鲁玛高塔3楼,克鲁玛高塔3楼,
