Id,ContentsDesc,Name
1,用各种方法提升装备的性能。,铁匠铺
2,在武器上赋予精灵之力并施予强大攻击。,灵魂弹
3,,副本
4,依照星期别可遇见各首领和奖励的副本。,每日副本
5,在亚丁进行的冒险越多，就能获得越多的奖励。,成就
6,,好友
8,每日至少可获得A等级以上装备或是研磨剂。,高级装备养成宝箱
10,与亚丁里的各个冒险家们较量实力。,竞技场
11,,排名
12,通过两个装备的合成，可以获得高一阶级的装备。,合成
13,使用强化卷轴就能提升装备的性能。,强化
14,,血盟
15,在永无止尽的高塔里进行挑战，测试自己的极限。,傲慢之塔
16,使用魔纹碎片进行魔纹刻印，即可永久地提升自身属性。,符文刻印
17,保持装备的外型和设定，并提升阶级。,进阶
18,,今日活动
19,,每日任务
20,,每周任务
21,在装备上镶嵌蕴含灵魂的宝石，就能得到特殊能力。,搜魂石
22,挑战危险的副本，但可获得很好的奖励。,菁英副本
23,,精灵废墟1楼
24,收集怪物的核心，可得到各种奖励。,怪物图鉴
25,虽然取得不易，但可使用强力的技能。,稀有技能
27,,交易所
28,服用灵药后，可永久提升自己的能力。,灵药
29,可以采集到制作灵药时所需的药草。,采集副本
30,自动搜寻角色周围的敌人并进行战斗。,自动战斗
40,称号,称号
101,,每日副本(普通)
102,,精灵废墟2楼
103,,转职
104,,每日副本(困难)
105,,蚂蚁洞窟地下1楼
106,,蚂蚁洞窟地下2楼
107,,每日副本(地狱)
108,,克鲁玛高塔2楼
109,,克鲁玛高塔3楼
110,,象牙塔地下1楼
111,,象牙塔地下2楼
112,消灭蜂拥而来的怪物，获得大量的经验值。,经验值副本
113,消灭守护黄金的龙，获得大量的金币。,金币副本
114,保护神殿防止怪物袭击，就能获得装备。,装备副本
115,,召唤石副本
116,,巴勒凯伦血盟副本
117,,巨蚁女王血盟副本
118,,要塞战
119,,攻城战
120,让技能的等级提升，就能获得更强大的效果。,提升技能等级
121,请破坏怪物守护的次元之门。,洗炼石副本
122,,背包
123,,克鲁玛核心
126,,据点
127,,象牙塔地下3楼
129,,宠物
130,,名誉战场
131,,古代战场
132,,秘密树林上层
133,,象牙塔地下研究所
134,,秘密树林下层
135,,秘密树林屠杀者
137,,披风
138,,自由要塞战
10000,无法使用该功能,角色
10003,@10000,职业
10006,@10000,工房
10007,@10000,任务
10008,@10000,@18
10011,@10000,@40
10012,@10000,活动
10013,@10000,休息奖励
10014,@10000,登录奖励
10015,@10000,攻城战庆典
10016,@10000,网页活动
10017,@10000,普通商店
10018,@10000,钻石商店
10019,@10000,组合包商店
10021,@10000,战场
10022,@10000,@14
10023,@10000,血盟副本
10029,@10000,出售道具
10030,@10000,使用道具
10031,@10000,移动道具
10032,@10000,技能书
10034,@10000,坐骑装备升级
10035,@10000,召唤坐骑
10036,@10000,坐骑升级
10037,@10000,属性情报
10038,@10000,论坛
10039,@10000,强化坐骑
20001,,疯狂祭坛
20002,,血腥女爵卧室
401,@10000,精英商店
10040,@10000,备选账号
301,,@122
303,,@122
30000,,卷轴任务
30102,召唤地区怪物获得精魄,怪物召唤石 - 古鲁丁
30103,召唤地区怪物获得精魄,怪物召唤石 - 狄恩
30104,召唤地区怪物获得精魄,怪物召唤石 - 奇岩
