Key,Value
GuildWarehouseRecordSiegeWarReward,攻城战奖励
GuildWarehouseRecordSiegeWarBidding,攻城战投标
GuildWarehouseRecordFortressWarReward,要塞战奖励
GuildWarehouseRecordFortressWarBidding,要塞战投标
GuildWarehouseRecordCommission,征税
GuildWarehouseRecordMarketBuy,商店购买
SystemMailName,系统
SystemMessageKickOutFromGM,服务器被重置，请重新启动游戏。
SystemMessageLogOut,游戏即将结束
CastleSiegeFestivalCouponResetNotify,已重置攻城战庆典券
MailTitleCheat,指定
MailTitleTutorialReward,新手引导
MailTitleGuideQuestReward,佣兵团的旅程奖励
MailTitleShopGachaItem,商店召唤箱道具
MailTitleDungeonReward,副本奖励
MailTitlePvpHonorPointReward,竞技场名誉奖励
MailTitlePvpFirstRankReward,竞技场最初排名达成奖励
MailTitlePvpRankingReward,竞技场排名奖励
MailTitleCastleSiegeBegin,开始攻城战
MailTitleCastleSiegeLoseReward,攻城战战败奖励
MailTitleCastleSiegeWinReward,攻城战胜利奖励
MailTitleFortressSiegeLoseReward,要塞战战败奖励
MailTitleFortressSiegeWinReward,要塞战胜利奖励
MailTitleFortressSiegeDrawReward,要塞战平手奖励
MailTitleAuctionHouseBuy,交易所购买
MailTitleAuctionHouseSellFailed,交易所流标
MailTitleAuctionHouseSellingCancel,交易所购买取消
MailTitleConnectDailyReward,每日在线奖励
MailTitleConnectWeeklyReward,每周登录奖励
MailTitleConnectMonthlyReward,每月登录奖励
MailTitleGuildAchievementReward,血盟成就奖励
MailTitleGuildMarketBuy,血盟商店购买
MailTitleGuildMarketGiftBuy,[Player]已送出礼物
MailTitleGuildWarehouseGrant,血盟奖励
MailTitleAchievementReward,成就奖励
MailTitlePeriodAchievementReward,期限成就奖励
MailTitleFriendGreet,好友问候
MailTitleBagIsFull,背包达上限
MailTitleDailyActivityReward,今日活动奖励
MailTitleInstantCompleteReward,奖励回收道具
MailTitleMissionDailyReward,每日任务奖励
MailTitleMissionWeeklyReward,每周任务奖励
MailTitleShopReward,储值/消耗奖励
MailTitleSupriseBox,开启惊喜箱
MailTitleEvent,活动奖励
MailTitleEventDice,骰子活动奖励
MailTitleEventDiceComplete,骰子活动全程完成奖励
MailTitleCastleSiegeFestivalWin,攻城战庆典胜利血盟预测成功
MailTitleCastleSiegeFestivalLose,攻城战庆典胜利血盟预测失败
MailTitleItemEnchantFailReward,强化失败奖励
MailTitleAccountLevelReward,服务器等级达成活动奖励
MailContentCheat,[Item]
MailContentTutorialReward,做为新手引导奖励的[Item]{[Item]|}到啰！
MailContentGuideQuestReward,@MailContentCheat
MailContentShopGachaItem,此为通过商店召唤箱获得的道具。(背包已满)
MailContentDungeonReward,副本奖励获得的道具。
MailContentPvpHonorPointReward,@MailContentCheat
MailContentPvpFirstRankReward,@MailContentCheat
MailContentPvpRankingReward,@MailContentCheat
MailContentCastleSiegeBegin,@MailContentCheat
MailContentCastleSiegeLoseReward,@MailContentCheat
MailContentCastleSiegeWinReward,@MailContentCheat
MailContentFortressSiegeLoseReward,@MailContentCheat
MailContentFortressSiegeWinReward,@MailContentCheat
MailContentAuctionHouseBuy,请确认在交易所里购买的道具。
MailContentAuctionHouseSellFailed,交易所里流标的道具。
MailContentAuctionHouseSellingCancel,已在交易所里取消出售的道具。
MailContentConnectDailyReward,获得了登录[Item]{[Item]|}
MailContentConnectWeeklyReward,已联机[Day]天，获得[Item]{[Item]|} 。
MailContentConnectMonthlyReward,@MailContentConnectWeeklyReward
MailContentGuildAchievementReward,@MailContentCheat
MailContentGuildMarketBuy,@MailTitleGuildMarketBuy
MailContentGuildMarketGiftBuy,[RewardName]
MailContentGuildWarehouseGrant,已从血盟里收到奖励。
MailContentAchievementReward,@MailContentCheat
MailContentPeriodAchievementReward,@MailContentCheat
MailContentFriendGreet,@MailContentCheat
MailContentBagIsFull,@MailContentCheat
MailContentDailyActivityReward,@MailContentCheat
MailContentInstantCompleteReward,@MailContentCheat
MailContentMissionDailyReward,@MailContentCheat
MailContentMissionWeeklyReward,@MailContentCheat
MailContentShopReward,@MailContentCheat
MailContentSupriseBox,@MailContentCheat
MailContentEvent,@MailContentCheat
MailContentEventDice,@MailContentCheat
MailContentEventDiceComplete,@MailContentCheat
MailContentCastleSiegeFestivalWin,@MailContentCheat
MailContentCastleSiegeFestivalLose,@MailContentCheat
MailContentItemEnchantFailReward,@MailContentCheat
