Id,Description
1,设定分辨率。选择低性能时，游戏可能会更流畅。
2,设定画面上可视距离。选择低性能时，游戏可能会更流畅。
3,柔和处理边缘。选择低性能时，物体会显得粗糙，但游戏流畅性可能会提升
4,设定材质表现。选择低性能时，游戏可能会更流畅。
5,设定阴影品质。选择高级时，游戏画面品质会更高。
6,设定画面垂直同步。开启选项即显现更加柔和的图像。
7,@5
8,设定材质的质量。选择低性能时，游戏可能会更流畅。
9,材质LOD等级
10,设定分辨率比例
11,只执行一次Prepass
12,选择只显示到自己的影子
13,设定画面的帧速
14,设定有关使用APU的图像质量
15,设定有关使用内存的图像质量
16,设定声道的质量
17,设定效果音标示的对象
18,设置其他玩家昵称标签预览信息。
19,决定画面上显示的人数上限
20,决定画面上标示的装备水平
21,设置披风显示目标。
22,"决定强化广播(强化成功,强化失败)的功率水平。"
23,调整音响最大音量
24,调整背景音乐的音量
25,调整效果音的音量
26,调整配音员的音量
27,开启震动反馈后关闭
28,将手机调整为自动关闭
29,设定自动播放语音聊天
30,可开启或关闭游戏内的所有通知
31,接收游戏传送的通知
32,接收游戏传送的公告通知
33,关闭该选项，在晚9点至次日早8点期间将无法接收消息。
34,关闭该选项，不使用弹窗提醒（重要提醒除外）。
35,关闭该选项，不使用1:1聊天弹窗提醒。
36,关闭该选项，不使用血盟聊天弹窗提醒。
37,关闭该选项，不使用队伍聊天弹窗提醒。
44,设定要自动使用HP药水的角色HP
45,设定要自动使用MP药水的角色MP
46,设定HP降至几%以下时是否要自动使用治愈技能
47,设定自动使用HP药水时要先使用哪个阶级的药水
48,设定自动使用MP药水时要先使用哪个阶级的药水
49,显示我的普通攻击范围
50,设定自动战斗时角色移动的范围
51,设定要获得之装备道具的最低阶级
52,显示出当前玩家选择的目标所注视的目标。
53,以多种方法显示出目标体力。
54,自动战斗时若遇到菁英级以上的怪物即躲避至他处
55,只会捡取该阶级以上的道具，不会获得低于此阶级的道具
56,
57,
58,
59,设置虚拟操纵杆的操控领域是否为固定领域
60,该功能可将聊天消息翻译为游戏中使用的语言
61,该功能可设置是否要翻译聊天消息
62,@61
63,@61
64,@61
65,@61
66,@61
67,@61
68,@61
69,@61
70,@61
71,@61
