Id,Title,Name
19,,恢复之泉
31,,红队西边防御塔
32,,红队东边防御塔
33,,红队圣物防御塔
34,,蓝队西边防御塔
35,,蓝队东边防御塔
36,,蓝队圣物防御塔
20,,@19
37,,@31
38,,@32
39,,@33
40,,@34
41,,@35
42,,@36
43,,修改职业变更
44,,@43
45,,风之祭坛
46,,石之祭坛
101,,中央攻城基地
102,,东边攻城基地
103,,西边攻城基地
104,,中央外城门
105,,东边外城门
106,,西边外城门
107,,正门左侧防御塔
108,,正门右侧防御塔
109,,谒見室门左侧防御塔
110,,谒見室门右侧防御塔
115,,火之门左侧防御塔
116,,火之门右侧防御塔
117,,水之门左侧防御塔
118,,水之门右侧防御塔
119,,圣物房门左侧防御塔
120,,圣物房门右侧防御塔
121,,圣物左侧防御塔
122,,圣物右侧防御塔
123,,左侧陷阱
124,,右侧陷阱
201,任务管理者,罗伊德
202,遗物管理者,佩勒奈
203,药水管理者,杰基
204,宴会管理员,埃玛
205,杂货商,潘
211,,凝聚水晶
212,,壁炉
301,,绿色拉泰尔洛柏斯特
302,,银色拉泰尔洛柏斯特
303,,金色拉泰尔洛柏斯特
304,,曼陀罗草
305,,庭院守护者
401,账号仓库管理员,尼格尔
402,银色佣兵团,艾美尔
403,@205,@205
404,,银色佣兵团员
405,,玛格纳丁警卫兵
406,铁匠,莫巴特
407,,看客
408,,@407
409,卷轴商人,维尔利斯
410,,新人魔法师
411,图书管理员,破除者
412,,读书人
413,,@412
414,面包师,布莱曼
415,,面包师的孩子
416,,饥饿的孩子
417,,无聊的孩子
418,武器商人,冯迪亚克
419,,冒险家
420,,@419
421,渔具商人,泰格玛
422,,渔夫
423,,魔法师
424,宠物管理员,丘比
425,,年轻的贵妇人
426,,好奇心旺盛的孩子
427,,罗米
428,,朱莉
429,,老人
430,,兴致勃勃的孩子
431,,小鬼头
432,,小黑熊
433,,探险家
434,BBQ商人,马杜卡
435,,利艾
436,,米欧
437,,佣兵团干部
438,,劳工
439,吟游诗人,阿西兰
440,传送口,@409
441,银色佣兵团首脑,哈汀
442,@402,泰奥多勒
443,猫咪商团主人,潘丽西亚
444,@402,拉塞尔
445,向导,查乌
446,@445,林西娅
447,@445,赛坎
