Id,Name,Desc
1,探索精灵废墟地下1楼,消灭{TaskCount}只莱肯
2,@1,@1
3,@1,@1
4,@1,消灭{TaskCount}只死亡莫杜斯
5,@1,@4
6,@1,@4
7,@1,消灭可怕之翼{TaskCount}次
8,@1,消灭卢卡温{TaskCount}次
9,@1,消灭瑞克妮{TaskCount}次
10,@1,获得怪物核心{TaskCount}个
11,@1,@10
12,@1,消灭副本怪物{TaskCount}只
13,@1,@12
14,探索精灵废墟地下2楼,消灭史巴托狂战士{TaskCount}只
15,@14,消灭史巴托斥候{TaskCount}只
16,@14,消灭废墟钢铁蜘蛛{TaskCount}只
17,@14,消灭废墟长齿蜘蛛{TaskCount}只
18,@14,消灭史巴托追捕者{TaskCount}只
19,@14,消灭史巴托袭击者{TaskCount}只
20,@14,@14
21,@14,@15
22,@14,@16
23,@14,@17
24,@14,@18
25,@14,@19
26,@14,消灭玛尼亚科斯{TaskCount}次
27,@14,消灭毕拉斯{TaskCount}次
28,@14,消灭死亡检察官{TaskCount}次
29,@14,消灭尼克鲁斯{TaskCount}次
30,@14,@10
31,@14,@10
32,@14,@10
33,@14,@12
34,@14,@12
35,@14,@12
36,探索蚂蚁洞窟地下1楼,消灭兵蚁幼虫{TaskCount}只
37,@36,消灭工蚁幼虫{TaskCount}只
38,@36,消灭工蚁{TaskCount}只
39,@36,消灭兵蚁{TaskCount}只
40,@36,@36
41,@36,@37
42,@36,@38
43,@36,消灭里柏{TaskCount}次
44,@36,消灭蚂蚁洞窟监督官{TaskCount}次
45,@36,@10
46,@36,@10
47,@36,@10
48,@36,@12
49,@36,@12
50,@36,@12
51,探索蚂蚁洞窟地下2楼,消灭幼蚁{TaskCount}只
52,@51,消灭工蚁监督{TaskCount}只
53,@51,消灭兵蚁新兵{TaskCount}只
54,@51,@51
55,@51,@52
56,@51,@53
57,@51,消灭蚂蚁洞窟亲卫队长{TaskCount}次
58,@51,消灭产卵地管理者{TaskCount}次
59,@51,@10
60,@51,@10
61,@51,@10
62,@51,@12
63,@51,@12
64,@51,@12
65,探索克鲁玛高塔2楼,消灭莫勒戴欧的部下{TaskCount}只
66,@65,消灭艾斯库洛{TaskCount}只
67,@65,消灭破塔{TaskCount}只
68,@65,消灭高级艾斯库洛{TaskCount}只
69,@65,消灭莫勒戴欧的亲卫队{TaskCount}只
70,@65,消灭凝聚的破塔{TaskCount}只
71,@65,消灭米斯提{TaskCount}次
72,@65,消灭斯泰雷欧斯{TaskCount}次
73,@65,消灭莫勒戴欧大师{TaskCount}次
74,@65,消灭赛勒弗普因{TaskCount}次
75,@65,@10
76,@65,@10
77,@65,@10
78,@65,@10
79,@65,@10
80,@65,@10
81,@65,@12
82,@65,@12
83,@65,@12
84,@65,@12
85,@65,@12
86,@65,@12
87,探索克鲁玛高塔3楼,消灭瓦里达斯警卫弓兵{TaskCount}只
88,@87,消灭瓦里达斯斥候{TaskCount}只
89,@87,消灭估瑟托斯基座{TaskCount}只
90,@87,消灭库辛基座{TaskCount}只
91,@87,消灭梅弗尔德{TaskCount}只
92,@87,@87
93,@87,@88
94,@87,@89
95,@87,@90
96,@87,@91
97,@87,消灭葛拉裘{TaskCount}次
98,@87,消灭尤里乌斯{TaskCount}次
99,@87,消灭玛格那斯{TaskCount}次
100,@87,@10
101,@87,@10
102,@87,@10
103,@87,@12
104,@87,@12
105,@87,@12
107,探索象牙塔地下1楼,消灭尖刺迪克尔{TaskCount}只
108,@107,消灭被污染的蘑菇{TaskCount}只
109,@107,@107
110,@107,@108
111,@107,消灭莫辛普{TaskCount}次
112,@107,消灭柯鲁皮欧{TaskCount}次
113,@107,消灭普雷多{TaskCount}次
114,@107,@10
115,@107,@10
116,@107,@10
117,@107,@12
118,@107,@12
119,@107,@12
120,探索象牙塔地下2楼,消灭沼泽梅杜莎{TaskCount}只
121,@120,消灭洞穴梅杜莎{TaskCount}只
122,@120,消灭司塔卡拓士兵{TaskCount}只
123,@120,消灭司塔卡拓骑兵{TaskCount}只
124,@120,@120
125,@120,@121
126,@120,@122
127,@120,@123
128,@120,消灭秃鹫{TaskCount}次
129,@120,消灭格鲁古{TaskCount}次
130,@120,消灭莫鲁皮斯{TaskCount}次
131,@120,@10
132,@120,@10
133,@120,@10
134,@120,@12
135,@120,@12
136,探索象牙塔地下3楼,消灭骷髅突击兵{TaskCount}只
137,@136,消灭黑之圣歌团灵魂普伊玛{TaskCount}只
138,@136,消灭黑之圣歌团黑暗普伊玛{TaskCount}只
139,@136,@136
140,@136,@137
141,@136,@138
142,@136,消灭骷髅追击者{TaskCount}次
143,@136,消灭克利亚泰斯{TaskCount}次
144,@136,消灭沙尘暴{TaskCount}次
145,@136,@10
146,@136,@10
147,@136,@10
148,@136,@12
149,@136,@12
150,象牙塔地下研究所攻略,消灭{TaskCount}只扭曲实验体
151,@150,消灭{TaskCount}只失控高仑
152,@150,消灭{TaskCount}只束缚实验体
153,@150,消灭{TaskCount}只故障机械高仑
154,@150,消灭{TaskCount}个失眠学徒
155,@150,消灭{TaskCount}个失眠魔法师
156,@150,消灭{TaskCount}个黑暗教廷调查者
157,@150,消灭{TaskCount}个黑暗教廷守护者
158,@150,消灭{TaskCount}个黑暗教廷研究员
159,@150,消灭{TaskCount}个扭曲助手
160,@150,消灭{TaskCount}只地底蜥蜴
161,@150,消灭阿道夫{TaskCount}次
162,@150,消灭葛诺思{TaskCount}次
163,@150,消灭亚历山大{TaskCount}次
164,@150,消灭特拉索斯{TaskCount}次
165,@150,消灭芭芭拉{TaskCount}次
166,@150,消灭阿摩司{TaskCount}次
167,@150,消灭恩格莱玛{TaskCount}次
168,@150,消灭克劳德{TaskCount}次
169,@150,消灭索普斯{TaskCount}次
170,@150,消灭艾德文{TaskCount}次
171,@150,消灭爱纳斯{TaskCount}次
172,@150,@10
173,@150,@10
174,@150,@10
175,@150,@10
176,@150,@10
177,@150,@10
178,@150,@10
179,@150,@10
180,@150,@10
181,@150,@10
182,@150,@10
184,@150,@12
185,@150,@12
186,@150,@12
187,@150,@12
188,@150,@12
189,@150,@12
190,@150,@12
191,@150,@12
192,@150,@12
193,@150,@12
194,@150,@12
195,秘密森林上层攻略,消灭{TaskCount}只丛林之格兰岱尔
196,@195,消灭{TaskCount}只毒性阿特罗斯
197,@195,消灭{TaskCount}只秘密之监视者
198,@195,消灭{TaskCount}只丛林之监视者
199,@195,@195
200,@195,@196
201,@195,@197
202,@195,@198
203,@195,消灭阿尔戈斯{TaskCount}次
204,@195,消灭海里沙{TaskCount}次
205,@195,消灭思灵{TaskCount}次
206,@195,@10
207,@195,@10
208,@195,@10
209,@195,@12
210,@195,@12
211,秘密森林下层攻略,消灭{TaskCount}只宁芙砍杀者
212,@211,消灭{TaskCount}只宁芙复仇者
213,@211,消灭{TaskCount}只秘密之魅魔
214,@211,消灭{TaskCount}只巴努克
215,@211,@211
216,@211,@212
217,@211,@213
218,@211,@214
219,@211,消灭凯伊林{TaskCount}次
220,@211,消灭贝尔罗斯{TaskCount}次
221,@211,消灭维洛斯{TaskCount}次
222,@211,@10
223,@211,@10
224,@211,@10
225,@211,@12
226,@211,@12
227,秘密森林狩猎场攻略,消灭{TaskCount}只迷路的蜥蜴人斗士
228,@227,消灭{TaskCount}只迷路的蜥蜴人战士
229,@227,消灭{TaskCount}只食人丛林蜘蛛
230,@227,消灭{TaskCount}只被激怒的小柳树精
231,@227,消灭菲德丝{TaskCount}次
232,@227,消灭阿贝图拉{TaskCount}次
233,@227,消灭加里{TaskCount}次
234,@227,消灭埃尔凯{TaskCount}次
235,@227,@10
236,@227,@10
237,@227,@10
238,@227,@10
239,@227,@12
240,@227,@12
241,@227,@12
242,@227,@12
