Id,RunePage,Group,RuneNumber,RuneLevel,EffectGroupId,EffectType1,EffectType2,EffectParam,CostAdena,CostRunePiece,StampProbability,RunePosX,RunePosY,TexturePath,TextureFramePath,RuneType
1000001,1,0,1,0,,84,246,0,0,0,0,-64,-64,MI_UI_Image_MiddleRuneStone,,4
1000001,1,0,1,1,10101,84,246,0,200,50,10000,-64,-64,MI_UI_Image_MiddleRuneStone,,4
1000001,1,0,1,2,10102,84,246,0,240,60,9500,-64,-64,MI_UI_Image_MiddleRuneStone,,4
1000001,1,0,1,3,10103,84,246,0,300,80,9000,-64,-64,MI_UI_Image_MiddleRuneStone,,4
1000001,1,0,1,4,10104,84,246,0,400,90,8500,-64,-64,MI_UI_Image_MiddleRuneStone,,4
1000001,1,0,1,5,10105,84,246,0,500,100,7500,-64,-64,MI_UI_Image_MiddleRuneStone,,4
1000001,1,0,1,6,10106,84,246,0,600,130,6500,-64,-64,MI_UI_Image_MiddleRuneStone,,4
1000001,1,0,1,7,10107,84,246,0,800,180,5000,-64,-64,MI_UI_Image_MiddleRuneStone,,4
1001001,1,1,1,0,,1,2,0,0,0,0,-32,-128,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
1001001,1,1,1,1,,1,2,9,200,50,10000,-32,-128,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
1001001,1,1,1,2,,1,2,18,240,60,9500,-32,-128,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
1001001,1,1,1,3,,1,2,27,300,80,9000,-32,-128,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
1001001,1,1,1,4,,1,2,36,400,90,8500,-32,-128,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
1001001,1,1,1,5,,1,2,45,500,100,7500,-32,-128,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
1001001,1,1,1,6,,1,2,54,600,130,6500,-32,-128,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
1001001,1,1,1,7,,1,2,63,800,180,5000,-32,-128,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
1001002,1,1,2,0,,21,22,0,0,0,0,32,-160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
1001002,1,1,2,1,,21,22,12,240,70,9700,32,-160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
1001002,1,1,2,2,,21,22,24,288,80,9215,32,-160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
1001002,1,1,2,3,,21,22,36,360,100,8730,32,-160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
1001002,1,1,2,4,,21,22,48,480,110,8245,32,-160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
1001002,1,1,2,5,,21,22,60,600,130,7275,32,-160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
1001002,1,1,2,6,,21,22,72,720,160,6305,32,-160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
1001002,1,1,2,7,,21,22,84,960,230,4850,32,-160,UI_Icon_Rune_Defense,MI_UI_Image_MiddleRuneStone,1
1001003,1,1,3,0,,58,246,0,0,0,0,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001003,1,1,3,1,,58,246,16,280,80,9400,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001003,1,1,3,2,,58,246,32,336,100,8930,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001003,1,1,3,3,,58,246,48,420,120,8460,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001003,1,1,3,4,,58,246,64,560,140,7990,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001003,1,1,3,5,,58,246,80,700,160,7050,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001003,1,1,3,6,,58,246,96,840,200,6110,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001003,1,1,3,7,,58,246,112,1120,280,4700,32,-230,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,0,,60,246,0,0,0,0,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,1,,60,246,16,320,100,9100,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,2,,60,246,32,384,110,8645,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,3,,60,246,48,480,140,8190,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,4,,60,246,64,640,160,7735,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,5,,60,246,80,800,190,6825,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,6,,60,246,96,960,240,5915,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
1001004,1,1,4,7,,60,246,112,1280,330,4550,96,-228,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2000001,2,0,1,0,,84,246,0,0,0,0,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2000001,2,0,1,1,10201,84,246,0,350,60,9700,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2000001,2,0,1,2,10202,84,246,0,420,70,9215,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2000001,2,0,1,3,10203,84,246,0,525,90,8730,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2000001,2,0,1,4,10204,84,246,0,700,100,8245,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2000001,2,0,1,5,10205,84,246,0,875,120,7275,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2000001,2,0,1,6,10206,84,246,0,1050,150,6305,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2000001,2,0,1,7,10207,84,246,0,1400,210,4850,-64,-64,MI_UI_Image_MiddleRuneStone,,4
2001001,2,1,1,0,,60,246,0,0,0,0,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001001,2,1,1,1,,60,246,17,350,60,9700,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001001,2,1,1,2,,60,246,34,420,70,9215,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001001,2,1,1,3,,60,246,51,525,90,8730,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001001,2,1,1,4,,60,246,68,700,100,8245,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001001,2,1,1,5,,60,246,85,875,120,7275,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001001,2,1,1,6,,60,246,102,1050,150,6305,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001001,2,1,1,7,,60,246,119,1400,210,4850,-130,-196,UI_Icon_Rune_MaxMP,MI_UI_Image_MiddleRuneStone,2
2001002,2,1,2,0,,29,246,0,0,0,0,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,1,,29,246,8,500,80,9200,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,2,,29,246,16,600,100,8740,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,3,,29,246,24,750,120,8280,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,4,,29,246,32,1000,140,7820,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,5,,29,246,40,1250,160,6900,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,6,,29,246,48,1500,200,5980,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001002,2,1,2,7,,29,246,56,2000,280,4600,-130,-128,UI_Icon_Rune_HitValue,MI_UI_Image_MiddleRuneStone,1
2001003,2,1,3,0,,1,2,0,0,0,0,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,1,,1,2,11,650,100,8700,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,2,,1,2,22,780,120,8265,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,3,,1,2,33,975,150,7830,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,4,,1,2,44,1300,170,7395,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,5,,1,2,55,1625,200,6525,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,6,,1,2,66,1950,250,5655,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2001003,2,1,3,7,,1,2,77,2600,350,4350,-200,-196,UI_Icon_Rune_Attack,MI_UI_Image_MiddleRuneStone,0
2002001,2,2,1,0,,58,246,0,0,0,0,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,1,,58,246,17,350,60,9700,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,2,,58,246,34,420,70,9215,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,3,,58,246,51,525,90,8730,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,4,,58,246,68,700,100,8245,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,5,,58,246,85,875,120,7275,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,6,,58,246,102,1050,150,6305,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002001,2,2,1,7,,58,246,119,1400,210,4850,-130,80,UI_Icon_Rune_MaxHP,MI_UI_Image_MiddleRuneStone,2
2002002,2,2,2,0,,26,246,0,0,0,0,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,1,,26,246,8,500,80,9200,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
2002002,2,2,2,2,,26,246,16,600,100,8740,-130,160,UI_Icon_Rune_DodgeValue,MI_UI_Image_MiddleRuneStone,1
