Id,BookLevel,GroupId,MonsterId,CardBorder,SlotImage,BeadImage,UseLargeBeadImage,CardImage,MonsterCoreItemId,RequiredQuantity,StatusIcon,EffectType,EffectType2,EffectParam,HuntType,HuntingSpotId,NameDirection
1,0,1,20181,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead1,1,67,470011,2,Icon_Skill_Active_10112,1,2,5,0,,0
1,1,1,20181,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead2,1,67,470011,2,Icon_Skill_Active_10112,1,2,10,0,,0
1,2,1,20181,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead3,1,67,470011,4,Icon_Skill_Active_10112,1,2,15,0,,0
1,3,1,20181,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead4,1,67,470011,4,Icon_Skill_Active_10112,1,2,20,0,,0
1,4,1,20181,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead5,1,67,470011,6,Icon_Skill_Active_10112,1,2,25,0,,0
1,5,1,20181,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead6,0,67,470011,6,Icon_Skill_Active_10112,1,2,30,0,,0
1,6,1,20181,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead7,0,67,470011,10,Icon_Skill_Active_10112,1,2,35,0,,0
1,7,1,20181,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead8,0,67,470011,10,Icon_Skill_Active_10112,1,2,40,0,,0
1,8,1,20181,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead9,0,67,470011,20,Icon_Skill_Active_10112,1,2,45,0,,0
1,9,1,20181,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead10,0,67,470011,20,Icon_Skill_Active_10112,1,2,50,0,,0
2,0,1,20182,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead1,1,68,470012,4,Icon_Skill_Unique_30001,21,22,8,0,,0
2,1,1,20182,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead2,1,68,470012,4,Icon_Skill_Unique_30001,21,22,16,0,,0
2,2,1,20182,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead3,1,68,470012,6,Icon_Skill_Unique_30001,21,22,24,0,,0
2,3,1,20182,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead4,1,68,470012,6,Icon_Skill_Unique_30001,21,22,32,0,,0
2,4,1,20182,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead5,1,68,470012,10,Icon_Skill_Unique_30001,21,22,40,0,,0
2,5,1,20182,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead6,0,68,470012,10,Icon_Skill_Unique_30001,21,22,48,0,,0
2,6,1,20182,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead7,0,68,470012,20,Icon_Skill_Unique_30001,21,22,56,0,,0
2,7,1,20182,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead8,0,68,470012,20,Icon_Skill_Unique_30001,21,22,64,0,,0
2,8,1,20182,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead9,0,68,470012,35,Icon_Skill_Unique_30001,21,22,72,0,,0
2,9,1,20182,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead10,0,68,470012,35,Icon_Skill_Unique_30001,21,22,80,0,,0
3,0,1,20183,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead1,1,68,470013,4,Icon_Skill_Passive_23211,58,246,10,0,,0
3,1,1,20183,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead2,1,68,470013,4,Icon_Skill_Passive_23211,58,246,20,0,,0
3,2,1,20183,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead3,1,68,470013,6,Icon_Skill_Passive_23211,58,246,30,0,,0
3,3,1,20183,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead4,1,68,470013,6,Icon_Skill_Passive_23211,58,246,40,0,,0
3,4,1,20183,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead5,1,68,470013,10,Icon_Skill_Passive_23211,58,246,50,0,,0
3,5,1,20183,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead6,0,68,470013,10,Icon_Skill_Passive_23211,58,246,60,0,,0
3,6,1,20183,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead7,0,68,470013,20,Icon_Skill_Passive_23211,58,246,70,0,,0
3,7,1,20183,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead8,0,68,470013,20,Icon_Skill_Passive_23211,58,246,80,0,,0
3,8,1,20183,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead9,0,68,470013,35,Icon_Skill_Passive_23211,58,246,90,0,,0
3,9,1,20183,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead10,0,68,470013,35,Icon_Skill_Passive_23211,58,246,100,0,,0
4,0,1,20184,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead1,1,67,470014,2,Icon_Skill_Passive_23251,60,246,10,0,,0
4,1,1,20184,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead2,1,67,470014,2,Icon_Skill_Passive_23251,60,246,20,0,,0
4,2,1,20184,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead3,1,67,470014,4,Icon_Skill_Passive_23251,60,246,30,0,,0
4,3,1,20184,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead4,1,67,470014,4,Icon_Skill_Passive_23251,60,246,40,0,,0
4,4,1,20184,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead5,1,67,470014,6,Icon_Skill_Passive_23251,60,246,50,0,,0
4,5,1,20184,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead6,0,67,470014,6,Icon_Skill_Passive_23251,60,246,60,0,,0
4,6,1,20184,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead7,0,67,470014,10,Icon_Skill_Passive_23251,60,246,70,0,,0
4,7,1,20184,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead8,0,67,470014,10,Icon_Skill_Passive_23251,60,246,80,0,,0
4,8,1,20184,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead9,0,67,470014,20,Icon_Skill_Passive_23251,60,246,90,0,,0
4,9,1,20184,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead10,0,67,470014,20,Icon_Skill_Passive_23251,60,246,100,0,,0
5,0,1,20185,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead1,1,67,470015,2,Icon_Skill_Passive_20232,101,246,5,0,,0
5,1,1,20185,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead2,1,67,470015,2,Icon_Skill_Passive_20232,101,246,10,0,,0
5,2,1,20185,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead3,1,67,470015,4,Icon_Skill_Passive_20232,101,246,15,0,,0
5,3,1,20185,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead4,1,67,470015,4,Icon_Skill_Passive_20232,101,246,20,0,,0
5,4,1,20185,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead5,1,67,470015,6,Icon_Skill_Passive_20232,101,246,25,0,,0
5,5,1,20185,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead6,0,67,470015,6,Icon_Skill_Passive_20232,101,246,30,0,,0
5,6,1,20185,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead7,0,67,470015,10,Icon_Skill_Passive_20232,101,246,35,0,,0
5,7,1,20185,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead8,0,67,470015,10,Icon_Skill_Passive_20232,101,246,40,0,,0
5,8,1,20185,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead9,0,67,470015,20,Icon_Skill_Passive_20232,101,246,45,0,,0
5,9,1,20185,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead10,0,67,470015,20,Icon_Skill_Passive_20232,101,246,50,0,,0
6,0,2,20281,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead1,1,67,470021,3,Icon_Skill_Passive_20233,102,246,6,0,,0
6,1,2,20281,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead2,1,67,470021,3,Icon_Skill_Passive_20233,102,246,12,0,,0
6,2,2,20281,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead3,1,67,470021,5,Icon_Skill_Passive_20233,102,246,18,0,,0
6,3,2,20281,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead4,1,67,470021,5,Icon_Skill_Passive_20233,102,246,24,0,,0
6,4,2,20281,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead5,1,67,470021,8,Icon_Skill_Passive_20233,102,246,30,0,,0
6,5,2,20281,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead6,0,67,470021,8,Icon_Skill_Passive_20233,102,246,36,0,,0
6,6,2,20281,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead7,0,67,470021,15,Icon_Skill_Passive_20233,102,246,42,0,,0
6,7,2,20281,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead8,0,67,470021,15,Icon_Skill_Passive_20233,102,246,48,0,,0
6,8,2,20281,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead9,0,67,470021,35,Icon_Skill_Passive_20233,102,246,54,0,,0
6,9,2,20281,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead10,0,67,470021,35,Icon_Skill_Passive_20233,102,246,60,0,,0
7,0,2,20282,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead1,1,67,470022,3,Icon_Skill_Passive_20234,10,246,4,0,,0
7,1,2,20282,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead2,1,67,470022,3,Icon_Skill_Passive_20234,10,246,8,0,,0
7,2,2,20282,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead3,1,67,470022,5,Icon_Skill_Passive_20234,10,246,12,0,,0
7,3,2,20282,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead4,1,67,470022,5,Icon_Skill_Passive_20234,10,246,16,0,,0
7,4,2,20282,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead5,1,67,470022,8,Icon_Skill_Passive_20234,10,246,20,0,,0
7,5,2,20282,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead6,0,67,470022,8,Icon_Skill_Passive_20234,10,246,24,0,,0
7,6,2,20282,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead7,0,67,470022,15,Icon_Skill_Passive_20234,10,246,28,0,,0
7,7,2,20282,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead8,0,67,470022,15,Icon_Skill_Passive_20234,10,246,32,0,,0
7,8,2,20282,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead9,0,67,470022,35,Icon_Skill_Passive_20234,10,246,36,0,,0
7,9,2,20282,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead10,0,67,470022,35,Icon_Skill_Passive_20234,10,246,40,0,,0
8,0,2,20283,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead1,1,67,470023,3,Icon_Skill_Passive_20235,11,246,4,0,,0
8,1,2,20283,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead2,1,67,470023,3,Icon_Skill_Passive_20235,11,246,8,0,,0
8,2,2,20283,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead3,1,67,470023,5,Icon_Skill_Passive_20235,11,246,12,0,,0
8,3,2,20283,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead4,1,67,470023,5,Icon_Skill_Passive_20235,11,246,16,0,,0
8,4,2,20283,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead5,1,67,470023,8,Icon_Skill_Passive_20235,11,246,20,0,,0
8,5,2,20283,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead6,0,67,470023,8,Icon_Skill_Passive_20235,11,246,24,0,,0
8,6,2,20283,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead7,0,67,470023,15,Icon_Skill_Passive_20235,11,246,28,0,,0
8,7,2,20283,UI_Frame_MonsterCore_Card2,UI_Frame_MonsterCore_Slot2,UI_Icon_MonsterCore_Bead8,0,67,470023,15,Icon_Skill_Passive_20235,11,246,32,0,,0
8,8,2,20283,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead9,0,67,470023,35,Icon_Skill_Passive_20235,11,246,36,0,,0
8,9,2,20283,UI_Frame_MonsterCore_Card3,UI_Frame_MonsterCore_Slot3,UI_Icon_MonsterCore_Bead10,0,67,470023,35,Icon_Skill_Passive_20235,11,246,40,0,,0
9,0,2,20284,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead1,1,68,470024,4,Icon_Skill_Passive_21251,29,246,6,0,,0
9,1,2,20284,UI_Frame_MonsterCore_Card1,UI_Frame_MonsterCore_Slot1,UI_Icon_MonsterCore_Bead2,1,68,470024,4,Icon_Skill_Passive_21251,29,246,12,0,,0
