Id,Name,TypeDesc,LimitDesc,UsingDesc,ReplaceString1,ReplaceString2,Desc
1021,악마의 영혼석: 자켄,Consommables,,"À obtenir sur les monstres des sous-bois de la Forêt des secrets. Liez-en 100 pour obtenir le ""Parchemin démoniaque : Zaken"".
Le ""Parchemin démoniaque : Zaken"" est un parchemin de quête secondaire utilisable quand vous atteindrez le niv. 230.",,,
1022,악마의 스크롤: 자켄,@1021,,"Parchemin de quête secondaire servant à obtenir des Jetons de combat : Zaken.
Utilisez des Jetons de combat : Zaken pour monter à bord du bateau pirate de Zaken.","Emplacement de la cible : Domaine de Giran
Restriction de niv. : 230.",,
1023,결전의 징표: 자켄,@1021,,"자켄을 처치하기로 맹세한 자의 징표입니다.
자켄의 해적선에 입장 할 수 있습니다.",,,
10001,Pousse printanière,Potion,,"Cette pousse contient l'énergie du printemps à venir.
Sert à acheter des objets dans le menu Événement.",,,Augmente la DÉF de 2 000 pendant 10 min.
10002,Coffre de pousses,@1021,,"Cette boîte garde en sécurité des pousses.
Ouvrez cette boîte pour obtenir 30 pousses.",,,Les objets ainsi obtenus ne peuvent pas être échangés.
10003,Ticket d'accomplissement bonus,Événement,,"Utilisez ce ticket pour accomplir d'autres quêtes après avoir atteint la limite quotidienne à l'École d'Aymel.
Utilisable depuis le menu Événement.",,,
10004,Félicitations,@10001,,"Vous êtes un super membre de clan !
Sert à acheter des objets dans le menu Événement.",,,Augmente l'ATQ de 1 500 pendant 10 min.
10005,Coffre de sceaux de félicitations,@1021,,"Cette boîte garde en sécurité des sceaux de félicitations.
Ouvrez cette boîte pour obtenir 30 sceaux de félicitations.",,,@10002
10006,Pastèque,@10001,,"Une pastèque rafraichissante, idéale pour étancher sa soif.
Envoi dans votre messagerie après entrée dans l'Arène.",,,Augmente les PV de 3 000 pendant 10 min.
10007,Raisin,@10001,,"Du délicieux raisin juteux.
Envoi dans votre messagerie après pillage auto. de la Tour de l'insolence.",,,Augmente les dégâts critiques de 3 % pendant 10 min.
10008,Melon oriental,@10001,,"Riche en vitamine C, ce délicieux melon oriental est un excellent tonifiant.
Envoi dans votre messagerie après entrée dans un cercle d'invocation.",,,@10001
10009,Framboises,@10001,,"Ces framboises estivales sont à la fois délicieuses et nutritives. Profitez-en !
Envoi dans votre messagerie après réussite d'un donjon quotidien.",,,@10004
10010,Boîte de fruits d'été,@1021,,"Une boîte remplie de fruits estivaux.
Ouvrez-la et obtenez une pastèque, du raisin, un melon oriental ou des framboises.
S'obtient en extrayant des herbes dans le donjon d'extraction.",,,
10033,Aiguille de pin,@1021,,"피톤치드가 풍부하게 담겼으며, 솔향이 그윽한 솔잎입니다. 송편의 필수 재료입니다.",,,
10034,천연 벌꿀,@1021,,미네랄과 비타민 등 영양이 풍부한 천연 벌꿀입니다. 꿀송편의 달콤함을 책임집니다,,,
10035,유기농 쌀가루,@1021,,메뚜기와 함께 자라난 유기농 쌀을 방앗간에서 곱게 갈아 만든 쌀가루입니다. 송편의 필수 재료입니다.,,,
10036,참깨,@1021,,꼬소함을 자랑하는 참깨입니다. 꿀송편에 들어가 달콤함과 고소함의 밸런스를 맞추어줍니다.,,,
10037,가을밤,@1021,,잘 익은 가을 밤입니다. 맛도 영양도 일품입니다. 밤송편에 들어가는 주 재료 입니다. ,,,
510107,Feu d'artifice du ciel nocturne,@1021,,Feu d'artifice pouvant embellir le ciel nocturne.,Utilisez-le pour voir un beau feu d'artifice.,,
510108,Feu d'artifice Lumargent,@1021,,Feu d'artifice pouvant illuminer des étoiles dans le ciel.,@510107,,
510109,Feu d'artifice de la prospérité,@1021,,Feu d'artifice symbolisant le désir de prospérité.,@510107,,
510110,Feu d'artifice de l'amour,@1021,,Feu d'artifice spécial garantissant une demande en mariage réussie.,@510107,,
510111,혈맹 이름 변경권,@1021,,혈맹 이름을 변경할 수 있습니다.,,,
510112,할로윈 캔디 폭죽,@1021,,달콤한 캔디가 쏟아지는 할로윈 폭죽입니다.,@510107,,
510113,해피 할로윈 폭죽,@1021,,행복한 할로윈을 기원하는 폭죽입니다.,@510107,,
110010,Épée longue de samouraï,Épée et bouclier,,Cette arme augmente l'ATQ et la DÉF.,,,
110011,@110010,@110010,,@110010,,,
110012,@110010,@110010,,@110010,,,
110013,@110010,@110010,,@110010,,,
110014,@110010,@110010,,@110010,,,
110015,@110010,@110010,,@110010,,,
110016,@110010,@110010,,@110010,,,
110020,Épée révolution,@110010,,@110010,,,
110021,@110020,@110010,,@110010,,,
110022,@110020,@110010,,@110010,,,
110023,@110020,@110010,,@110010,,,
110024,@110020,@110010,,@110010,,,
110025,@110020,@110010,,@110010,,,
110026,@110020,@110010,,@110010,,,
110030,Épée Dynasty,@110010,,@110010,,,
110031,@110030,@110010,,@110010,,,
110032,@110030,@110010,,@110010,,,
110033,@110030,@110010,,@110010,,,
110034,@110030,@110010,,@110010,,,
110035,@110030,@110010,,@110010,,,
110036,@110030,@110010,,@110010,,,
110043,Épée Dunamiss,@110010,,@110010,,,
110044,@110043,@110010,,@110010,,,
110045,@110043,@110010,,@110010,,,
110046,@110043,@110010,,@110010,,,
110053,Porte-tempête,@110010,,@110010,,,
110054,Porte-tempête,@110010,,@110010,,,
110055,Porte-tempête,@110010,,@110010,,,
120010,Épieu,Lance,,Cette arme présente un important rayon d'attaque.,,,
120011,@120010,@120010,,@120010,,,
120012,@120010,@120010,,@120010,,,
120013,@120010,@120010,,@120010,,,
120014,@120010,@120010,,@120010,,,
120015,@120010,@120010,,@120010,,,
120016,@120010,@120010,,@120010,,,
120020,Scorpion,@120010,,@120010,,,
120021,@120020,@120010,,@120010,,,
120022,@120020,@120010,,@120010,,,
120023,@120020,@120010,,@120010,,,
120024,@120020,@120010,,@120010,,,
120025,@120020,@120010,,@120010,,,
