Id,Title,Desc
5,"Refuser de choisir, c'est perdre !",Effectuez {TaskCount} tirage(s) gratuite(s).
6,Concurrent de la Tour de l'insolence,Effectuez un pillage auto. de la Tour de l'insolence.
7,L'amitié vaut de l'or !,Saluez des amis et obtenez {TaskCount} points.
8,Vers le sanctuaire des souvenirs scellé !,Terminez le donjon quotidien du jour {TaskCount} fois.
10,Participez dans le clan !,Effectuez {TaskCount} don(s) de clan.
11,Talent inné !,Participez {TaskCount} fois dans l'Arène.
12,Bases du clan !,Enregistrez-vous dans le clan.
14,Accomplissez la quête quotidienne !,Terminez la quête quotidienne {TaskCount} fois.
15,Accomplissez la quête hebdomadaire !,Terminez la quête hebdomadaire {TaskCount} fois.
17,Explorez le donjon élite !,Terminez le donjon élite {TaskCount} fois.
20,Récupérez des Herbes magiques !,Procédez à {TaskCount} extraction(s) dans le donjon d'extraction.
22,Pro des tirages,Effectuez {TaskCount} tirage(s) de haute qualité.
35,Explorez un Gardien du temple !,Terminez {TaskCount} fois un Gardien du temple.
36,Explorez le donjon d'Adena !,Terminez le donjon d'Adena {TaskCount} fois.
37,Explorez les Épreuves d'expérience !,Terminez {TaskCount} Épreuves d'expérience.
38,Explorez le cercle d'invocation !,Terminez le cercle d'invocation {TaskCount} fois.
