Id,Name,ControlText
1202,Ruines elfiques 2,
1203,@1202,
1204,@1202,
1205,@1202,
1206,Nid de fourmis 2,
1218,@1206,
1207,Flèche de guidage vers la Tour d'ivoire 1,
1208,Flèche de guidage vers la Tour d'ivoire 3,
1209,Obstacle de la Tour d'ivoire 1,
1210,Obstacle de la Tour d'ivoire 3,
1211,Flèche de guidage vers l'étage supérieur de la Forêt des secrets,
1212,Flèche de guidage 1 vers l'étage inférieur de la Forêt des secrets,
1214,Gadget d'obstruction du site du massacre de la Forêt des secrets,
1215,@1214,
1216,Sanctuaire de Gran Kain : Laboratoire de la Tour d'ivoire,Absorption de l'énergie de Gran Kain...
1217,Sanctuaire de Gran Kain : Site du massacre de la Forêt des secrets,@1216
1219,Flèche de la Tour de Cruma 2,
1220,Flèche de la Tour de Cruma 3,
1221,Navire fantôme de Zaken,
1222,@1221,
211010101,Gadget d'obstruction exclusif de la Tour de Cruma,
211010201,Gadget de sortie exclusif de la Tour de Cruma,Système de commandes en cours d'utilisation
82601,Gadget d'entrée exclusif de la Tour de Cruma (quêtes),@211010201
82701,Gadget d'entrée exclusif de la Tour de Cruma,@211010201
211010301,Premier fichier de recherche du géant,Vérification des fichiers de recherche du géant...
211010401,Deuxième fichier de recherche du géant,@211010301
211010501,Troisième fichier de recherche du géant,@211010301
211010601,Quatrième fichier de recherche du géant,@211010301
211010701,Boîte du géant,Récupération de la boîte du géant...
211010801,Boîte de monstre du géant vide,Vous ne voyez aucune boîte.
211010901,Hardin tombé,Réveil d'Hardin
211011001,Étage des cœurs,
211011101,Dispositif de suppression de la barrière 1 - Activation,Manipulation du générateur...
211011201,Dispositif de suppression de la barrière 1 - Désactivation,
211011301,Dispositif de suppression de la barrière 2 - Activation,@211011101
211011401,Dispositif de suppression de la barrière 2 - Désactivation,
211011501,Cinquième fichier de recherche du géant,@211010301
211011601,Sixième fichier de recherche du géant,@211010301
211011701,Septième fichier de recherche du géant,@211010301
211011801,Huitième fichier de recherche du géant,@211010301
1958,Mur du sanctuaire,
1959,@1958,
1960,@1958,
1961,@1958,
1962,@1958,
1963,@1958,
1964,@1958,
1965,@1958,
1970,@1958,
1971,@1958,
1982,@1958,
2014,@1958,
2015,@1958,
2016,@1958,
2017,@1958,
2021,@1958,
2022,@1958,
2023,@1958,
2027,@1958,
2029,@1958,
2038,Herbe rouge,Extraction d'Herbe rouge...
2039,Herbe bleue,Extraction d'Herbe bleue...
2040,Herbe pourpre,Extraction d'Herbe pourpre...
2041,Herbe jaune,Extraction d'Herbe jaune...
2042,Herbe sans nom,Extraction d'herbe sans nom...
2043,Grande Herbe rouge,Extraction de grande Herbe rouge...
2044,Grande Herbe bleue,Extraction de grande Herbe bleue...
2045,Grande Herbe pourpre,Extraction grande Herbe pourpre...
2046,Grande Herbe jaune,Extraction de grande Herbe jaune...
2047,Herbe sans nom,Extraction d'Herbe sans nom...
2048,Augmentation de l'ATQ,Faible augmentation de l'ATQ
2049,Augmentation de la VIT d'ATQ,Faible augmentation de la VIT d'ATQ
2050,Augmentation de la DÉF,Faible augmentation de la DÉF
2051,Augmentation de la vitesse,Faible augmentation de la vitesse
2052,@2048,@2048
2054,@2049,@2049
2055,@2050,@2050
2057,@2051,@2051
2058,Augmentation des PV max.,Faible augmentation des PV max.
2059,Augmentation des PM max.,Faible augmentation des PM max.
2060,Cristal d'égide,
2061,@2060,
2062,@2060,
2063,Mur invisible,
2064,@2063,
2065,@2063,
2066,@2063,
2067,Pont,
2068,@2067,
2069,Mur du coffre-fort de Kresous,
2070,@2063,
2071,Augmente les dégâts de compétence.,Augmente légèrement les dégâts de compétence.
2072,Aura de dégâts de mêlée,Obtenir l'aura de dégâts de mêlée
2073,Barrière de cristal aquatique,Immunité contre les dégâts de cristal aquatique
2074,Groupe furieux,Augmente l'ATQ et la DÉF du groupe.
2075,@2048,@2048
2076,@2049,@2049
2077,@2048,@2048
2078,@2049,@2049
2080,@2051,@2051
3001,Récupération de PV,Récupération de PV
3002,@2051,Augmentation de la vitesse
3101,Statue de Freyja,Sculptage de la statue de Freyja...
3102,@3001,@3001
3103,@3001,@3001
3104,@2051,@3002
3105,@2051,@3002
3106,Frise de Freyja,
3107,@3106,
3501,Sanctuaire de l'Arène impitoyable,Absorption de l'énergie du sanctuaire...
7001,Flèche directionnelle du didacticiel : devant la porte du château,
7002,Flèche directionnelle du didacticiel : dans votre château,
7003,Flèche directionnelle du didacticiel : point de départ,
7010,Gadget d'obstruction : Premier,
7011,Gadget d'obstruction : 1re escorte/bataille,
7012,Gadget d'obstruction : 2e escorte/bataille,
7013,Gadget d'obstruction : jambe,
7014,@7013,
7015,@7013,
7016,@7013,
7017,Gadget d'obstruction : Marlow,
7018,@7017,
7019,Gadget d'obstruction : combat de la porte,
7020,@7019,
7021,Gadget d'obstruction : tour de contrôle,
7022,@7021,
30020101,Obstruction de donjon de clan : Ruines elfiques,
30020301,Obstruction de donjon de clan : Nid de fourmis,
30020302,@30020301,
30020501,Donjon de clan : Support de Cœur de Cruma,
30020502,Obstruction de donjon de clan : Cœur de Cruma,
10101,Fragment de dolmen,Ramassage du fragment...
10102,@10101,@10101
10103,@10101,@10101
10104,@10101,@10101
10105,@10101,@10101
10106,@10101,@10101
10107,@10101,@10101
10108,@10101,@10101
10109,@10101,@10101
10110,@10101,@10101
10111,@10101,@10101
10112,@10101,@10101
10113,@10101,@10101
10114,@10101,@10101
10115,@10101,@10101
10116,@10101,@10101
10117,@10101,@10101
10118,@10101,@10101
10119,@10101,@10101
10120,@10101,@10101
10121,@10101,@10101
10122,@10101,@10101
10123,@10101,@10101
10124,@10101,@10101
10125,@10101,@10101
10126,@10101,@10101
10127,@10101,@10101
10128,@10101,@10101
10129,@10101,@10101
10130,@10101,@10101
10131,@10101,@10101
10132,@10101,@10101
10133,@10101,@10101
10134,@10101,@10101
10135,@10101,@10101
10201,Rayon de lumière,
10202,@10201,
10301,Fournaise,Récupération de la viande...
10401,Herbe à chat,Ramassage de l'herbe à chat...
10402,@10401,@10401
10403,@10401,@10401
10404,@10401,@10401
10405,@10401,@10401
10406,@10401,@10401
10407,@10401,@10401
10408,@10401,@10401
10409,@10401,@10401
10410,@10401,@10401
10411,@10401,@10401
10412,@10401,@10401
10413,@10401,@10401
10414,@10401,@10401
10415,@10401,@10401
10416,@10401,@10401
10417,@10401,@10401
10418,@10401,@10401
10419,@10401,@10401
10420,@10401,@10401
10421,@10401,@10401
10422,@10401,@10401
10423,@10401,@10401
10501,Boîte sans relique,Étude de la boîte...
10601,Cape insolite,Étude de la cape...
10701,Sac de Feldheim,Étude du sac...
10901,Archéologues piégés,Déverrouillage de la cage...
12401,@10901,@10901
12501,@10901,@10901
11101,Barres en fer,
11102,@11101,
11103,@11101,
11104,@11101,
11201,Bois de construction,Extraction du bois...
11202,@11201,@11201
11203,@11201,@11201
11204,@11201,@11201
11205,@11201,@11201
11206,@11201,@11201
11207,@11201,@11201
11208,@11201,@11201
11209,@11201,@11201
11210,@11201,@11201
11211,@11201,@11201
11212,@11201,@11201
11301,Habitant piégé,@10901
12601,@11301,@10901
12701,@11301,@10901
11401,Balise magique,Dissolution de la balise...
11901,Couronne elfique,Prise de la couronne elfique...
12001,Pierre de téléportation,Util. de la pierre de téléportation...
12101,Ravitaillement,Prise du ravitaillement...
12301,@11101,
12302,@11101,
12303,@11101,
12304,@11101,
12305,@11101,
12801,Candidature de Ranger sanguinaire,Écriture de la candidature de Ranger...
12901,Boîte d'armure,Prise de ravitaillement d'armure...
13001,Tonneau nauséabond,Forçage du couvercle...
13101,Prison vide,
13102,@13101,
13103,@13101,
13201,@13101,
13301,@13101,
13401,@13101,
13501,Mur invisible (Acte 5),
13502,@13501,
13601,Gadget de foule de l'acte 5,
13701,Gadget de Maître de manœuvre de l'acte 5,
19401,Gadget bloquant la route,
19501,@19401,
19502,@19401,
19503,@19401,
19504,@19401,
19601,Purificateur,Mise à feu de la purification...
19701,@12001,@12001
19801,@19601,@19601
19901,@12001,@12001
20101,Sac abandonné,Étude du sac abandonné...
20102,@20101,@20101
20103,@20101,@20101
20104,@20101,@20101
20201,Feu de brasier,Allumage du feu...
20301,Cape menaçante,@20201
20401,@10201,
20402,@10201,
20501,Bois entassé,Vérification du bois...
21901,@20501,@20501
22001,@20501,@20501
20601,Boîte suspecte,Étude de la boîte...
20901,Effet de l'éclat,
20902,@20901,
20903,@20901,
20904,@20901,
20905,Feu,
20906,@20905,
20907,@20905,
20908,@20905,
20909,@20905,
20910,@20905,
20911,@20905,
20912,@20905,
20913,@20905,
20914,@20905,
20916,@20905,
20917,@20905,
20918,@20905,
20919,@20905,
20920,@20905,
20921,@20905,
21001,Pierre d'invocation maléfique,Dissolution de la pierre d'invocation...
21101,@21001,@21001
21201,Fleur elfique,Extraction de la fleur elfique...
21202,@21201,@21201
21203,@21201,@21201
21204,@21201,@21201
21205,@21201,@21201
21206,@21201,@21201
