Id,Name,Desc
1001,Forteresse du Grand chemin de Gludin,Forteresse construite sur les Plaines du moulin à vent pour empêcher les Ol Mahums du camp des pilleurs de procéder à des pillages.
1002,Forteresse des Plaines de Gludio,"Forteresse construite pour empêcher les invasions des orcs tureks dans les environs et à Dion, à l'est."
1003,Forteresse du Manoir de Windawood,"Forteresse construite au Manoir de Windawood pour protéger les cristaux de PM, des matériaux servant à créer des Traits d'âme."
1004,Forteresse des Terres désolées,Forteresse construite à Gludio pour empêcher les invasions des monstres des Terres désolées corrompus par les PM.
2001,Forteresse des Plaines de Dion,Forteresse construite pour empêcher les invasions des reptiliens dans les plaines et les repousser.
2002,Forteresse du Marais de Cruma,Forteresse construite par le dirigeant de Dion pour empêcher les Stakatos du Marais de Cruma d'étendre leur territoire.
2003,Forteresse du Sommet de la dissonance,Forteresse construite par le dirigeant de Dion pour empêcher les invasions des Tanors et Ol Mahums du Sommet.
2004,Forteresse des Terres de clameur,Forteresse construite pour se défendre contre les nombreux morts-vivants apparaissant au Fort de désespoir.
5001,Forteresse des Ruines du dolmen,Cette forteresse a été construite dans les Ruines du dolmen pour protéger les Ruines elfiques.
5002,Forteresse des Terres brisées,Cette forteresse a été construite en défense contre les orcs ayant conquis l'Obélisque de la victoire.
5003,Forteresse de l'Obélisque de la victoire,"Cette forteresse a été construite en défense contre les monstres, après avoir vaincu les orcs à l'Obélisque de la victoire."
5004,Forteresse du Camp fortifié,"Cette installation d'entraînement a été construite par des sorciers humains à la recherche de leurs capacités magiques. Depuis, elle a été transformée en forteresse et sert aux humains."
5005,Forteresse de la Forêt du vent,Cette forteresse a été construite à proximité de l'entrée de la Forêt du vent. Son but était d'arrêter les monstres de la Forêt du vent.
5006,Forteresse de la Forêt hantée,Centre de l'environnement naturel de l'Île du discours et foyer des esprits. Les humains ont construit cette forteresse pour protéger les esprits.
5007,Forteresse du Poste d'éclaireurs occidental,Cette forteresse a été construite pour arrêter les invasions pirates et les monstres de la côte.
5008,Forteresse des Ruines elfiques,"À l'époque, cette forteresse a été construite pour protéger les Ruines elfiques. Les humains l'utilisent depuis que les elfes l'ont abandonnée."
10001,Siège ouvert,
