Id,Title,Desc
31001,Épisode terminé,Terminez l'épisode <RedBold>1-2</>.
31002,Développement de l'équipement,Tentez de développer l'équipement : <RedBold>[Value]</> fois. ([Value1]/[Value2])
31003,@31001,Terminez l'épisode <RedBold>1-5</>.
31004,Puissance de combat,Atteignez une puissance de combat maximum de <RedBold>[Value]</>. ([Value1]/[Value2])
31005,Arène,Défiez l'Arène <RedBold>[Value]</> fois. ([Value1]/[Value2])
31006,Obtenir de l'équipement,Obtenez <RedBold>[Value]</> équipement(s). ([Value1]/[Value2])
31007,Développer une compétence,Développez une compétence <RedBold>[Value]</> fois. ([Value1]/[Value2])
31008,@31002,@31002
31009,Points de succès,Atteignez <RedBold>[Value]</> points de succès. ([Value1]/[Value2])
31010,Enregistrement de clan,Enregistrez-vous dans le clan. <RedBold>[Value]</> fois. ([Value1]/[Value2])
31011,Don de clan,Donnez au clan <RedBold>[Value]</> fois. ([Value1]/[Value2])
31012,Magasin de clan,Achetez un buff de clan <RedBold>[Value]</> fois. ([Value1]/[Value2])
31013,Accéder à la Tour de l'insolence,Défiez la Tour de l'insolence <RedBold>[Value]</> fois. ([Value1]/[Value2])
31014,Effectuez un pillage auto. de la Tour de l'insolence.,Effectuez un pillage auto. de la Tour de l'insolence <RedBold>[Value]</> fois. ([Value1]/[Value2])
31015,Marquage de rune,Tentez un marquage de rune <RedBold>[Value]</> fois. ([Value1]/[Value2])
31016,Fusionner l'équipement,Tentez de fusionner de l'équipement <RedBold>[Value]</> fois. ([Value1]/[Value2])
31017,@31001,Terminez l'épisode <RedBold>1-11</>.
31018,Améliorer l'équipement,Tentez d'améliorer de l'équipement <RedBold>[Value]</> fois. ([Value1]/[Value2])
31019,Mission quotidienne,Terminez <RedBold>[Value]</> quête(s) quotidienne(s). ([Value1]/[Value2])
31020,@31015,Réussissez un marquage de rune <RedBold>[Value]</> fois. ([Value1]/[Value2])
31021,@31004,@31004
31101,Quête hebdomadaire terminée,Terminez la quête hebdomadaire <RedBold>[Value]</> fois. ([Value1]/[Value2])
31102,Perfectionner de l'équipement,Réussissez à perfectionner de l'équipement <RedBold>[Value]</> fois. ([Value1]/[Value2])
31103,@31016,@31016
31104,Donjons élites,Terminez <RedBold>[Value]</> quête(s) de donjon élite. ([Value1]/[Value2])
31105,Vaincre des monstres dans les Ruines elfiques 1,Tuez <RedBold>[Value]</> monstres ([Value1]/[Value2]) dans les Ruines elfiques 1.
31106,Obtenir un cœur de monstre,Obtenez <RedBold>[Value]</> cœur(s) de monstre. ([Value1]/[Value2])
31107,Enregistrer des cœurs de monstre,Enregistrez <RedBold>[Value]</> cœur(s) de monstre. ([Value1]/[Value2])
