Id,Title,Name
19,,Source de récupération
31,,Tour Ouest de l'équipe rouge
32,,Tour Est de l'équipe rouge
33,,Tour de l'Artefact sacré de l'équipe rouge
34,,Tour Ouest de l'équipe bleue
35,,Tour Est de l'équipe bleue
36,,Tour de l'Artefact sacré de l'équipe bleue
20,,@19
37,,@31
38,,@32
39,,@33
40,,@34
41,,@35
42,,@36
43,,Modification du changement de classe
44,,@43
45,,Autel du vent
46,,Autel de la terre
101,,Camp de siège central
102,,Camp de siège Est
103,,Camp de siège Ouest
104,,Guérite centrale
105,,Guérite Est
106,,Guérite Ouest
107,,Tour de défense gauche de la porte principale
108,,Tour de défense droite de la porte principale
109,,Tour de défense gauche de la salle d'audience
110,,Tour de défense droite de la salle d'audience
115,,Tour de défense gauche de la porte du feu
116,,Tour de défense droite de la porte du feu
117,,Tour de défense gauche de la porte de l'eau
118,,Tour de défense droite de la porte de l'eau
119,,Tour gauche de la chambre de l'Artefact sacré
120,,Tour droite de la chambre de l'Artefact sacré
121,,Tour gauche de l'Artefact sacré
122,,Tour droite de l'Artefact sacré
123,,Piège de gauche
124,,Piège de droite
201,Responsable de quête,Lloyd
202,Responsable des reliques,Feldheim
203,Responsable des potions,Jackie
204,Responsable des festins,Emma
205,Marchand général,Pan
211,,"Cristal
d'unité"
212,,Foyer
301,,Blaireau robuste vert
302,,Blaireau robuste argenté
303,,Blaireau robuste doré
304,,Mandragore
305,,Factionnaire du jardin
401,계정 창고지기,Nigel
402,Mercenaires Lumargent,Aymel
403,@205,@205
404,,Mercenaire Lumargent
405,,마그나딘 경비병
406,Maître forgeron,Mobart
407,,Spectateur
408,,@407
409,Marchand de parchemins,Égaré
410,,Apprenti sorcier
411,Bibliothécaire,Farjane
412,,Lecteur
413,,@412
414,Boulanger,Bremen
415,,Enfant du boulanger
416,,Enfant affamé
417,,Enfant mort d'ennui
418,Marchand d'armes,Pondiac
419,,Aventurier
420,,@419
421,Marchand de pêche,Tegma
422,,Pêcheur
423,,Sorcier
424,Soigneur de familiers,Cuvi
425,,Jeune noble
426,,Enfant curieux
427,,Romi
428,,Julie
429,,Vieil homme
430,,Enfant excité
431,,Gamin
432,,Ourson noir
433,,Explorateur
434,Marchand de barbecue,Maduka
435,,Leah
436,,Mio
437,,Officier mercenaire
438,,Ouvrier
439,Ménestrel,Asiren
440,Téléporteur,@409
441,Chef des Mercenaires Lumargent,Hardin
442,@402,Theodore
443,Chef de caravane ambulante,Felicia
444,@402,Russel
445,Guide,Chau
446,@445,Lyncia
447,@445,Seikan
448,Responsable du stockage personnel,Gattuso
449,미용사,Katrina
450,Fêtard,Lena
451,Enveloppe rouge,Ada
452,Téléporteur,Agatha
453,@452,Catherine
454,@452,Grace
455,@452,Hanna
456,Responsable de clan,Hubert
457,Responsable de la forteresse,James
458,Responsable de Siège de château,Harry
459,Responsable de la Salle du clan,Jasmine
460,Commissaire-priseur de clan,Courtney
461,Commissaire-priseur,Dario
462,@401,Dixie
463,캐릭터 창고지기,Edith
464,Responsable de champ de bataille,Dustin
550,,Mercenaire Lumargent
551,,@550
552,,Officier Mercenaire Lumargent
553,,Érudit Mercenaire Lumargent
554,,@553
555,,@553
556,,Membre de caravane
557,,@556
558,,@556
559,,Émissaire de Gludio
560,,@559
561,,@559
562,,Émissaire de Dion
563,,@562
564,,@562
565,,Émissaire de Giran
566,,@565
567,,@565
568,,Émissaire d'Oren
569,,@568
570,,@568
571,,Émissaire d'Innadril
572,,@571
573,,@571
574,,Émissaire d'Aden
575,,@574
576,,@574
577,,Émissaire d'Elmor
578,,@577
579,,@577
580,,Émissaire de Gracia
581,,@580
582,,@580
583,,Émissaire des elfes
584,,@583
585,,@583
586,,Émissaire des elfes noirs
587,,Famille du membre
588,,@587
589,,@587
590,,@587
591,,@587
1001,Testeur de compétence,Grogneur
1101,Équilibrage des combats,Grogneur niv. 1 
1102,@1101,Grogneur niv. 2
1103,@1101,Grogneur niv. 3 
1104,@1101,Grogneur niv. 4
1105,@1101,Grogneur niv. 5 
1106,@1101,Grogneur niv. 6 
1107,@1101,Grogneur niv. 7 
1108,@1101,Grogneur niv. 8 
1109,@1101,Grogneur niv. 9 
1110,@1101,Grogneur niv. 10
1111,@1101,Grogneur niv. 11
1112,@1101,Grogneur niv. 12
1113,@1101,Grogneur niv. 13
1114,@1101,Grogneur niv. 14
1115,@1101,Grogneur niv. 15
1116,@1101,Grogneur niv. 16
1117,@1101,Grogneur niv. 17
1118,@1101,Grogneur niv. 18
1119,@1101,Grogneur niv. 19
1120,@1101,Grogneur niv. 20
1121,@1101,Grogneur niv. 21
1122,@1101,Grogneur niv. 22
1123,@1101,Grogneur niv. 23
1124,@1101,Grogneur niv. 24
1125,@1101,Grogneur niv. 25
1126,@1101,Grogneur niv. 26
1127,@1101,Grogneur niv. 27
1128,@1101,Grogneur niv. 28
1129,@1101,Grogneur niv. 29
1130,@1101,Grogneur niv. 30
1131,@1101,Grogneur niv. 31
1132,@1101,Grogneur niv. 32
1133,@1101,Grogneur niv. 33
1134,@1101,Grogneur niv. 34
1135,@1101,Grogneur niv. 35
1136,@1101,Grogneur niv. 36
1137,@1101,Grogneur niv. 37
1138,@1101,Grogneur niv. 38
1139,@1101,Grogneur niv. 39
1140,@1101,Grogneur niv. 40
1141,@1101,Grogneur niv. 41
1142,@1101,Grogneur niv. 42
1143,@1101,Grogneur niv. 43
1144,@1101,Grogneur niv. 44
1145,@1101,Grogneur niv. 45
1146,@1101,Grogneur niv. 46
1147,@1101,Grogneur niv. 47
1148,@1101,Grogneur niv. 48
1149,@1101,Grogneur niv. 49
1150,@1101,Grogneur niv. 50
1151,@1101,Grogneur niv. 51
1152,@1101,Grogneur niv. 52
1153,@1101,Grogneur niv. 53
1154,@1101,Grogneur niv. 54
1155,@1101,Grogneur niv. 55
1156,@1101,Grogneur niv. 56
1157,@1101,Grogneur niv. 57
1158,@1101,Grogneur niv. 58
1159,@1101,Grogneur niv. 59
1160,@1101,Grogneur niv. 60
1161,@1101,Grogneur niv. 61
1162,@1101,Grogneur niv. 62
1163,@1101,Grogneur niv. 63
1164,@1101,Grogneur niv. 64
1165,@1101,Grogneur niv. 65
1166,@1101,Grogneur niv. 66
1167,@1101,Grogneur niv. 67
1168,@1101,Grogneur niv. 68
1169,@1101,Grogneur niv. 69
1170,@1101,Grogneur niv. 70
1171,@1101,Grogneur niv. 71
1172,@1101,Grogneur niv. 72
1173,@1101,Grogneur niv. 73
1174,@1101,Grogneur niv. 74
1175,@1101,Grogneur niv. 75
1176,@1101,Grogneur niv. 76
1177,@1101,Grogneur niv. 77
1178,@1101,Grogneur niv. 78
1179,@1101,Grogneur niv. 79
1180,@1101,Grogneur niv. 80
1181,@1101,Grogneur niv. 81
1182,@1101,Grogneur niv. 82
1183,@1101,Grogneur niv. 83
1184,@1101,Grogneur niv. 84
1185,@1101,Grogneur niv. 85
1186,@1101,Grogneur niv. 86
1187,@1101,Grogneur niv. 87
1188,@1101,Grogneur niv. 88
1189,@1101,Grogneur niv. 89
1190,@1101,Grogneur niv. 90
1191,@1101,Grogneur niv. 91
1192,@1101,Grogneur niv. 92
1193,@1101,Grogneur niv. 93
1194,@1101,Grogneur niv. 94
1195,@1101,Grogneur niv. 95
1196,@1101,Grogneur niv. 96
1197,@1101,Grogneur niv. 97
1198,@1101,Grogneur niv. 98
1199,@1101,Grogneur niv. 99
1200,@1101,Grogneur niv. 100
1201,@1101,@1101
1202,@1101,@1102
1203,@1101,@1103
1204,@1101,@1104
1205,@1101,@1105
1206,@1101,@1106
1207,@1101,@1107
1208,@1101,@1108
1209,@1101,@1109
1210,@1101,@1110
1211,@1101,@1111
1212,@1101,@1112
1213,@1101,@1113
1214,@1101,@1114
1215,@1101,@1115
1216,@1101,@1116
1217,@1101,@1117
1218,@1101,@1118
1219,@1101,@1119
1220,@1101,@1120
1221,@1101,@1121
1222,@1101,@1122
1223,@1101,@1123
1224,@1101,@1124
1225,@1101,@1125
1226,@1101,@1126
1227,@1101,@1127
1228,@1101,@1128
1229,@1101,@1129
1230,@1101,@1130
1231,@1101,@1131
1232,@1101,@1132
1233,@1101,@1133
1234,@1101,@1134
1235,@1101,@1135
1236,@1101,@1136
1237,@1101,@1137
1238,@1101,@1138
1239,@1101,@1139
1240,@1101,@1140
1241,@1101,@1141
1242,@1101,@1142
1243,@1101,@1143
1244,@1101,@1144
1245,@1101,@1145
1246,@1101,@1146
1247,@1101,@1147
1248,@1101,@1148
1249,@1101,@1149
1250,@1101,@1150
1251,@1101,@1151
1252,@1101,@1152
1253,@1101,@1153
1254,@1101,@1154
1255,@1101,@1155
1256,@1101,@1156
1257,@1101,@1157
1258,@1101,@1158
1259,@1101,@1159
1260,@1101,@1160
1261,@1101,@1161
1262,@1101,@1162
1263,@1101,@1163
1264,@1101,@1164
1265,@1101,@1165
1266,@1101,@1166
1267,@1101,@1167
1268,@1101,@1168
1269,@1101,@1169
1270,@1101,@1170
1271,@1101,@1171
1272,@1101,@1172
1273,@1101,@1173
1274,@1101,@1174
1275,@1101,@1175
1276,@1101,@1176
1277,@1101,@1177
1278,@1101,@1178
1279,@1101,@1179
1280,@1101,@1180
1281,@1101,@1181
1282,@1101,@1182
1283,@1101,@1183
1284,@1101,@1184
1285,@1101,@1185
1286,@1101,@1186
1287,@1101,@1187
1288,@1101,@1188
1289,@1101,@1189
1290,@1101,@1190
1291,@1101,@1191
1292,@1101,@1192
1293,@1101,@1193
1294,@1101,@1194
1295,@1101,@1195
1296,@1101,@1196
1297,@1101,@1197
1298,@1101,@1198
1299,@1101,@1199
1300,@1101,@1200
1301,@1101,@1101
1302,@1101,@1102
1303,@1101,@1103
1304,@1101,@1104
1305,@1101,@1105
1306,@1101,@1106
1307,@1101,@1107
1308,@1101,@1108
1309,@1101,@1109
1310,@1101,@1110
1311,@1101,@1111
1312,@1101,@1112
1313,@1101,@1113
1314,@1101,@1114
1315,@1101,@1115
1316,@1101,@1116
1317,@1101,@1117
1318,@1101,@1118
1319,@1101,@1119
1320,@1101,@1120
1321,@1101,@1121
1322,@1101,@1122
1323,@1101,@1123
1324,@1101,@1124
1325,@1101,@1125
1326,@1101,@1126
1327,@1101,@1127
1328,@1101,@1128
1329,@1101,@1129
1330,@1101,@1130
1331,@1101,@1131
1332,@1101,@1132
1333,@1101,@1133
1334,@1101,@1134
1335,@1101,@1135
1336,@1101,@1136
1337,@1101,@1137
1338,@1101,@1138
1339,@1101,@1139
1340,@1101,@1140
1341,@1101,@1141
1342,@1101,@1142
1343,@1101,@1143
1344,@1101,@1144
1345,@1101,@1145
1346,@1101,@1146
1347,@1101,@1147
1348,@1101,@1148
1349,@1101,@1149
1350,@1101,@1150
1351,@1101,@1151
1352,@1101,@1152
1353,@1101,@1153
1354,@1101,@1154
1355,@1101,@1155
1356,@1101,@1156
1357,@1101,@1157
1358,@1101,@1158
1359,@1101,@1159
1360,@1101,@1160
1361,@1101,@1161
1362,@1101,@1162
1363,@1101,@1163
1364,@1101,@1164
1365,@1101,@1165
1366,@1101,@1166
1367,@1101,@1167
1368,@1101,@1168
1369,@1101,@1169
1370,@1101,@1170
1371,@1101,@1171
1372,@1101,@1172
1373,@1101,@1173
1374,@1101,@1174
1375,@1101,@1175
1376,@1101,@1176
1377,@1101,@1177
1378,@1101,@1178
1379,@1101,@1179
1380,@1101,@1180
1381,@1101,@1181
1382,@1101,@1182
1383,@1101,@1183
1384,@1101,@1184
1385,@1101,@1185
1386,@1101,@1186
1387,@1101,@1187
1388,@1101,@1188
1389,@1101,@1189
1390,@1101,@1190
