Key,Value
GuildWarehouseRecordSiegeWarReward,Récompense du Siège de château
GuildWarehouseRecordSiegeWarBidding,Enchère du Siège de château
GuildWarehouseRecordFortressWarReward,Récompense du Siège de forteresse
GuildWarehouseRecordFortressWarBidding,Enchère de Siège de forteresse
GuildWarehouseRecordCommission,Récupérer les taxes
GuildWarehouseRecordMarketBuy,Acheter au Magasin
SystemMailName,Système
SystemMessageKickOutFromGM,Le serveur est en cours de réinitialisation. Veuillez redémarrer le jeu.
SystemMessageLogOut,Le jeu va maintenant s'arrêter.
CastleSiegeFestivalCouponResetNotify,Les Tickets de festival du Siège seront réinitialisés.
MailTitleCheat,Triche
MailTitleTutorialReward,Didacticiel
MailTitleGuideQuestReward,Récompense de Voyage de mercenaire
MailTitleShopGachaItem,Objet de la Boîte d'invocation
MailTitleDungeonReward,Récompense de donjon
MailTitlePvpHonorPointReward,Récompense d'honneur d'Arène
MailTitlePvpFirstRankReward,Récompense de premier rang d'Arène
MailTitlePvpRankingReward,Récompense de classement d'Arène
MailTitleCastleSiegeBegin,Début du Siège de château
MailTitleCastleSiegeLoseReward,Récompense de défaite du Siège de château
MailTitleCastleSiegeWinReward,Récompense de victoire du Siège de château
MailTitleFortressSiegeLoseReward,Récompense de défaite du Siège de forteresse
MailTitleFortressSiegeWinReward,Récompense de victoire du Siège de forteresse
MailTitleFortressSiegeDrawReward,Récompense de match nul du Siège de forteresse
MailTitleAuctionHouseBuy,Acheter au Comptoir d'échange
MailTitleAuctionHouseSellFailed,Vente du Comptoir d'échange expirée
MailTitleAuctionHouseSellingCancel,Vente du Comptoir d'échange annulée
MailTitleConnectDailyReward,Récompense de connexion quotidienne
MailTitleConnectWeeklyReward,Récompense de connexion hebdomadaire
MailTitleConnectMonthlyReward,Récompense de connexion mensuelle
MailTitleGuildAchievementReward,Récompense de succès de clan
MailTitleGuildMarketBuy,Acheter au Mag. de clan
MailTitleGuildMarketGiftBuy,[Player] a envoyé un cadeau.
MailTitleGuildWarehouseGrant,Prix de clan
MailTitleAchievementReward,Récompense de succès
MailTitlePeriodAchievementReward,Récompense de succès chronométré
MailTitleFriendGreet,Saluer un ami
MailTitleBagIsFull,Inventaire plein
MailTitleDailyActivityReward,Récompense d'activités quotidiennes
MailTitleInstantCompleteReward,Objet de récupération de la récompense
MailTitleMissionDailyReward,Récompense de quête quotidienne
MailTitleMissionWeeklyReward,Récompense de quête hebdomadaire
MailTitleShopReward,Recharger/Dépenser une récompense
MailTitleSupriseBox,Ouvrir la Boîte surprise
MailTitleEvent,Récompense d'événement
MailTitleEventDice,Récompense d'événement de dés
MailTitleEventDiceComplete,Récompense de tour de dés
MailTitleCastleSiegeFestivalWin,Vous avez bien prédit le clan victorieux du festival du Siège de château.
MailTitleCastleSiegeFestivalLose,Vous n'avez pas su prédire le clan victorieux du festival du Siège de château.
MailTitleItemEnchantFailReward,Récompense d'échec de perfectionnement
MailTitleAccountLevelReward,서버 레벨 달성 이벤트 보상
