Index,Name
1,Impact précipité
2,@1
3,@1
4,@1
5,@1
6,@1
7,@1
8,@1
9,@1
10,@1
11,Poussée de puissance
12,@11
13,@11
14,@11
15,@11
16,@11
17,@11
18,@11
19,@11
20,@11
21,@11
22,@11
23,@11
24,@11
25,@11
26,@11
27,@11
28,@11
29,@11
30,@11
31,Ruée de lames
32,@31
33,@31
34,@31
35,@31
36,@31
37,Pas en arrière
38,@37
39,@37
40,@37
41,Chaîne d'hydre
42,Attaquer bondissante
43,@42
44,Tempête d'ouragans
45,@44
46,Souffle sombre
47,@46
48,@44
49,@44
50,Toile d'araignée
51,Charge
52,@51
53,@51
54,@51
55,Balayage sauvage
56,Charge sanglante
57,@56
58,Charge de Marsha
59,@58
60,Charge de Satiross
61,@60
62,@37
63,@37
64,@37
65,@37
66,Placement de Ramog au centre
67,@66
68,@66
69,@66
70,@66
71,@66
72,@66
73,@66
74,@66
75,@66
76,@66
77,@66
78,Placement de Zaken au centre
