Id,NpcName,Message
101,Aymel,"Bienvenue ! Comment se déroule votre entraînement ?<p>S'entraîner en solitaire est assez ennuyeux et vous ne savez probablement pas par où commencer. À Aden, les aventuriers s'associent en groupes appelés clans.<p>Voyagez aux côtés d'autres aventuriers, en faisant des dons pour votre clan et en effectuant des achats dans le magasin du clan ! Qu'en dites-vous ?"
102,@101,"Vous avez atteint le rang B ! Vous savez sûrement que ce n'est que le début, n'est-ce pas ?<p>L'autre andouille, Russel, a déjà atteint le rang A !"
103,Russel,Vous ne m'arrivez pas encore à la cheville. Travaillez plus pour pouvoir rivaliser avec moi ! Hahaha !
104,@101,Vous avez atteint le rang A ! Vous êtes désormais au même niveau que cette andouille ! Ne vous arrêtez pas en si bon chemin !
105,@101,Vous avez atteint le rang S ! On dirait que votre rivalité avec l'autre andouille a porté ses fruits !
106,@103,Quoi ? Vous avez déjà atteint le rang S ? Attendez un peu que je vous rattrape ! Vous allez voir !
107,@101," Maintenant, il faut viser la qualité SR !"
108,Theodore,"Vous en êtes au rang R, il faut persévérer."
109,@101,Vous avez atteint le rang SR ! Vous avez fait mordre la poussière à cette andouille de Russel !<p>Vous devez à présent rattraper Theodore et sa qualité UR ! Encore un petit effort !
110,@101,"Vous avez atteint la qualité UR !<p>Faites attention à ne pas vous surmener ! Eh bien, Theodore a déjà fini, il est parti. L'autre andouille est encore loin derrière, ne vous en faites pas."
111,@101,"Vous avez atteint la rang UR ! Vous êtes deuxième après Theodore !<p>C'est assez impressionnant, sachant que cet imbécile et les autres sont sur le point d'abandonner !<p>Vous n'avez plus qu'à attendre que les autres aient fini. Pourquoi ne pas recommencer depuis le début ?"
112,@101,"Waouh ! Ça faisait longtemps ! Vous avez gagné en force depuis la dernière fois.<p>Mais ce n'est pas encore suffisant. Theodore est beaucoup plus puissant que vous.<p>Mais ne vous en faites pas ! J'ai créé un autre manuel d'entraînement pour vous. Attention, il est un peu plus difficile que le dernier ! Ne perdez pas le rythme !<p>Ne vous inquiétez pas trop ! Vous vous en sortirez très bien !"
113,@101,"Parfait, on dirait que vous progressez bien ! Vous avez atteint la qualité B assez vite !<p>Russel ! Russel, où en es-tu ?"
