Id,Name,Description,EffectDescription,SkillDialogue
1101,Combo d'épée d'humain 1,Attaque de base utilisant épée et bouclier.,,
1102,Combo d'épée d'humain 2,@1101,,
1103,Combo d'épée d'humain 3,@1101,,
1104,Combo d'épée d'humain 4,@1101,,
1105,Combo d'épée d'humain 5,@1101,,
1106,Combo d'épée d'humain 6,@1101,,
1201,Combo d'épée d'elfe 1,@1101,,
1202,Combo d'épée d'elfe 2,@1101,,
1203,Combo d'épée d'elfe 3,@1101,,
1204,Combo d'épée d'elfe 4,@1101,,
1205,Combo d'épée d'elfe 5,@1101,,
1206,Combo d'épée d'elfe 6,@1101,,
1301,Combo d'épée d'elfe noir 1,@1101,,
1302,Combo d'épée d'elfe noir 2,@1101,,
1303,Combo d'épée d'elfe noir 3,@1101,,
1304,Combo d'épée d'elfe noir 4,@1101,,
1305,Combo d'épée d'elfe noir 5,@1101,,
1306,Combo d'épée d'elfe noir 6,@1101,,
1401,Combo d'épée de nain 1,@1101,,
1402,Combo d'épée de nain 2,@1101,,
1403,Combo d'épée de nain 3,@1101,,
1404,Combo d'épée de nain 4,@1101,,
1405,Combo d'épée de nain 5,@1101,,
1406,Combo d'épée de nain 6,@1101,,
2101,Combo de lance d'humain 1,Attaque de base utilisant une lance.,,
2102,Combo de lance d'humain 2,@2101,,
2103,Combo de lance d'humain 3,@2101,,
2104,Combo de lance d'humain 4,@2101,,
2105,Combo de lance d'humain 5,@2101,,
2106,Combo de lance d'humain 6,@2101,,
2201,Combo de lance d'elfe 1,@2101,,
2202,Combo de lance d'elfe 2,@2101,,
2203,Combo de lance d'elfe 3,@2101,,
2204,Combo de lance d'elfe 4,@2101,,
2205,Combo de lance d'elfe 5,@2101,,
2206,Combo de lance d'elfe 6,@2101,,
2301,Combo de lance d'elfe noir 1,@2101,,
2302,Combo de lance d'elfe noir 2,@2101,,
2303,Combo de lance d'elfe noir 3,@2101,,
2304,Combo de lance d'elfe noir 4,@2101,,
2305,Combo de lance d'elfe noir 5,@2101,,
2306,Combo de lance d'elfe noir 6,@2101,,
2401,Combo de lance de nain 1,@2101,,
2402,Combo de lance de nain 2,@2101,,
2403,Combo de lance de nain 3,@2101,,
2404,Combo de lance de nain 4,@2101,,
2405,Combo de lance de nain 5,@2101,,
2406,Combo de lance de nain 6,@2101,,
3101,Combo de doubles lames d'humain 1,Attaque de base utilisant des doubles lames.,,
3102,Combo de doubles lames d'humain 2,@3101,,
3103,Combo de doubles lames d'humain 3,@3101,,
3104,Combo de doubles lames d'humain 4,@3101,,
3105,Combo de doubles lames d'humain 5,@3101,,
3106,Combo de doubles lames d'humain 6,@3101,,
3107,Combo de doubles lames d'humain 7,@3101,,
3108,Combo de doubles lames d'humain 8,@3101,,
3201,Combo de doubles lames d'elfe 1,@3101,,
3202,Combo de doubles lames d'elfe 2,@3101,,
3203,Combo de doubles lames d'elfe 3,@3101,,
3204,Combo de doubles lames d'elfe 4,@3101,,
3205,Combo de doubles lames d'elfe 5,@3101,,
3206,Combo de doubles lames d'elfe 6,@3101,,
3207,Combo de doubles lames d'elfe 7,@3101,,
3208,Combo de doubles lames d'elfe 8,@3101,,
3301,Combo de doubles lames d'elfe noir 1,@3101,,
3302,Combo de doubles lames d'elfe noir 2,@3101,,
3303,Combo de doubles lames d'elfe noir 3,@3101,,
3304,Combo de doubles lames d'elfe noir 4,@3101,,
3305,Combo de doubles lames d'elfe noir 5,@3101,,
3306,Combo de doubles lames d'elfe noir 6,@3101,,
3307,Combo de doubles lames d'elfe noir 7,@3101,,
3308,Combo de doubles lames d'elfe noir 8,@3101,,
3401,Combo de doubles lames de nain 1,@3101,,
3402,Combo de doubles lames de nain 2,@3101,,
3403,Combo de doubles lames de nain 3,@3101,,
3404,Combo de doubles lames de nain 4,@3101,,
3405,Combo de doubles lames de nain 5,@3101,,
3406,Combo de doubles lames de nain 6,@3101,,
3407,Combo de doubles lames de nain 7,@3101,,
3408,Combo de doubles lames de nain 8,@3101,,
4101,Combo de dague d'humain 1,Attaque de base utilisant une dague.,,
4102,Combo de dague d'humain 2,@4101,,
4103,Combo de dague d'humain 3,@4101,,
4104,Combo de dague d'humain 4,@4101,,
4105,Combo de dague d'humain 5,@4101,,
4106,Combo de dague d'humain 6,@4101,,
4201,Combo de dague d'elfe 1,@4101,,
4202,Combo de dague d'elfe 2,@4101,,
4203,Combo de dague d'elfe 3,@4101,,
4204,Combo de dague d'elfe 4,@4101,,
4205,Combo de dague d'elfe 5,@4101,,
4206,Combo de dague d'elfe 6,@4101,,
4301,Combo de dague d'elfe noir 1,@4101,,
4302,Combo de dague d'elfe noir 2,@4101,,
4303,Combo de dague d'elfe noir 3,@4101,,
4304,Combo de dague d'elfe noir 4,@4101,,
4305,Combo de dague d'elfe noir 5,@4101,,
4306,Combo de dague d'elfe noir 6,@4101,,
4401,Combo de dague de nain 1,@4101,,
4402,Combo de dague de nain 2,@4101,,
4403,Combo de dague de nain 3,@4101,,
4404,Combo de dague de nain 4,@4101,,
4405,Combo de dague de nain 5,@4101,,
4406,Combo de dague de nain 6,@4101,,
5101,Combo d'arc d'humain 1,Attaque de base utilisant un arc.,,
5102,Combo d'arc d'humain 2,@5101,,
5103,Combo d'arc d'humain 3,@5101,,
5104,Combo d'arc d'humain 4,@5101,,
5201,Combo d'arc d'elfe 1,@5101,,
5202,Combo d'arc d'elfe 2,@5101,,
5203,Combo d'arc d'elfe 3,@5101,,
5204,Combo d'arc d'elfe 4,@5101,,
5301,Combo d'arc d'elfe noir 1,@5101,,
5302,Combo d'arc d'elfe noir 2,@5101,,
5303,Combo d'arc d'elfe noir 3,@5101,,
5304,Combo d'arc d'elfe noir 4,@5101,,
5401,Combo d'arc de nain 1,@5101,,
5402,Combo d'arc de nain 2,@5101,,
5403,Combo d'arc de nain 3,@5101,,
5404,Combo d'arc de nain 4,@5101,,
6101,Combo de bâton d'humain 1,Attaque de base utilisant un bâton.,,
6102,Combo de bâton d'humain 2,@6101,,
6103,Combo de bâton d'humain 3,@6101,,
6104,Combo de bâton d'humain 4,@6101,,
6201,Combo de bâton d'elfe 1,@6101,,
6202,Combo de bâton d'elfe 2,@6101,,
6203,Combo de bâton d'elfe 3,@6101,,
6204,Combo de bâton d'elfe 4,@6101,,
6301,Combo de bâton d'elfe noir 1,@6101,,
6302,Combo de bâton d'elfe noir 2,@6101,,
6303,Combo de bâton d'elfe noir 3,@6101,,
6304,Combo de bâton d'elfe noir 4,@6101,,
6401,Combo de bâton de nain 1,@6101,,
6402,Combo de bâton de nain 2,@6101,,
6403,Combo de bâton de nain 3,@6101,,
6404,Combo de bâton de nain 4,@6101,,
11111,Explosion d'énergie,"<SkillTitle>[Toute arme]</>
Génère une concentration d'énergie en face et la fait exploser, infligeant des dégâts aux ennemis.",Dégâts : {[Use34Param]1%} % de l'ATQ +{1},
11112,Frappe puissante,"<SkillTitle>[Épée et bouclier, lance et doubles lames uniquement]</>
Brandit l'arme en grand arc de cercle pour infliger des dégâts aux ennemis et les renverser.","Dégâts : {[Use34Param]1%} % de l'ATQ +{1}
Renverse les cibles pendant 2 s.",
11113,Impact précipité,"<SkillTitle>[Épée et bouclier, lance et doubles lames uniquement]</>
Se rue vers les ennemis pour leur infliger des dégâts et les renverser.",@11112,
11121,@11111,@11111,@11111,
11122,Coup mortel,"<SkillTitle>[Dague uniquement]</>
Charge et attaque l'ennemi à toute puissance pour le renverser.",@11112,
11123,Poussée de puissance,"<SkillTitle>[Dague uniquement]</>
Fonce sur les ennemis tout en attaquant et en les étourdissant brièvement.","Dégâts : {[Use34Param]1%} % de l'ATQ +{1}
Étourdit les cibles pendant 2 s.",
11124,Tir puissant,"<SkillTitle>[Arc uniquement]</>
Tire une flèche qui inflige des dégâts à l'ennemi et le renverse.","Dégâts : {[Use34Param]1-1%} % de l'ATQ +{1-1}
Renverse les cibles pendant 2 s.",
11125,Double tir,"<SkillTitle>[Arc uniquement]</>
Tire deux flèches sur l'ennemi en face et lui inflige de lourds dégâts.",Dégâts : {[Use34Param]1-1%} % de l'ATQ +{1-1} tous les 2 tirs,
11131,Missile d'énergie,"<SkillTitle>[Toute arme]</>
Lance une boule d'énergie pénétrante pour attaquer les ennemis distants en face.",Dégâts : {[Use34Param]1-1%} % de l'ATQ +{1-1},
11132,Frappe de flamme,"<SkillTitle>[Bâton uniquement]</>
Lance une boule de feu qui inflige de lourds dégâts explosifs et renverse les ennemis.",@11124,
11133,Frappe venteuse,"<SkillTitle>[Bâton uniquement]</>
Déchaîne une rafale de vent qui passe à travers les ennemis en ligne droite et les attaque.",@11131,
12111,@11111,@11111,@11111,
12112,@11112,@11112,@11112,
12113,@11113,@11113,@11112,
12121,@11111,@11111,@11111,
12122,@11122,@11122,@11112,
12123,@11123,@11123,@11123,
12124,@11124,@11124,@11124,
12125,@11125,@11125,@11125,
12131,@11131,@11131,@11131,
12132,@11132,@11132,@11124,
12133,@11133,@11133,@11131,
13111,@11111,@11111,@11111,
13112,@11112,@11112,@11112,
13113,@11113,@11113,@11112,
13121,@11111,@11111,@11111,
13122,@11122,@11122,@11112,
13123,@11123,@11123,@11123,
13124,@11124,@11124,@11124,
13125,@11125,@11125,@11125,
13131,@11131,@11131,@11131,
13132,@11132,@11132,@11124,
13133,@11133,@11133,@11131,
14111,@11111,@11111,@11111,
14112,@11112,@11112,@11112,
14113,@11113,@11113,@11112,
14121,@11111,@11111,@11111,
14122,@11122,@11122,@11112,
14123,@11123,@11123,@11123,
14124,@11124,@11124,@11124,
14125,@11125,@11125,@11125,
14131,@11131,@11131,@11131,
14132,@11132,@11132,@11124,
14133,@11133,@11133,@11131,
11211,Heurt,"<SkillTitle>[Épée et bouclier uniquement]</>
Brandit l'arme pour infliger des dégâts aux ennemis et les renverser.","Dégâts : {[Use34Param]1%} % de l'ATQ +{1}.
Renverse la cible pendant 2 s.
Aggro +50 %.",
