Id,Name
1,Tour de l'insolence
2,Donjon d'extraction
4,Sanctuaire des souvenirs scellés
5,@4
6,@4
7,@4
8,Quêtes quotidiennes
9,Quêtes hebdo.
10,Ruines elfiques 1
11,Ruines elfiques 2
12,Nid de fourmis 1
13,Nid de fourmis 2
14,Tour de Cruma 2
15,Tour de Cruma 3
16,Tour d'ivoire 1
17,Tour d'ivoire 2
18,Donjon d'Adena
19,@18
20,@18
21,@18
22,Gardien du temple
23,@22
24,@22
25,@22
26,Exploits d'exp.
27,@26
28,@26
29,@26
32,Cercle d'invocation
33,Tour d'ivoire 3
34,@32
35,@32
36,@32
39,@22
40,@26
41,Laboratoire de la Tour d'ivoire
42,Canopée de la Forêt des secrets
43,Sous-bois de la Forêt des secrets
44,Site du massacre de la Forêt des secrets
