Id,Name,EffectTypeName,Desc
1001,Renversement ordinaire,Renversement,
1002,@1001,@1001,Dernier coup d'attaque de base
1003,@1001,@1001,
1004,Invincibilité ordinaire,Invincible,Aucun dégât subi.
1005,Buff de protection de résurrection,@1004,Aucun dégât subi. Attaquer un ennemi dissipera le buff d'invincibilité.
1011,Étourdissement ordinaire,Étourdissement,Étourdissement
10111,Impact précipité : renversement,@1001,
10122,Poussée de puissance : ralentissement,Ralentissement,Vitesse -{1%} %
11211,Heurt,Augmentation des gains d'aggro,Gain d'aggro +50 %
112124,Vengeance,Cible verrouillée (PJ),Attaque forcée
112125,@112124,Réduction de l'ATQ,ATQ -{1}
112126,@112124,Cible verrouillée (PNJ),
11213,Majesté,"Majesté : amplification du niveau de menace, amplification de la DÉFP/DÉFM, réduction de l'esquive","DÉF +{2%} %, aggro de toutes les attaques +{1%} %, renvoi des dégâts : {1%} %"
11221,Jugement,Réduction de la DÉF,
11222,Tempête de tonnerre,Étourdissement,@1011
112231,Balayage large,"Coup multiple : amplification des coups simultanés, augmentation de la VIT d'ATQ","Coups ennemis simultanés +{1}, VIT d'ATQ +{2%} %"
11231,Nuage de sable,Aveugle,Taux de précision -{1%} %
11232,Pas en arrière : étourdissement,@11222,@1011
112331,Hâte,Hâte : Amplification de la VIT d'ATQ,VIT d'ATQ +{1%} %
112332,@112331,Hâte : amplification de l'esquive,Esquive +{1%} %
11242,Pluie de flèches,Réduction de l'ATQP,Réduction de l'ATQ
11243,Snipe,"Snipe : portée d'attaque, ATQ, augmentation de la précision, Immobilité",Atq.: {2%}%. Préc. +{3}. Augmente la portée d'attaque. Réduit la vitesse.
11244,Œil de faucon,"Œil de faucon : augmentation des critiques, réduction de la DÉF",Taux de CRIT. +{1} et DÉG +{2%} %
11251,Coup fusion,Dégâts sur la durée,Dégâts sur la durée
112531,Boost de mana,Boost de mana : amplification des PM max.,"Utilisation de PM +{1%} %, dégâts de compétence +{2%} %"
11261,Punition divine : étourdissement,@1001,
11262,Restauration,Soins sur la durée,Soins sur la durée
12211,Tribunal,Cible verrouillée,Gain d'aggro +30 %
12212,Grâce d'Eva,Réduction de la VIT d'ATQ,Réduit la régén. des PV de 50 %.
122131,Posture d'égide,Posture d'égide : immunité temporaire contre les dégâts,Immunité contre les DÉG
122132,@122131,Posture d'égide : augmentation de la vitesse,Vitesse +{1%} %
12221,Blaster sonique,Blaster sonique : Réduction de la vitesse,Vitesse +{1%} %
122231,Rythme de combat,Rythme de combat : de l'ATQ,"ATQ +{1}, DÉF +{3} des membres du groupe"
122241,Chant du nemrod,Chant du nemrod : taux de CRIT du groupe,Taux de CRIT des membres du groupe +{1%} %
12231,Triple écharde,Réduction de la vitesse,"DÉF -{1%} %, VIT d'ATQ -{3%} % et vitesse -{4%} %."
12232,Ouragan de lames,@1011,@1011
12233,Marche des plaines,"Marche des plaines : VIT d'ATQ, amplification de la vitesse, taux d'absorption de PV",VIT d'ATQ : {1%} %. Vitesse : +{2%} %. Taux de drainage de PV : {3%} %
12241,Tir mortel,Augmentation du taux de CRIT.,
12242,Double tir large,Double tir large : Augmentation Réduction,DÉFP : {1%} %
122431,Œil de l'esprit,Œil de l'esprit : forte augmentation du taux de CRIT,Taux de CRIT +{1}
122441,Double pas rapide,"Double pas rapide : forte augmentation de la vitesse, faible augmentation de la VIT d'ATQ","Vitesse +{1%} %, VIT d'ATQ +{2%} %"
12251,Lance glaciale : gel,@11222,
12252,Blizzard,@10122,@10122
122521,@12252,@1011,@1011
122614,Cauchemar,@10122,Vitesse -10 %
122615,Feu sacré,Augmentation des dégâts subis,Dégâts subis +{1%} %
12263,Soin majeur,Soins,
122631,Actualisation mentale,Actualisation mentale : réduction du temps de recharge du groupe,Temps de recharge des compétences des membres du groupe -{1#} s
12264,Suivre la défense,"Buff défensif de groupe, P et M",DÉF des membres du groupe +{1%} %
13211,Succion de vie,Augmentation de la DÉF,DÉF -{1%} %
132125,Chaîne d'hydre,@11222,@1011
132126,@132125,Immunité contre Attraction et Provocation,Effet de la concentration d'aggro
13213,Défense ultime,"Défense ultime : forte augmentation de la DÉFP et DÉFM, Immobilité",DÉF : {1%} % +{3}. Réduit la vitesse des ennemis.
132132,@13213,Défense ultime : ennemi ralenti,Réduction de la vitesse
13222,Tempête d'ouragans,@10122,@10122
132221,@13222,Augmentation de la vitesse,Vitesse +{1%} %
132231,Danse du guerrier,Danse du guerrier : augmentation de l'ATQP du groupe,ATQP des membres du groupe +{1}
132241,Danse furieuse,Danse furieuse : augmentation de la VIT d'ATQ du groupe,VIT d'ATQ des membres du groupe +{1%} %
13231,Dard,DÉG de saignement suppl.,DÉG : {[Use34Param]1-1%} % de l'ATQ +{1-1}
13232,Pluie tranchante : DÉG de saignement suppl.,@13231,
132322,Pluie tranchante,@11222,@1011
132331,Posture vicieuse,Posture vicieuse : amplification des dégâts CRIT,DÉG CRIT +{1%} %
132332,Coup critique de posture vicieuse,Posture vicieuse : taux de CRIT à 100 %,Efficacité max. du taux de CRIT
13242,Tir étourdissant,@11222,
