Id,EffectTypeName
11011,
11021,
11031,
11041,
11051,
11061,
11062,Renversement ordinaire
12011,
12021,
12031,
12041,
12051,
12061,
12062,@11062
13011,
13021,
13031,
13041,
13051,
13061,
13062,@11062
14011,
14021,
14031,
14041,
14051,
14061,
14062,@11062
21011,
21021,
21031,
21041,
21051,
21061,
21062,@11062
22011,
22021,
22031,
22041,
22051,
22061,
22062,@11062
23011,
23021,
23031,
23041,
23051,
23061,
23062,@11062
24011,
24021,
24031,
24041,
24051,
24061,
24062,@11062
31011,
31021,
31031,
31041,
31051,
31061,
31071,
31081,
31082,@11062
32011,
32021,
32031,
32041,
32051,
32061,
32071,
32081,
32082,@11062
33011,
33021,
33031,
33041,
33051,
33061,
33071,
33081,
33082,@11062
34011,
34021,
34031,
34041,
34051,
34061,
34071,
34081,
34082,@11062
41011,
41021,
41031,
41041,
41051,
41061,
41062,@11062
42011,
42021,
42031,
42041,
42051,
42061,
42062,@11062
43011,
43021,
43031,
43041,
43051,
43061,
43062,@11062
44011,
44021,
44031,
44041,
44051,
44061,
44062,@11062
51011,
51021,
51031,
51041,
51042,@11062
52011,
52021,
52031,
52041,
52042,@11062
53011,
53021,
53031,
53041,
53042,@11062
54011,
54021,
54031,
54041,
54042,@11062
61011,
61021,
61031,
61041,
61042,@11062
62011,
62021,
62031,
62041,
62042,@11062
63011,
63021,
63031,
63041,
63042,@11062
64011,
64021,
64031,
64041,
64042,@11062
111111,
111121,
111123,@11062
111131,
111133,Impact précipité : renversement
111211,
111221,
111223,@11062
111231,Poussée de puissance
111234,Étourdissement ordinaire
111241,Tir puissant
111242,@11062
111251,Double tir
111311,Missile d'énergie
111321,Frappe de flamme
111331,Frappe venteuse
121111,
121121,
121123,@11062
121131,
121133,@111133
121211,
121221,
121223,@11062
121231,@111231
121234,@111234
121241,@111241
121242,@11062
121251,@111251
121311,@111311
121321,@111321
121331,@111331
131111,
131121,
131123,@11062
131131,
131133,@111133
131211,
131221,
131223,@11062
131231,@111231
131234,@111234
131241,@111241
131242,@11062
131251,@111251
131311,@111311
131321,@111321
131331,@111331
141111,
141121,
141123,@11062
141131,
141133,@111133
141211,
141221,
141223,@11062
141231,@111231
141234,@111234
141241,@111241
141242,@11062
141251,@111251
141311,@111311
141321,@111321
141331,@111331
112111,Heurt
112113,Heurt : aggro
112114,@11062
112121,Vengeance
112124,Vengeance : cible verrouillée
112125,@112124
112126,Vengeance : réduction de l'ATQ
112131,"Majesté : amplification du niveau de menace, amplification de la DÉFP/DÉFM, réduction de l'esquive"
112211,
112214,@11062
112221,Tempête de tonnerre
112231,Balayage large : amplification des frappes simultanées
112311,ATQ
112313,Nuage de sable : aveugle (réduction de la précision)
112321,@112311
112323,Étourdissement
112331,Hâte : amplification de la VIT d'ATQ
112332,Hâte : amplification de l'esquive
112411,@112311
112412,Renversement
112421,Pluie de flèches
112431,"Snipe : portée d'attaque, ATQ, augmentation de la précision, Immobilité"
112441,"Œil de faucon : augmentation des critiques, réduction de la DÉF"
112511,Volcan
112521,Coup fusion
112531,Boost de mana : amplification des PM max.
112532,Boost de mana : régénération des PM
112611,Punition divine
112621,Soin majeur
112622,@112621
122111,@112311
122113,Tribunal : cible verrouillée
122114,@11062
122121,Grâce d'Eva
122131,Posture d'égide : invincibilité temporaire
122132,Posture d'égide : augmentation de la vitesse
122211,Blaster sonique
122221,Tempête sonique
122231,Rythme de combat : de l'ATQ
122241,Chant du nemrod : taux de CRIT du groupe
122311,
122313,Réduction de la vitesse
122321,
122323,Ouragan de lames : réduction de la VIT d'ATQ
122331,"Marche des plaines : amplification de la vitesse, VIT d'ATQ"
122412,Tir mortel
122413,@112323
122421,Double tir large
122431,Œil de l'esprit : forte augmentation du taux de CRIT
122441,Double pas rapide : forte augmentation de la vitesse
122511,Lance glaciale
122521,
122523,Blizzard : ralentissement
122524,Blizzard : étourdissement
122611,Feu sacré
122613,@122611
122615,Feu sacré : augmentation des dégâts subis
122621,Restauration
122631,Actualisation mentale : réduction du temps de recharge du groupe
122632,Actualisation mentale : retire le débuff
122641,"Buff défensif de groupe, P et M"
132111,
132112,"Succion de vie : réduction de la DÉF, aggro"
132113,Taux de drainage de PV
132121,@112311
132123,Attraction
132125,Chaîne d'hydre : étourdissement
132126,Chaîne d'hydre : immunité à la provocation
132131,"Défense ultime : forte augmentation de la DÉFP et DÉFM, Immobilité"
132132,@132131
132211,
132213,@11062
132221,
132222,Tempête d'ouragans : ralentissement
132223,Tempête d'ouragans : augmentation de la vitesse
132231,Danse du guerrier : augmentation de l'ATQP du groupe
132241,Danse furieuse : augmentation de la VIT d'ATQ du groupe
132311,Dard
132312,Dard : DÉG ignorant la DÉF
132313,Dard : DÉG de saignement suppl.
132321,
132322,Pluie tranchante : saignement
132323,Pluie tranchante : étourdissement
132331,Posture vicieuse : amplification des dégâts CRIT
132332,Posture vicieuse : taux de CRIT 100 %
132411,Dard mortel
132421,Tir étourdissant
132422,@112323
132431,"Tir rapide : augmentation de la VIT d'ATQ, réduction de la portée d'attaque"
132441,Contre fatal : forte amplification de l'ATQ et réduction de l'esquive
132511,Souffle sombre
132521,Corruption
132522,@132521
132531,Amplification de l'ATQM : forte amplification de l'ATQM
132611,
132613,Soins
132621,
132623,Rage sanglante : ralentissement
132624,Rage sanglante : retire le buff
132631,Surpuissance : forte augmentation de l'ATQM du groupe
132632,@112621
132641,@112621
142111,
142113,Poussée : réduction de la DÉF
142121,
142122,Tremblement de terre : renversement
142123,@142122
