Id,Name,Desc
1,Conquer Elven Ruins 1.,Defeat {TaskCount} Lycanthrope(s).
2,@1,@1
3,@1,@1
4,@1,Defeat {TaskCount} Desmodus(es).
5,@1,@4
6,@1,@4
7,@1,Defeat Horror Wing {TaskCount} time(s).
8,@1,Defeat Ryukaon {TaskCount} time(s).
9,@1,Defeat Arachne {TaskCount} time(s).
10,@1,Acquire {TaskCount} Monster Core(s).
11,@1,@10
12,@1,Defeat {TaskCount} dungeon monster(s).
13,@1,@12
14,Conquer Elven Ruins 2.,Defeat {TaskCount} Spartoi Berserker(s).
15,@14,Defeat {TaskCount} Spartoi Patrol(s).
16,@14,Defeat {TaskCount} Hermit Pincher(s).
17,@14,Defeat {TaskCount} Hermit Fang Spider(s).
18,@14,Defeat {TaskCount} Spartoi Hunter(s).
19,@14,Defeat {TaskCount} Spartoi Attacker(s).
20,@14,@14
21,@14,@15
22,@14,@16
23,@14,@17
24,@14,@18
25,@14,@19
26,@14,Defeat Maniskull {TaskCount} time(s).
27,@14,Defeat Felix {TaskCount} time(s).
28,@14,Defeat Death Gazer {TaskCount} time(s).
29,@14,Defeat Necross {TaskCount} time(s).
30,@14,@10
31,@14,@10
32,@14,@10
33,@14,@12
34,@14,@12
35,@14,@12
36,Conquer Ant Nest 1.,Defeat {TaskCount} Ant Soldier Larvae.
37,@36,Defeat {TaskCount} Worker Ant Larvae.
38,@36,Defeat {TaskCount} Worker Ant(s).
39,@36,Defeat {TaskCount} Ant Soldier(s).
40,@36,@36
41,@36,@37
42,@36,@38
43,@36,Defeat Reaver {TaskCount} time(s).
44,@36,Defeat Ant Nest Foreman {TaskCount} time(s).
45,@36,@10
46,@36,@10
47,@36,@10
48,@36,@12
49,@36,@12
50,@36,@12
51,Conquer Ant Nest 2.,Defeat {TaskCount} Ant Larvae.
52,@51,Defeat {TaskCount} Worker Ant Overseer(s).
53,@51,Defeat {TaskCount} Ant Soldier Recruit(s).
54,@51,@51
55,@51,@52
56,@51,@53
57,@51,Defeat Ant Nest Royal Guard {TaskCount} times.
58,@51,Defeat Spawning Ground Keeper {TaskCount} time(s).
59,@51,@10
60,@51,@10
61,@51,@10
62,@51,@12
63,@51,@12
64,@51,@12
65,Conquer Cruma Tower Floor 2.,Defeat {TaskCount} of Mordeo’s Minion(s).
66,@65,Defeat {TaskCount} Excuro(s).
67,@65,Defeat {TaskCount} Porta(s).
68,@65,Defeat {TaskCount} High Excuro(s).
69,@65,Defeat {TaskCount} of Mordeo’s Guard(s).
70,@65,Defeat {TaskCount} Bound Porta(s).
71,@65,Defeat Mystique {TaskCount} time(s).
72,@65,Defeat Stelos {TaskCount} time(s).
73,@65,Defeat Master Mordeo {TaskCount} time(s).
74,@65,Defeat Serbo Prime {TaskCount} time(s).
75,@65,@10
76,@65,@10
77,@65,@10
78,@65,@10
79,@65,@10
80,@65,@10
81,@65,@12
82,@65,@12
83,@65,@12
84,@65,@12
85,@65,@12
86,@65,@12
87,Conquer Cruma Tower Floor 3.,Defeat {TaskCount} Validus Guard(s).
88,@87,Defeat {TaskCount} Validus Patrol(s).
89,@87,Defeat {TaskCount} Gustos Susceptor(s).
90,@87,Defeat {TaskCount} Kusion Susceptor(s).
91,@87,Defeat {TaskCount} Meforde(s).
92,@87,@87
93,@87,@88
94,@87,@89
95,@87,@90
96,@87,@91
97,@87,Defeat Greezo {TaskCount} time(s).
98,@87,Defeat Julius {TaskCount} time(s).
99,@87,Defeat Magnus {TaskCount} time(s).
100,@87,@10
101,@87,@10
102,@87,@10
103,@87,@12
104,@87,@12
105,@87,@12
107,Conquer Ivory Tower Catacomb 1.,Defeat Thorn Dicor {TaskCount} time(s).
108,@107,Defeat Tainted Walking Fungus {TaskCount} time(s).
109,@107,@107
110,@107,@108
111,@107,Defeat Mesheemp {TaskCount} time(s).
112,@107,Defeat Corepio {TaskCount} time(s).
113,@107,Defeat Preta {TaskCount} time(s).
114,@107,@10
115,@107,@10
116,@107,@10
117,@107,@12
118,@107,@12
119,@107,@12
120,Conquer Ivory Tower Catacomb 2.,Defeat Swamp Medusa {TaskCount} time(s).
121,@120,Defeat Cave Medusa {TaskCount} time(s).
122,@120,Defeat Stakato Soldier {TaskCount} time(s).
123,@120,Defeat Stakato Trooper {TaskCount} time(s).
124,@120,@120
125,@120,@121
126,@120,@122
127,@120,@123
128,@120,Defeat Vulture {TaskCount} time(s).
129,@120,Defeat Gargu {TaskCount} time(s).
130,@120,Defeat Morpheus {TaskCount} time(s).
131,@120,@10
132,@120,@10
133,@120,@10
134,@120,@12
135,@120,@12
