Id,Name
1,East Talking Island
2,West Talking Island
3,Gludin Highway
4,Gludio Plains
5,Windawood Manor
6,Wasteland
7,Plains of Dion
8,Cruma Swamp
9,Summit of Dissonance
10,Shrieking Hallows
11,Giran Dominion
12,Deathly Fog Shores
13,Devil's Isle
14,Haunted Necropolis
15,Northwind Plateau
16,Eternal Lands
17,Ivory Tower Conquered Territory
18,Dragon Valley
200,Elven Ruins 1
201,Elven Ruins 2
202,Ant Nest 1
203,Ant Nest 2
204,Cruma Tower Floor 2
205,Cruma Tower Floor 3
206,Ivory Tower Catacomb 1
207,Ivory Tower Catacomb 2
208,Ivory Tower Catacomb 3
209,Ivory Tower Catacomb Laboratory
210,Forest of Secrets Canopy
211,Forest of Secrets Understory
212,Forest of Secrets Slaughter Site
213,Dragon Cave 1
214,Dragon Cave 2
215,Antharas’s Nest
300,Altar of Madness
301,Countess of Blood’s Boudoir
400,Temporal Rift
402,Zaken's Ghost Ship
11000,Sanctuary of Lost Memories
12000,Tower of Insolence
13000,Extraction Pit
14000,Arena
14001,Honorable Battlefield
14002,Courageous Battlefield
14005,Scrimmage Arena
16003,Gludin Highway Fortress
16004,Gludio Plains Fortress
16005,Windawood Manor Fortress
16006,Wasteland Fortress
16007,Plains of Dion Fortress
16008,Cruma Swamp Fortress
16009,Summit of Dissonance Fortress
16010,Shrieking Hallows Fortress
16011,Giran Dominion Fortress
16012,Deathly Fog Shores Fortress
16013,Devil's Isle Fortress
16014,Haunted Necropolis Fortress
16015,Northwind Plateau Fortress
16016,Eternal Lands Fortress
16017,Ivory Tower Conquered Fortress
16018,Dragon Valley Fortress
16019,Dolmen Ruins Fortress
16020,Shattered Lands Fortress
16021,Obelisk of Victory Fortress
16022,Fortified Camp Fortress
16023,Whispering Woods Fortress
16024,Haunted Forest Fortress
16025,Western Scout Post Fortress
16026,Elven Ruins Fortress
16999,Open Siege
17001,Gludio Castle
17002,Dion Castle
17003,Giran Castle
17004,Oren Castle
18100,Kresous’s Strongbox
18200,Underworld Rift
18300,Sealed Entrance
18400,Temple of Water
18500,Sinister Laboratory
19001,[Clan Hall]
20000,Lesser Giant's Lab
20001,@20000
20002,@20000
21000,마그나딘
211010,Giant's Laboratory
30001,God’s Gift
30002,@30001
999,Castle Siege TEST
998,PvP TEST
1000,Protoland 1
1001,Protoland 2
1002,Land of Monstrous Scales
1005,Land of Monstrous Scales 2
1006,Land of Monstrous Scales 3
1007,Another Castle Siege Test
1008,Fortress Siege Test
1009,@1008
1010,@1008
1011,@1008
1012,Skill Test World
1013,Named Scale Land
2000,Pupland
2001,Pupland 1
2002,Pupland 2
2003,Pupland 3
2004,Pupland 4
2005,Pupland 5
2006,Pupland 6
2007,Pupland 7
2008,Pupland 8
60001,Aden Castle
70001,@60001
70002,Aden History
100200,Outworld
100204,@204
100018,Evil Summoning Stone Interior
100003,Devastated Gludin Harbor
200001,Theodore's Outworld
200002,Basement
200003,Campsite Under Attack
200004,Oren Castle Outskirts
200005,Oren Castle Underground Prison
200200,Blood King's Territory
211000,Talking Island First Seal
211001,Talking Island Second Seal
211002,Talking Island Third Seal
211003,Talking Island Fourth Seal
200206,@206
213000,Dark Brotherhood Laboratory
200010,Zaken’s Abyss
210206,@206
210207,@207
210208,@13
299301,Gadget World - Countess of Blood’s Boudoir
299981,Gadget World - East Talking Island
299982,Gadget World - West Talking Island
299983,Gadget World - Gludin Highway
299984,Gadget World - Gludio Plains
299985,Gadget World - Windawood Manor
299986,Gadget World - Wasteland
299987,Gadget World - Plains of Dion
299988,Gadget World - Cruma Swamp
299989,Gadget World - Summit of Dissonance
299990,Gadget World - Shrieking Hallows
299991,Gadget World - Giran Dominion
299992,Gadget World - Deathly Fog Shores
299993,Gadget World - Devil's Isle
299994,Gadget World - Haunted Necropolis
299995,Gadget World - Northwind Plateau
299996,Gadget World - Eternal Lands
299997,Gadget World - Ivory Tower Conquered Territory
299998,Gadget World - Dragon Valley
1500,Protoland 5
300201,@201
300203,@203
300205,@205
300207,@207
