Key,Value
ACCOUNT_CONFINE,تم حظر هذا الحساب.
ACHIEVEMENT,الإنجاز
ACHIEVEMENT_CLEAR_ASSETS,اكتمل إنجاز المورد!
ACHIEVEMENT_CLEAR_BATTLE,اكتمل إنجاز المعركة!
ACHIEVEMENT_CLEAR_DAILY,اكتمل الإنجاز اليومي!
ACHIEVEMENT_CLEAR_GROWTH,اكتمل إنجاز التعزيز!
ACHIEVEMENT_CLEAR_ITEM,اكتمل إنجاز المعدات!
ACHIEVEMENT_CLEAR_MONTHLY,اكتمل الإنجاز الشهري!
ACHIEVEMENT_CLEAR_SOCIAL,اكتمل الإنجاز الاجتماعي!
ACHIEVEMENT_CLEAR_WEEKLY,اكتمل الإنجاز الأسبوعي!
ACHIEVEMENT_LEVELREWARD_ERROR,لقد حصلتَ بالفعل على المكافأة اللازمة للوصول إلى هذا المستوى من الإنجاز.
ACHIEVEMENT_POINT,نقاط الإنجاز
ADENA_LOOTED,[Adena] من عملات أدينا المكتسبة
SIEGE_FESTIVAL_TICKET_LOOTED,[Value] المكتسبة من تذكرة (تذاكر) مهرجان الحصار
ADENA_NOT_ENOUGH,لا توجد عملات أدينا كافية.
AHIEVEMENT_HEROIC_WAY,طريق البطل
APP_VERSION_UNDER_MIN,لا يكون إصدار التطبيق الخاص بك هو الإصدار الأحدث.
APP_VERSION_UNDER_LATEST,"ثمة إصدار جديد متاح.
هل ترغب في التحديث؟"
ARMOR_TYPE_HEAVY,درع ثقيل
ARMOR_TYPE_LIGHT,درع خفيف
ARMOR_TYPE_ROBE,رداء
ASSETS_ACQUIRE_FROM_GUILD_GREETING,تم الترحيب بـ [MemberCount] من أفراد العشيرة واكتساب <FontYellow>[AssetCount] من عملات العشيرة</>.
ASSETS_ACQUIRE_FROM_RECEIVE_GUILD_GREET,تم الرد على [MemberCount] من الترحيبات الصادرة عن أفراد العشيرة واكتساب <FontYellow>[AssetCount] من عملات أدينا</>.
ATTENDANCE_NO_MORE_REWARD,لا توجد مكافآت للمطالبة بها.
ATTENDANCE_REWARD_SENT_TO_MAILBOX,تم إرسال المكافآت الخاصة بيوم [Param1] إلى صندوق البريد الخاص بك.
AUCTION_COST,التكلفة
AUCTION_ESTIMATED_TIME,سيُدرج في [Time]
AUCTION_GROUP_ACCESSORY,أداة إضافية
AUCTION_GROUP_ARMOR,درع
AUCTION_GROUP_ELIXIR,مواد الإكسير/الجرعات
AUCTION_GROUP_ENCHANT,مواد التعزيز
AUCTION_GROUP_EquipmentCraft,مواد البراعة
AUCTION_GROUP_ETC,أخرى
AUCTION_GROUP_MONSTERCORE,قلب الوحش
AUCTION_GROUP_SKILLBOOK,المخطوطات/الصفحات المنسية
AUCTION_GROUP_SOULSTONE,تمثال بلوري
AUCTION_GROUP_USEITEM,مواد استهلاكية
AUCTION_GROUP_WEAPON,سلاح
