Key,ValueKey,WarningSoundPlay
ACCOUNT_CONFINE,731000000001,1
ACHIEVEMENT,191000000014,0
ACHIEVEMENT_CLEAR_ASSETS,731000000003,0
ACHIEVEMENT_CLEAR_BATTLE,731000000004,0
ACHIEVEMENT_CLEAR_DAILY,731000000005,0
ACHIEVEMENT_CLEAR_GROWTH,731000000006,0
ACHIEVEMENT_CLEAR_ITEM,731000000007,0
ACHIEVEMENT_CLEAR_MONTHLY,731000000008,0
ACHIEVEMENT_CLEAR_SOCIAL,731000000009,0
ACHIEVEMENT_CLEAR_WEEKLY,731000000010,0
ACHIEVEMENT_LEVELREWARD_ERROR,731000000011,0
ACHIEVEMENT_POINT,91000000076,0
ADENA_LOOTED,731000000013,0
ADENA_NOT_ENOUGH,351000000030,1
AHIEVEMENT_HEROIC_WAY,4005,0
APP_VERSION_UNDER_MIN,731000000016,1
APP_VERSION_UNDER_LATEST,731000000017,0
ARMOR_TYPE_HEAVY,561000002210,0
ARMOR_TYPE_LIGHT,561000002220,0
ARMOR_TYPE_ROBE,561000002230,0
ASSETS_ACQUIRE_FROM_GUILD_GREETING,731000000021,0
ASSETS_ACQUIRE_FROM_RECEIVE_GUILD_GREET,731000000022,0
ATTENDANCE_NO_MORE_REWARD,731000000023,0
ATTENDANCE_REWARD_SENT_TO_MAILBOX,731000000024,0
AUCTION_COST,731000000025,0
AUCTION_ESTIMATED_TIME,731000000026,0
AUCTION_GROUP_ACCESSORY,4019,0
AUCTION_GROUP_ARMOR,4018,0
AUCTION_GROUP_ELIXIR,731000000029,0
AUCTION_GROUP_ENCHANT,731000000030,0
AUCTION_GROUP_ETC,731000000031,0
AUCTION_GROUP_MONSTERCORE,1025,0
AUCTION_GROUP_SKILLBOOK,731000000033,0
AUCTION_GROUP_SOULSTONE,4016,0
AUCTION_GROUP_USEITEM,562000400001,0
AUCTION_GROUP_WEAPON,4017,0
AUCTION_HOUSE,191000000104,0
AUCTION_HOUSE_CATEGORY,731000000038,0
AUCTION_HOUSE_EQ_ITEM_SELL,731000000039,0
AUCTION_HOUSE_FAVORITE_SELLCANCEL,731000000040,0
AUCTION_HOUSE_FAVORITE_SELLCOMPLETE,731000000041,0
AUCTION_HOUSE_FAVORITE_SELLFAILED,731000000042,0
AUCTION_HOUSE_FAVORITE_SELLING,731000000043,0
AUCTION_HOUSE_FAVORITE_WAITING,731000000044,0
AUCTION_HOUSE_GRADE,731000000045,0
AUCTION_HOUSE_GRADE_A,10003,0
AUCTION_HOUSE_GRADE_B,10002,0
AUCTION_HOUSE_GRADE_R,10005,0
AUCTION_HOUSE_GRADE_S,10004,0
AUCTION_HOUSE_GRADE_SR,10006,0
AUCTION_HOUSE_ITEM_BUY,731000000051,0
AUCTION_HOUSE_ITEM_FAVORITE,731000000052,0
AUCTION_HOUSE_ITEM_FAVORITE_CANCEL,731000000053,0
AUCTION_HOUSE_ITEM_SELL,731000000039,0
AUCTION_HOUSE_LOG_GAIN,731000000055,0
AUCTION_HOUSE_LOG_SPEND,731000000056,0
AUCTION_HOUSE_LOG_STATE_BUY_COMPLETED,731000000057,0
AUCTION_HOUSE_LOG_STATE_CANCEL_SELL,731000000040,0
AUCTION_HOUSE_LOG_STATE_SELL_COMPLETED,731000000041,0
AUCTION_HOUSE_LOG_STATE_SELL_FAILED,731000000060,1
AUCTION_HOUSE_LOG_STATE_SELLING,731000000061,0
AUCTION_HOUSE_LOG_STATE_TIMEOVER,731000000062,0
AUCTION_HOUSE_LOG_STATE_WAITING_REGISTER,731000000063,0
AUCTION_HOUSE_MAX_PRICE,731000000064,0
AUCTION_HOUSE_RESULT_GET,731000000065,0
AUCTION_HOUSE_RESULT_GET_ALL,731000000066,0
AUCTION_HOUSE_SALES_TYPE,731000000067,0
AUCTION_HOUSE_SELECT_CATEGORY,731000000068,0
AUCTION_HOUSE_SELECT_GRADE,731000000069,0
AUCTION_HOUSE_SELECT_SORT,731000000070,0
AUCTION_HOUSE_SELECT_TYPE,731000000071,0
AUCTION_HOUSE_SORT,731000000072,0
AUCTION_HOUSE_SORT_CLOSING_DATE,731000000073,0
AUCTION_HOUSE_SORT_HIGH_PRICE,731000000074,0
AUCTION_HOUSE_SORT_LATELY_DATE,731000000075,0
AUCTION_HOUSE_SORT_LOW_PRICE,731000000076,0
AUCTION_HOUSE_TYPE,731000000077,0
AUCTION_HOUSE_TYPE_ACCESSORY_ALL,731000000078,0
AUCTION_HOUSE_TYPE_ACCESSORY_ENCHANT_SCROLL,331000006007,0
AUCTION_HOUSE_TYPE_ACCESSORY_UPGRADE_STONE,331000006004,0
AUCTION_HOUSE_TYPE_ALL,2000,0
AUCTION_HOUSE_TYPE_ARMOR,731000000082,0
AUCTION_HOUSE_TYPE_ARMOR_ALL,731000000083,0
AUCTION_HOUSE_TYPE_ARMOR_ENCHANT_SCROLL,331000006006,0
AUCTION_HOUSE_TYPE_ARMOR_UPGRADE_STONE,331000006003,0
AUCTION_HOUSE_TYPE_BLESSED_ACCESSORY_ENCHANT_SCROLL,331000003004,0
AUCTION_HOUSE_TYPE_BLESSED_ARMOR_ENCHANT_SCROLL,331000003003,0
AUCTION_HOUSE_TYPE_BLESSED_WEAPON_ENCHANT_SCROLL,61000006963,0
AUCTION_HOUSE_TYPE_BOW,101000091012,0
AUCTION_HOUSE_TYPE_DAGGER,561000001414,0
AUCTION_HOUSE_TYPE_DUALSWORD,561000001314,0
AUCTION_HOUSE_TYPE_ENCHANT_MISC_ALL,731000000092,0
AUCTION_HOUSE_TYPE_HERB,1023,0
AUCTION_HOUSE_TYPE_HP_PORTION,561000440001,0
AUCTION_HOUSE_TYPE_MONSTER_CORE,1025,0
AUCTION_HOUSE_TYPE_MP_PORTION,561000440011,0
AUCTION_HOUSE_TYPE_RUNE_PIECE,1004,0
AUCTION_HOUSE_TYPE_SKILL_BOOK_PAGE,731000000098,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_ALL,731000000099,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_BLACK,561000430021,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_BLUE,561000430031,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_GREEN,731000000102,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_INDIGO,731000000103,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_ORANGE,731000000104,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_PURPLE,731000000105,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_RED,731000000106,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_WHITE,561000430001,0
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_YELLOW,561000430011,0
AUCTION_HOUSE_TYPE_SOUL_SHOT,1019,0
AUCTION_HOUSE_TYPE_SPEAR,561000001214,0
AUCTION_HOUSE_TYPE_STAFF,561000001614,0
AUCTION_HOUSE_TYPE_SWORD,562000110010,0
AUCTION_HOUSE_TYPE_WEAPON_ALL,731000000113,0
AUCTION_HOUSE_TYPE_WEAPON_ENCHANT_SCROLL,331000006005,0
AUCTION_HOUSE_TYPE_WEAPON_UPGRADE_STONE,331000006002,0
AUCTION_HOUSE_UPGRADE_LEVEL,731000000116,0
AUCTION_ITEM_SEARCH_BUTTON,731000000117,0
AUCTION_MARKET_LOG_EMPTY,731000000118,1
AUCTION_REGISTERD_NONE,731000000119,1
AUCTION_SEARCH_CONDITION,731000000120,0
AUCTION_SEARCH_GUIDE,731000000121,1
AUCTION_SUB_GROUP_ACCESSORYENCHANTSCROLL,331000006007,0
AUCTION_SUB_GROUP_ACCESSORYUPGRADESTONE,331000006004,0
AUCTION_SUB_GROUP_ANTICRITICAL,731000000124,0
AUCTION_SUB_GROUP_ANTTUNNEL1,151000020201,0
AUCTION_SUB_GROUP_ANTTUNNEL2,151000020301,0
AUCTION_SUB_GROUP_ARMOR,731000000082,0
AUCTION_SUB_GROUP_ARMORENCHANTSCROLL,331000006006,0
AUCTION_SUB_GROUP_ARMORUPGRADESTONE,331000006003,0
AUCTION_SUB_GROUP_ATTACKPOWER,731000000130,0
AUCTION_SUB_GROUP_ATTACKPOWERELIXIR,651000000019,0
AUCTION_SUB_GROUP_BLESSEDACCESSORYENCHANTSCROLL,331000003004,0
AUCTION_SUB_GROUP_BLESSEDARMORENCHANTSCROLL,331000003003,0
AUCTION_SUB_GROUP_BLESSEDWEAPONENCHANTSCROLL,61000006963,0
AUCTION_SUB_GROUP_BLUEHERB,101000002039,0
AUCTION_SUB_GROUP_BLUERECIPE,561000452002,0
AUCTION_SUB_GROUP_BOOTS,731000000137,0
AUCTION_SUB_GROUP_BOW,101000091012,0
AUCTION_SUB_GROUP_CRITICAL,731000000139,0
AUCTION_SUB_GROUP_CRUMASWAMP,161000000008,0
AUCTION_SUB_GROUP_CRUMATOWER2,151000020401,0
AUCTION_SUB_GROUP_CRUMATOWER3,151000020501,0
AUCTION_SUB_GROUP_DAGGER,561000001414,0
AUCTION_SUB_GROUP_DEATHCOASTALFOG,161000000012,0
AUCTION_SUB_GROUP_DEFENSEPOWER,731000000145,0
AUCTION_SUB_GROUP_DEFENSEPOWERELIXIR,651000000028,0
AUCTION_SUB_GROUP_DEVILISLE,161000000013,0
AUCTION_SUB_GROUP_DODGE,91000000021,0
AUCTION_SUB_GROUP_DRAGONVALLEY,161000000018,0
AUCTION_SUB_GROUP_DUALSWORD,561000001314,0
AUCTION_SUB_GROUP_EARRING,731000000151,0
AUCTION_SUB_GROUP_ELVENRUINS1,472000000002,0
AUCTION_SUB_GROUP_ELVENRUINS2,101000001202,0
AUCTION_SUB_GROUP_ETC,731000000031,0
AUCTION_SUB_GROUP_GIRANDOMINION,161000000011,0
AUCTION_SUB_GROUP_GLOVES,731000000156,0
AUCTION_SUB_GROUP_GLUDINMAINROAD,161000000003,0
AUCTION_SUB_GROUP_GLUDIOPLAIN,161000000004,0
AUCTION_SUB_GROUP_HELMET,731000000159,0
AUCTION_SUB_GROUP_HIGHHPPOTION,561000440002,0
AUCTION_SUB_GROUP_HIGHMPPOTION,561000440012,0
AUCTION_SUB_GROUP_HIT,91000000024,0
AUCTION_SUB_GROUP_HP,731000000163,0
AUCTION_SUB_GROUP_HPELIXIR,651000000001,0
AUCTION_SUB_GROUP_HPPOTION,561000440001,0
AUCTION_SUB_GROUP_IVORYTOBASEMENT1,151000020601,0
AUCTION_SUB_GROUP_IVORYTOBASEMENT2,151000020701,0
AUCTION_SUB_GROUP_IVORYTOBASEMENT3,722000000127,0
AUCTION_SUB_GROUP_IVORYTOWER,161000000017,0
AUCTION_SUB_GROUP_LANDOFSTOPPEDTIME,161000000016,0
AUCTION_SUB_GROUP_MPELIXIR,651000000010,0
AUCTION_SUB_GROUP_MPPOTION,561000440011,0
AUCTION_SUB_GROUP_NECKLACE,731000000172,0
AUCTION_SUB_GROUP_NORTHWIND,161000000015,0
AUCTION_SUB_GROUP_PASTURE,161000000007,0
AUCTION_SUB_GROUP_PEAKSOFSTRUGGLE,161000000009,0
AUCTION_SUB_GROUP_PENETRATION,731000000176,0
AUCTION_SUB_GROUP_PROTECTIONJEWEL,331000003005,0
AUCTION_SUB_GROUP_PURPLEHERB,101000002040,0
AUCTION_SUB_GROUP_PURPLERECIPE,561000452003,0
AUCTION_SUB_GROUP_REDHERB,101000002038,0
AUCTION_SUB_GROUP_REDRECIPE,561000452001,0
AUCTION_SUB_GROUP_RESILIENCE,731000000182,0
AUCTION_SUB_GROUP_RING,731000000183,0
AUCTION_SUB_GROUP_ROADSIDEOFDEATH,161000000014,0
AUCTION_SUB_GROUP_RUNEPIECE,1004,0
AUCTION_SUB_GROUP_SCREAM,161000000010,0
AUCTION_SUB_GROUP_SKILLBOOK,1026,0
AUCTION_SUB_GROUP_SKILLBOOKPAGE,731000000098,0
AUCTION_SUB_GROUP_SOULSHOT,1019,0
AUCTION_SUB_GROUP_SPEAR,561000001214,0
AUCTION_SUB_GROUP_STAFF,561000001614,0
AUCTION_SUB_GROUP_SWORD,562000110010,0
AUCTION_SUB_GROUP_TALKINGSISLANDEASTERN,161000000001,0
AUCTION_SUB_GROUP_TALKINGSISLANDEASWESTERN,161000000002,0
AUCTION_SUB_GROUP_TELEPORTSCROLL,561000449999,0
AUCTION_SUB_GROUP_WASTELAND,161000000006,0
AUCTION_SUB_GROUP_WEAPONENCHANTSCROLL,331000006005,0
AUCTION_SUB_GROUP_WEAPONUPGRADESTONE,331000006002,0
AUCTION_SUB_GROUP_WINDAWOOD,161000000005,0
AUCTION_SUB_GROUP_YELLOWHERB,101000002041,0
AUCTION_SUB_GROUP_YELLOWRECIPE,561000452004,0
AUCTION_SUB_GROUP_QUESTSCROLL,562000500301,0
AUCTION_SUB_GROUP_SUMMONGEM,10220755,0
AUCTION_TRADE_CONTENTS,731000000204,0
AUCTION_TRADE_TIME,731000000205,0
AUTO_COMBAT_RADIUS_MAX,731000000206,0
AUTO_COMBAT_RADIUS_MEDIUM,731000000207,0
AUTO_COMBAT_RADIUS_MIN,731000000208,0
AUTOPANEL_HP_POTION,561000440001,0
AUTOPANEL_MP_POTION,561000440011,0
AUTOPANEL_QUEST,731000000211,0
AUTOPANEL_SOULSHOT,1019,0
BIDDING_MAXVALUE_NOTIFY,731000000213,1
BIDDING_MINVALUE_NOTIFY,731000000214,1
BLACKSMITH_ABILILTY,731000000215,1
BLACKSMITH_ABILILTY_BIND,731000000216,1
BLACKSMITH_ABILILTY_ENCHANT,731000000217,1
BLACKSMITH_ABILILTY_LIMIT_GRADE,731000000218,1
BLACKSMITH_ABILILTY_SOULCRYSTAL,731000000219,1
BLACKSMITH_COMPOSITE,731000000220,1
BLACKSMITH_COMPOSITE_BIND,731000000221,1
BLACKSMITH_COMPOSITE_ENCHANT,731000000222,1
BLACKSMITH_COMPOSITE_LIMIT_GRADE,731000000223,1
BLACKSMITH_COMPOSITE_LIMIT_LEVEL,731000000224,1
BLACKSMITH_COMPOSITE_SOULCRYSTAL,731000000225,1
BLACKSMITH_ENCHANT_REQUIRED_COUNT,731000000226,0
BLACKSMITH_LEVELUP,731000000227,0
BLACKSMITH_LEVELUP_BIND,731000000228,1
BLACKSMITH_LEVELUP_ENCHANT,731000000229,1
BLACKSMITH_LEVELUP_HIGH_GRADE,731000000230,1
BLACKSMITH_LEVELUP_LIMIT_MAX_LEVEL,731000000231,1
BLACKSMITH_LEVELUP_SOULCRYSTAL,731000000232,1
BLACKSMITH_LIMITBREAK,731000000233,1
BLACKSMITH_LIMITBREAK_BIND,731000000234,1
BLACKSMITH_LIMITBREAK_ENCHANT,731000000217,1
BLACKSMITH_LIMITBREAK_LIMIT_GRADE,731000000236,1
BLACKSMITH_LIMITBREAK_LIMIT_LEVEL,731000000237,1
BLACKSMITH_LIMITBREAK_SOULCRYSTAL,731000000238,1
BLACKSMITH_SAFESTONE_NOT_ENOUGH,731000000239,1
BLACKSMITH_SAFESTONE_NOT_NEED,731000000240,0
BLACKSMITH_TARGET_NONE,731000000241,1
BLACKSMITH_UPGRADE_BIND,731000000242,1
BLACKSMITH_UPGRADE_LIMIT_GRADE,731000000243,1
BLACKSMITH_UPGRADE_LIMIT_LEVEL,731000000244,1
CAHT_PROMOTE_ADMISSION,731000000245,0
CHAT_PROMOTE_PARTY_DUNGEON,731000000246,0
CHAT_PROMOTE_PARTY_BOSSRAID,731000000247,0
CHAT_PROMOTE_PARTY_GATHERING,731000000248,0
CAHT_PROMOTE_GUILD,731000000249,0
CHAT_BLOCK_ME,731000000250,1
CHAT_BLOCK_YOU,731000000251,1
CASTLE_FESTIVAL_COUPON_CHANGE_GUIDE,731000000252,0
CASTLE_FESTIVAL_ENTRY,731000000253,0
CASTLE_SIEGE,722000000119,0
CASTLE_SIEGE_BIDDING_INFO,0,0
CASTLE_SIEGE_BIDDING_LABEL,731000000256,0
CASTLE_SIEGE_BIDDING_NOTHING,731000000257,1
CASTLE_SIEGE_BIDDING_RANK,731000000258,0
CASTLE_SIEGE_CASTELAN,731000000259,0
CASTLE_SIEGE_EMPTY,731000000260,0
CASTLE_SIEGE_EMPTY_GUIDE,731000000261,0
CASTLE_SIEGE_ENTER,731000000262,0
CASTLE_SIEGE_FESTIVAL,731000000263,0
CASTLE_SIEGE_FESTIVAL_DESC,731000000264,0
CASTLE_SIEGE_FESTIVAL_GIFTCARD_DUIDE,731000000265,0
CASTLE_SIEGE_FESTIVAL_NAME,731000000266,0
CASTLE_SIEGE_FESTIVAL_BREAK,731000000267,1
CASTLE_SIEGE_GUILD_EMPTY,731000000268,1
CASTLE_SIEGE_GUILD_INFO,731000000269,0
CASTLE_SIEGE_MINIMUM_BIDDING_VALUE,731000000270,0
CASTLE_SIEGE_MY_BIDDING_RANK,731000000271,0
CASTLE_SIEGE_NONE_BID_TIME,731000000272,1
CASTLE_SIEGE_NONE_FESTIVAL_TIME,731000000273,1
CASTLE_SIEGE_RANK,731000000274,0
CASTLE_SIEGE_SHORTCUTS_GUILD,731000000275,0
CASTLE_SIEGE_STARTTIME,731000000276,0
CASTLE_SIEGE_STARTTIME_LABEL,251000000016,0
CASTLE_SIEGE_STRUCTURE,731000000278,0
CASTLE_SIEGE_WARPGUIDE,731000000279,0
CASTLE_UPGRADE_INVALID,731000000280,1
CASTLE_UPGRADE_MAX_LEVEL,731000000281,0
CASTLE_UPGRADE_NAME_LEVEL,731000000282,0
CASTLESIEGE_DESTROY_DEFENSETOWER,731000000283,0
CASTLESIEGE_DESTROY_GATE,731000000284,0
CASTLESIEGE_DESTROY_GUARDTOWER,731000000285,0
CASTLESIEGE_DESTROY_OFFENSETOWER,301000000125,0
CASTLESIEGE_RESULT_DEFENCE_WIN,731000000287,0
CASTLESIEGE_RESULT_OFFENCE_WIN,731000000288,0
CASTLESIEGE_RESULT_OFFENCE_LOSE,731000000289,1
CASTLESIEGE_RESULT_REWARD_DESC,731000000290,0
CASTLESIEGE_TAKEBACK_GUARDTOWER,731000000291,0
CHANNEL_CANNOT_MOVE,731000000292,1
CHANNEL_HEAVY_TRAFFIC,731000000293,0
CHANNEL_IMPORT_MESSAGE,731000000294,0
CHANNEL_IMPORT_NOTICE,731000000295,0
CHANNEL_IMPORT_NOTICE_NOT_SAVED,731000000296,0
CHANNEL_IMPORT_CONFIRM_MESSAGE_FOR_GUEST,731000000297,0
CHANNEL_IMPORT_CONFIRM_MESSAGE_FOR_NORMAL,731000000298,0
CHANNEL_LIGHT_TRAFFIC,731000000299,0
CHANNEL_MIDDLE_TRAFFIC,731000000300,0
CHANNEL_NEW_DATA_NOTICE,731000000301,0
CHANNEL_TEMPLATE_HEAVY_TRAFFIC,731000000302,0
CHANNEL_TEMPLATE_LIGHT_TRAFFIC,731000000303,0
CHANNEL_TEMPLATE_MIDDLE_TRAFFIC,731000000304,0
CHARACTER_CREATE_CLASSLABEL,731000000305,0
CHARACTER_CREATE_STATGRAPH_TITLE,731000000306,0
CHARACTER_CREATE_TITLE,731000000307,0
CHARACTER_SELECT_CHARACTER_LIST_EMPTY_MOVE_TO_TITLE,731000000308,1
CHARACTER_SELECT_TITLE,731000000309,0
CHARACTERINFO_BUTTON_STAT_DETAIL_COLLAPSE,731000000310,0
CHARACTERINFO_BUTTON_STAT_DETAIL_EXPAND,731000000311,0
CHARACTERINFO_LEVEL,731000000312,0
CHARACTERINFO_TOTAL_COMBAT,731000000313,0
CHARACTERSELECT_LEVEL,731000000314,0
CHARACTERSELECT_LEVEL_CLASS,731000000315,0
CHAT_CHANNEL,731000000316,0
CHAT_COOLTIME_WARNING,731000000317,1
CHAT_HINT_MEGAPHONE,731000000318,1
CHAT_HINT_NORMAL,731000000319,0
CHAT_MAXLENGTH,731000000320,1
CHAT_NO_FRIENDS,731000000321,1
CHAT_NO_SELECT_FRIEND,731000000322,1
CHAT_PROMOTE_PARTY,731000000323,0
CHAT_TYPE_FRIEND,4013,0
CHAT_TYPE_GUILD,191000000020,0
CHAT_TYPE_LOCAL,731000000326,0
CHAT_TYPE_PARTY,191000000102,0
CHAT_TYPE_WORLD,731000000328,0
CHATTYPE_ALL,2000,0
CHATTYPE_CHANNEL,731000000330,0
CHATTYPE_FRIEND,731000000331,0
CHATTYPE_GUILD,191000000020,0
CHATTYPE_LOCAL,731000000326,0
CHATTYPE_PARTY,191000000102,0
CHATTYPE_PROMOTE,731000000335,0
CHATTYPE_TEXT_STYLE,731000000336,0
CHATTYPE_WORLD,731000000328,0
CLASS_REQUIRE_LEVEL_DESCRIPTION,731000000338,0
CLASS_DEFAULT_CLASS,731000000339,0
CLASS_SELECT_LEBEL,731000000340,0
CLEAR_DUNGEON_LEAVE,731000000341,1
CLEAR_DUNGEON2_LEAVE,731000000342,1
COLLECT_DUNGEON,2003,0
COLLECT_DUNGEON_BOSS_APPEARED,731000000344,0
COLLECT_DUNGEON_BOSS_APPEARED_REMAIN_TIME,731000000345,0
COLLECT_DUNGEON_BOSS_DIE,731000000346,0
COLLECT_DUNGEON_BOSS_DISAPPEARED,731000000347,0
COLLECT_DUNGEON_BOSS_HIT,731000000348,0
COLLECT_DUNGEON_NOT_ENOUGH_COLLECT_COUNT,731000000349,1
COMBO_EFFECT,731000000350,0
COMMON_ACCESSORY,731000000351,0
COMMON_AM,731000000352,0
COMMON_AUTOEQUIP_TIP,731000000353,0
COMMON_AUTOEQUIP_TIP2,731000000354,0
COMMON_AUTOSALE,731000000355,0
COMMON_AUTOFILTER_SELL,731000000356,0
COMMON_AUTOFILTER_TIP,731000000357,0
COMMON_AVAILABLE,731000000358,0
COMMON_AVAILABLE_TO_ENTER,731000000359,0
COMMON_BEFORE,731000000360,0
COMMON_BIDDING,731000000361,0
COMMON_GACHATICKET,731000000362,0
COMMON_FESTIVAL_COUPON,731000000363,0
COMMON_PCSTATUS,731000000364,0
COMMON_BLOODCLISTAL,1005,0
COMMON_BUY,731000000366,0
COMMON_NORMAL_PURCHASE,731000000367,0
COMMON_PAID_PURCHASE,731000000368,0
COMMON_RECHARGE_TIME,731000000370,0
COMMON_CANNOT_MOVE,731000003852,0
COMMON_CASH,731000000371,0
COMMON_CASH_GUILD_GIFT_CONTEXT,731000000372,0
COMMON_CASH_GUILD_GIFT_TITLE,731000000373,0
COMMON_CASH_REBIRTH_CONTEXT,731000000374,0
COMMON_CASH_REBIRTH_TITLE,731000000375,0
COMMON_CASH_SHOP_CONTEXT,731000000376,0
COMMON_CASH_SHOP_TITLE,731000000377,0
COMMON_CASTLE_ATTACK,731000000378,0
COMMON_CASTLE_DEFENSE,731000000379,0
COMMON_CHANGE,731000000380,0
