TutorialId,Step,Id,ProcessRequest,SystemMessagePosition,NpcPortrait,NpcNameKey,DialogMessageKey,TaskType,UIType,SkillActivateType,TaskParam,TaskTargetPosX,TaskTargetPosY,BPName,WidgetName,ControlName,ControlIndexType,ControlIndex,MoviePath,MoviePath_TW,MoviePath_TH,MoviePath_ID,Sound,SkipFadeOutKeep,LogIndex
1,1,1001,0,,,0,0,PlayMovie,,,,,,,,,,,./Movies/Lineage2_Intro_720P.mp4,./Movies/Lineage2_Intro_TW_720P.mp4,./Movies/Lineage2_Intro_TH_720P.mp4,./Movies/Lineage2_Intro_ID_720P.mp4,,0,5
1,2,1002,1,,,0,0,Wait,,,500,,,,,,,,,,,,,0,
2,1,2001,0,,,0,0,CutScene,,,Tutor_Scene04_01,,,,,,,,,,,,,1,7
2,2,2002,1,,,0,0,Wait,,,500,,,,,,,,,,,,,0,
3,1,3001,0,,,0,0,CutScene,,,CutScene,,,,,,,,,,,,,0,
3,2,3002,1,Down,Noble_03,181000000001,182000003002,ButtonClick,All,,,,,BP_GameUI,QuestPanel,TableQuestPanel,,,,,,,Tutorial_Dialogue_03_1,0,
4,1,4001,0,,,0,0,Wait,All,,1500,,,,,,,,,,,,,0,
4,2,4002,1,Down,Resident_04_03,181000000002,182000004002,ButtonClick,All,,,,,BP_GameUI,QuestPanel,TableQuestPanel,,,,,,,Tutorial_Dialogue_04_1,0,
6,1,6001,1,Down,Resident_04_03,181000000002,182000006001,ButtonClick,All,,,,,BP_GameUI,QuestPanel,TableQuestPanel,,,,,,,Tutorial_Dialogue_06_1,0,
11,1,11001,0,Down,Officer,181000000003,182000011001,ButtonClick,All,,,,,BP_GameUI,MainToolbar,ButtonInventory,,,,,,,Tutorial_Dialogue_11_1,0,
11,2,11002,1,,,0,0,Wait,All,,,,,,,,,,,,,,,0,
11,3,11003,0,Down,Officer,181000000003,182000011003,ButtonClick,All,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,ButtonAutoEquip,,,,,,,Tutorial_Dialogue_11_2,0,
11,4,11004,0,,,0,0,Wait,All,,2000,,,,,,,,,,,,,0,
11,5,11005,0,,Officer,181000000003,182000011005,,All,,,,,,,,,,,,,,Tutorial_Dialogue_11_3,0,
11,6,11006,1,,,0,0,QuestPanel,All,,,,,,,,,,,,,,,0,
12,1,12001,1,,Fernel,10010153,182000012001,,All,,,,,,,,,,,,,,Tutorial_Dialogue_12_1,0,
12,2,12002,0,Center,Fernel,10010153,182000012002,ButtonClick,All,,,,,BP_GameUI,PotionUI,ButtonSoulshot,,,,,,,Tutorial_Dialogue_12_2,0,
12,3,12003,0,,Fernel,10010153,182000012003,,All,,,,,,,,,,,,,,Tutorial_Dialogue_12_3,0,
12,4,12004,0,,Fernel,10010153,182000012004,,All,,,,,,,,,,,,,,Tutorial_Dialogue_12_4,0,
12,5,12005,0,,Fernel,10010153,182000012005,,All,,,,,,,,,,,,,,Tutorial_Dialogue_12_5,0,
12,6,12006,0,,Fernel,10010153,182000012006,,All,,,,,,,,,,,,,,Tutorial_Dialogue_12_6,0,
12,7,12007,1,,,0,0,QuestPanel,All,,,,,,,,,,,,,,,0,
13,1,13001,0,Center,Student_01_02,10010151,182000013001,ButtonClick,All,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,,,,,,,Tutorial_Dialogue_13_1,0,
13,2,13002,0,Center,Student_01_02,10010151,182000013002,ButtonClick,All,,,,,BP_MainMenuUI,,CheckBoxDungeon,,,,,,,Tutorial_Dialogue_13_2,0,
13,3,13003,0,Center,Student_01_02,10010151,182000013101,ButtonClick,All,,,,,BP_MainMenuUI,,ButtonDungeonMain,,,,,,,,0,
13,4,13004,0,,Student_01_02,10010151,182000013003,,All,,,,,,,,,,,,,,Tutorial_Dialogue_13_3,0,
13,5,13005,0,,Student_01_02,10010151,182000013004,,All,,,,,,,,,,,,,,Tutorial_Dialogue_13_4,0,
13,6,13006,0,Top,Student_01_02,10010151,182000013005,ButtonClick,All,,,,,BP_SelectDungeonUI,,TileViewDungeonList,,0,,,,,Tutorial_Dialogue_13_5,0,
13,7,13007,1,,Student_01_02,10010151,182000013006,,All,,,,,,,,,,,,,,Tutorial_Dialogue_13_6,0,
13,8,13008,0,,Student_01_02,10010151,182000013007,,All,,,,,,,,,,,,,,Tutorial_Dialogue_13_7,0,
13,9,13009,0,,Student_01_02,10010151,182000013008,,All,,,,,,,,,,,,,,Tutorial_Dialogue_13_8,0,
13,10,13010,0,Center,Student_01_02,10010151,182000013009,ButtonClick,All,,,,,BP_DailyDungeonUI,,ButtonFreeChallenge,,,,,,,Tutorial_Dialogue_13_9,0,
13,11,13011,0,,,0,0,Wait,All,,WorldMove,,,,,,,,,,,,,0,
13,12,13012,0,,,0,0,Wait,All,,2000,,,,,,,,,,,,,0,
13,13,13013,1,,,0,0,Wait,All,,1,,,,,,,,,,,,,0,
13,14,13014,0,Center,Student_01_02,10010151,182000013013,ButtonClick,All,,,,,BP_GameUI,,ButtonAuto,,,,,,,Tutorial_Dialogue_13_10,0,
13,15,13015,1,,,0,0,Wait,All,,1,,,,,,,,,,,,,0,
13,16,13016,0,,,0,0,QuestClear,All,,,,,,,,,,,,,,,0,
13,17,13017,0,,,0,0,Wait,All,,12000,,,,,,,,,,,,,0,
13,18,13018,0,Top,Student_01_02,10010151,182000013017,ButtonClick,All,,,,,BP_DailyDungeonResultUI,CanvasPanelRight,ButtonClose,,,,,,,Tutorial_Dialogue_13_11,0,
13,19,13019,0,,,0,0,Wait,All,,WorldMove,,,,,,,,,,,,,0,
13,20,13020,1,,Student_01_02,10010151,182000013019,,All,,,,,,,,,,,,,,Tutorial_Dialogue_13_12,0,
13,21,13021,0,,,0,0,QuestClear,All,,,,,,,,,,,,,,,0,
13,22,13022,0,,,0,0,Wait,All,,2000,,,,,,,,,,,,,0,
13,23,13023,0,,Student_01_02,10010151,182000013022,,All,,,,,,,,,,,,,,Tutorial_Dialogue_13_13,0,
13,24,13024,0,Center,Student_01_02,10010151,182000013023,ButtonClick,All,,,,,BP_ReviveSceneNEW,,ButtonExit,,,,,,,Tutorial_Dialogue_13_14,0,
13,25,13025,1,,,0,0,Wait,All,,500,,,,,,,,,,,,,0,
14,1,14001,0,Center,TemplePriest_01,181000000006,182000014001,ButtonClick,All,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,,,,,,,Tutorial_Dialogue_14_1,0,
14,2,14002,0,Center,TemplePriest_01,181000000006,182000014002,ButtonClick,All,,,,,BP_MainMenuUI,,CheckBoxChallenge,,,,,,,Tutorial_Dialogue_14_2,0,
14,3,14003,0,Center,TemplePriest_01,181000000006,182000014003,ButtonClick,All,,,,,BP_MainMenuUI,,ButtonAchievement,,,,,,,Tutorial_Dialogue_14_3,0,
14,4,14004,0,,TemplePriest_01,181000000006,182000014004,,All,,,,,,,,,,,,,,Tutorial_Dialogue_14_4,0,
14,5,14005,0,,TemplePriest_01,181000000006,182000014005,,All,,,,,,,,,,,,,,Tutorial_Dialogue_14_5,0,
14,6,14006,0,Center,TemplePriest_01,181000000006,182000014006,ButtonClick,All,,,,,BP_AchievementUI,TableViewAchievementList,ButtonReward,,0,,,,,Tutorial_Dialogue_14_6,0,
14,7,14007,0,,,0,0,Wait,All,,2000,,,,,,,,,,,,,0,
14,8,14008,0,,TemplePriest_01,181000000006,182000014008,,All,,,,,,,,,,,,,,Tutorial_Dialogue_14_7,0,
14,9,14009,0,Center,TemplePriest_01,181000000006,182000014009,ButtonClick,All,,,,,BP_AchievementUI,,ButtonHeroicGrade,,,,,,,Tutorial_Dialogue_14_8,0,
14,10,14010,0,Center,TemplePriest_01,181000000006,182000014010,ButtonClick,All,,4500,,,BP_AchievementGradePopup,,TileViewHeroicLevelInfo,,0,,,,,Tutorial_Dialogue_14_9,0,
14,11,14011,0,Center,TemplePriest_01,181000000006,182000014011,ButtonClick,All,,7000,,,BP_AchievementGradePopup,,TileViewHeroicLevelInfo,,1,,,,,Tutorial_Dialogue_14_10,0,
14,12,14012,0,,TemplePriest_01,181000000006,182000014012,,All,,,,,,,,,,,,,,Tutorial_Dialogue_14_11,0,
14,13,14013,1,,,0,0,QuestPanel,All,,,,,,,,,,,,,,,0,
15,1,15001,0,Down,ItemMerchant_01_02,181000000007,182000015001,ButtonClick,All,,,,,BP_GameUI,MainToolbar,ButtonShop,,,,,,,Tutorial_Dialogue_15_1,0,
15,2,15002,0,Down,ItemMerchant_01_02,181000000007,182000015002,ButtonClick,All,,,,,BP_ShopUI,,TileViewShopItemList,,1,,,,,Tutorial_Dialogue_15_2,0,
15,3,15003,0,Down,ItemMerchant_01_02,181000000007,182000015003,ButtonClick,All,,,,,BP_MatineeScene,,ButtonCard,,,,,,,Tutorial_Dialogue_15_3,0,
15,4,15004,0,,,0,0,Wait,All,,2000,,,,,,,,,,,,,0,
15,5,15005,0,Top,ItemMerchant_01_02,181000000007,182000015005,ButtonClick,All,,,,,BP_MatineeScene,,ButtonOK,,,,,,,Tutorial_Dialogue_15_4,0,
15,6,15006,0,,ItemMerchant_01_02,181000000007,182000015006,,All,,,,,,,,,,,,,,Tutorial_Dialogue_15_5,0,
15,7,15007,0,,ItemMerchant_01_02,181000000007,182000015007,,All,,,,,,,,,,,,,,,0,
15,8,15008,1,,,0,0,Wait,All,,500,,,,,,,,,,,,,0,
16,1,16001,0,,WarehouseKeeper_01_02,181000000008,182000016001,,All,,,,,,,,,,,,,,Tutorial_Dialogue_16_1,0,
16,2,16002,1,,WarehouseKeeper_01_02,181000000008,182000016002,,All,,,,,,,,,,,,,,Tutorial_Dialogue_16_2,0,
16,3,16003,0,Center,WarehouseKeeper_01_02,181000000008,182000016003,ButtonClick,All,,,,,BP_GameUI,MainToolbar,ButtonInventory,,,,,,,Tutorial_Dialogue_16_3,0,
