Id,GroupId,Rate,Effect,ItemInfoId1,MinCount1,MaxCount1,ItemInfoId2,MinCount2,MaxCount2,ItemInfoId3,MinCount3,MaxCount3,ItemInfoId4,MinCount4,MaxCount4,ItemInfoId5,MinCount5,MaxCount5
319,470005,10000,0,470001,10,10,,,,,,,,,,,,
320,470004,10000,0,470001,15,15,,,,,,,,,,,,
321,470003,10000,0,470001,35,35,,,,,,,,,,,,
10301,471005,10000,0,470001,100,100,,,,,,,,,,,,
322,470007,10000,0,470001,55,55,,,,,,,,,,,,
323,471002,10000,0,470001,70,70,,,,,,,,,,,,
10302,10470001,10000,0,470001,55,55,,,,,,,,,,,,
10303,10471001,10000,0,470001,70,70,,,,,,,,,,,,
328,1300006,10000,0,1301002,100,100,,,,,,,,,,,,
329,1300007,10000,0,1301003,100,100,,,,,,,,,,,,
330,110013,10000,0,510104,150,150,711101,2,2,,,,,,,,,
331,110023,10000,0,510104,150,150,711101,2,2,,,,,,,,,
332,110033,10000,0,510104,150,150,711101,2,2,,,,,,,,,
333,110043,10000,0,510104,225,225,711101,2,2,711102,2,2,,,,,,
334,110053,10000,0,510104,225,225,711101,2,2,711102,2,2,,,,,,
335,110063,10000,0,510104,225,225,711101,2,2,711102,2,2,,,,,,
336,120013,10000,0,510104,150,150,711101,2,2,,,,,,,,,
337,120023,10000,0,510104,150,150,711101,2,2,,,,,,,,,
338,120033,10000,0,510104,150,150,711101,2,2,,,,,,,,,
339,120043,10000,0,510104,225,225,711101,2,2,711102,2,2,,,,,,
340,120053,10000,0,510104,225,225,711101,2,2,711102,2,2,,,,,,
341,120063,10000,0,510104,225,225,711101,2,2,711102,2,2,,,,,,
342,130013,10000,0,510104,150,150,711101,2,2,,,,,,,,,
343,130023,10000,0,510104,150,150,711101,2,2,,,,,,,,,
344,130033,10000,0,510104,150,150,711101,2,2,,,,,,,,,
345,130043,10000,0,510104,225,225,711101,2,2,711102,2,2,,,,,,
346,130053,10000,0,510104,225,225,711101,2,2,711102,2,2,,,,,,
347,130063,10000,0,510104,225,225,711101,2,2,711102,2,2,,,,,,
348,140013,10000,0,510104,150,150,712101,2,2,,,,,,,,,
349,140023,10000,0,510104,150,150,712101,2,2,,,,,,,,,
350,140033,10000,0,510104,150,150,712101,2,2,,,,,,,,,
351,140043,10000,0,510104,225,225,712101,2,2,712102,2,2,,,,,,
352,140053,10000,0,510104,225,225,712101,2,2,712102,2,2,,,,,,
353,140063,10000,0,510104,225,225,712101,2,2,712102,2,2,,,,,,
354,150013,10000,0,510104,150,150,712101,2,2,,,,,,,,,
355,150023,10000,0,510104,150,150,712101,2,2,,,,,,,,,
356,150033,10000,0,510104,150,150,712101,2,2,,,,,,,,,
357,150043,10000,0,510104,225,225,712101,2,2,712102,2,2,,,,,,
358,150053,10000,0,510104,225,225,712101,2,2,712102,2,2,,,,,,
359,150063,10000,0,510104,225,225,712101,2,2,712102,2,2,,,,,,
360,160013,10000,0,510104,150,150,713101,2,2,,,,,,,,,
361,160023,10000,0,510104,150,150,713101,2,2,,,,,,,,,
362,160033,10000,0,510104,150,150,713101,2,2,,,,,,,,,
363,160043,10000,0,510104,225,225,713101,2,2,713102,2,2,,,,,,
364,160053,10000,0,510104,225,225,713101,2,2,713102,2,2,,,,,,
365,160063,10000,0,510104,225,225,713101,2,2,713102,2,2,,,,,,
366,210013,10000,0,510105,150,150,711201,2,2,,,,,,,,,
367,220013,10000,0,510105,150,150,711201,2,2,,,,,,,,,
368,230013,10000,0,510105,150,150,711201,2,2,,,,,,,,,
369,240013,10000,0,510105,150,150,711201,2,2,,,,,,,,,
370,210023,10000,0,510105,150,150,712201,2,2,,,,,,,,,
371,220023,10000,0,510105,150,150,712201,2,2,,,,,,,,,
372,230023,10000,0,510105,150,150,712201,2,2,,,,,,,,,
373,240023,10000,0,510105,150,150,712201,2,2,,,,,,,,,
374,210033,10000,0,510105,150,150,713201,2,2,,,,,,,,,
375,220033,10000,0,510105,150,150,713201,2,2,,,,,,,,,
376,230033,10000,0,510105,150,150,713201,2,2,,,,,,,,,
377,240033,10000,0,510105,150,150,713201,2,2,,,,,,,,,
378,210043,10000,0,510105,150,150,711201,2,2,,,,,,,,,
379,220043,10000,0,510105,150,150,711201,2,2,,,,,,,,,
380,230043,10000,0,510105,150,150,711201,2,2,,,,,,,,,
381,240043,10000,0,510105,150,150,711201,2,2,,,,,,,,,
382,210053,10000,0,510105,150,150,712201,2,2,,,,,,,,,
383,220053,10000,0,510105,150,150,712201,2,2,,,,,,,,,
384,230053,10000,0,510105,150,150,712201,2,2,,,,,,,,,
385,240053,10000,0,510105,150,150,712201,2,2,,,,,,,,,
386,210063,10000,0,510105,150,150,713201,2,2,,,,,,,,,
387,220063,10000,0,510105,150,150,713201,2,2,,,,,,,,,
388,230063,10000,0,510105,150,150,713201,2,2,,,,,,,,,
389,240063,10000,0,510105,150,150,713201,2,2,,,,,,,,,
390,210073,10000,0,510105,225,225,711201,2,2,711202,2,2,,,,,,
391,220073,10000,0,510105,225,225,711201,2,2,711202,2,2,,,,,,
392,230073,10000,0,510105,225,225,711201,2,2,711202,2,2,,,,,,
393,240073,10000,0,510105,225,225,711201,2,2,711202,2,2,,,,,,
394,210083,10000,0,510105,225,225,712201,2,2,712202,2,2,,,,,,
395,220083,10000,0,510105,225,225,712201,2,2,712202,2,2,,,,,,
396,230083,10000,0,510105,225,225,712201,2,2,712202,2,2,,,,,,
397,240083,10000,0,510105,225,225,712201,2,2,712202,2,2,,,,,,
398,210093,10000,0,510105,225,225,713201,2,2,713202,2,2,,,,,,
399,220093,10000,0,510105,225,225,713201,2,2,713202,2,2,,,,,,
400,230093,10000,0,510105,225,225,713201,2,2,713202,2,2,,,,,,
401,240093,10000,0,510105,225,225,713201,2,2,713202,2,2,,,,,,
402,210103,10000,0,510105,225,225,711201,2,2,711202,2,2,,,,,,
403,220103,10000,0,510105,225,225,711201,2,2,711202,2,2,,,,,,
404,230103,10000,0,510105,225,225,711201,2,2,711202,2,2,,,,,,
405,240103,10000,0,510105,225,225,711201,2,2,711202,2,2,,,,,,
406,210113,10000,0,510105,225,225,712201,2,2,712202,2,2,,,,,,
407,220113,10000,0,510105,225,225,712201,2,2,712202,2,2,,,,,,
408,230113,10000,0,510105,225,225,712201,2,2,712202,2,2,,,,,,
409,240113,10000,0,510105,225,225,712201,2,2,712202,2,2,,,,,,
410,210123,10000,0,510105,225,225,713201,2,2,713202,2,2,,,,,,
411,220123,10000,0,510105,225,225,713201,2,2,713202,2,2,,,,,,
412,230123,10000,0,510105,225,225,713201,2,2,713202,2,2,,,,,,
413,240123,10000,0,510105,225,225,713201,2,2,713202,2,2,,,,,,
435,110014,10000,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
436,110024,10000,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
437,110034,10000,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
438,110044,10000,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
439,110054,10000,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
440,110064,10000,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
441,120014,10000,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
442,120024,10000,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
443,120034,10000,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
444,120044,10000,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
445,120054,10000,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
