Keyword,Url,NaverUrl,LocType
MapMove,http://guide.netmarble.com/revolutionthm#cont/636,,636
Chat,http://guide.netmarble.com/revolutionthm#cont/639,132967,639
PKMode,http://guide.netmarble.com/revolutionthm#cont/652,132944,652
Inventory,http://guide.netmarble.com/revolutionthm#cont/741,132966,741
Skill,http://guide.netmarble.com/revolutionthm#cont/884,132994,884
SkillBook,http://guide.netmarble.com/revolutionthm#cont/886,132997,886
SoulshotCraft,,,
Guild,http://guide.netmarble.com/revolutionthm#cont/696,132962,696
GuildCreate,http://guide.netmarble.com/revolutionthm#cont/696,132962,696
GuildEntrance,http://guide.netmarble.com/revolutionthm#cont/696,132962,696
GuildInfo,http://guide.netmarble.com/revolutionthm#cont/696,132962,696
GuildInventory,http://guide.netmarble.com/revolutionthm#cont/696,132962,696
GuildJoin,http://guide.netmarble.com/revolutionthm#cont/696,132962,696
GuildMain,http://guide.netmarble.com/revolutionthm#cont/696,132962,696
GuildMember,http://guide.netmarble.com/revolutionthm#cont/696,132962,696
GuildMemberInfo,http://guide.netmarble.com/revolutionthm#cont/696,132962,696
GuildQuest,http://guide.netmarble.com/revolutionthm#cont/696,132962,696
GuildRelationShip,http://guide.netmarble.com/revolutionthm#cont/696,132962,696
GuildShop,http://guide.netmarble.com/revolutionthm#cont/696,132962,696
Achievement,http://guide.netmarble.com/revolutionthm#cont/726,132943,726
ElixirCraft,http://cpdev-guide.netmarble.com/revolutionthm#cont/1389,132958,633
Friend,http://guide.netmarble.com/revolutionthm#cont/687,132963,687
CastleSiege,http://guide.netmarble.com/revolutionthm#cont/697,133089,697
CastleSiegeFestival,http://guide.netmarble.com/revolutionthm#cont/699,133093,699
Rune,http://guide.netmarble.com/revolutionthm#cont/634,132961,634
MonsterBook,http://guide.netmarble.com/revolutionthm#cont/643,132973,643
Ranking,http://guide.netmarble.com/revolutionthm#cont/742,132974,742
SoulCrystal,http://guide.netmarble.com/revolutionthm#cont/710,132992,710
SoulCrystalLevelUp,http://guide.netmarble.com/revolutionthm#cont/710,132992,710
AuctionHouse,http://guide.netmarble.com/revolutionthm#cont/640,132969,640
Shop,http://guide.netmarble.com/revolutionthm#cont/641,132970,641
ShopEquipment,http://guide.netmarble.com/revolutionthm#cont/641,132970,641
ShopUnbindEquipment,http://guide.netmarble.com/revolutionthm#cont/641,132970,641
ShopAdena,http://guide.netmarble.com/revolutionthm#cont/641,132970,641
ShopCash,http://guide.netmarble.com/revolutionthm#cont/641,132970,641
ShopTopaz,http://guide.netmarble.com/revolutionthm#cont/641,132970,641
ShopItem,http://guide.netmarble.com/revolutionthm#cont/641,132970,641
ShopMileage,http://guide.netmarble.com/revolutionthm#cont/641,132970,641
ShopPackage,http://guide.netmarble.com/revolutionthm#cont/641,132970,641
DailyDungeon,http://guide.netmarble.com/revolutionthm#cont/716,132927,716
EliteDungeon,http://guide.netmarble.com/revolutionthm#cont/715,132923,715
ExpDungeon,http://guide.netmarble.com/revolutionthm#cont/736,133002,736
InfinityDungeon,http://guide.netmarble.com/revolutionthm#cont/717,132928,717
CollectDungeon,http://guide.netmarble.com/revolutionthm#cont/718,132932,718
AdenaDungeon,http://guide.netmarble.com/revolutionthm#cont/735,133000,735
EquipDungeon,http://guide.netmarble.com/revolutionthm#cont/729,132936,729
EnchantScrollDungeon,,,
GuildDungeon,http://guide.netmarble.com/revolutionthm#cont/719,132935,719
Pvp,http://guide.netmarble.com/revolutionthm#cont/700,133005,700
Activity,http://guide.netmarble.com/revolutionthm#cont/734,132942,734
QuestMap,,,
WorldMap,,,
Party,http://guide.netmarble.com/revolutionthm#cont/688,132965,688
Promote,http://guide.netmarble.com/revolutionthm#cont/727,133007,727
DiamondShop,http://guide.netmarble.com/revolutionthm#cont/642,132970,642
DiamondShopFlatRate,http://guide.netmarble.com/revolutionthm#cont/642,132970,642
DiamondShopAnnuityGrowup,http://guide.netmarble.com/revolutionthm#cont/642,132970,642
DiamondShopAnnuityAccept,http://guide.netmarble.com/revolutionthm#cont/642,132970,642
DiamondShopChargeReward,http://guide.netmarble.com/revolutionthm#cont/642,132970,642
DiamondShopConsumeReward,http://guide.netmarble.com/revolutionthm#cont/642,132970,642
DiamondShopFlatRateAdena,http://guide.netmarble.com/revolutionthm#cont/642,,642
EventSurprizeBox,,,
EventItemEnchantGrade,,,
EventCastleSiegeFestival,http://guide.netmarble.com/revolutionthm#cont/699,133093,699
EquipmentLevelUp,http://guide.netmarble.com/revolutionthm#cont/702,132981,702
EquipmentUpgrade,http://guide.netmarble.com/revolutionthm#cont/703,132983,703
