Id,GroupId,ConditionType,ConditionValue,TaskType,Repeat,ShowRateGroup,ShowRate,RequireQuest,CharLevel,NameKey,PortraitTexture,MessageKey,Duration,Delay,Sound,LimitPeriod,LimitCount,AllowWorld,PvPLimit
100001,100001,EquipItemPoint,2,,0,,100,1042,1,831000100001,Erika_02,832000100001,2000,10000,Announce_001_1,1,1,World;RegularDungeonWorld,1
100002,100001,EquipItemPoint,2,,0,,100,1042,1,831000100001,Erika_03,832000100002,6000,3000,Announce_001_2,1,1,World;RegularDungeonWorld,1
100011,100011,EquipItemEnchant,2,,0,,100,1012,1,831000100001,Erika_02,832000100003,2000,3000,Announce_002_1,1,1,World;RegularDungeonWorld,1
100012,100011,EquipItemEnchant,2,,0,,100,1012,1,831000100001,Erika_03,832000100004,6000,3000,Announce_002_2,1,1,World;RegularDungeonWorld,1
100101,100101,Rune,2,,0,,100,1121,1,831000100001,Erika_02,832000100101,2000,10000,Announce_003_1,1,1,World;RegularDungeonWorld,1
100102,100101,Rune,2,,0,,100,1121,1,831000100001,Erika_03,832000100102,6000,3000,Announce_003_2,1,1,World;RegularDungeonWorld,1
100201,100201,MonsterBook,2,,0,,100,2123,1,831000100001,Erika_02,832000100201,2000,10000,Announce_004_1,1,1,World;RegularDungeonWorld,1
100202,100201,MonsterBook,2,,0,,100,2123,1,831000100001,Erika_03,832000100202,2000,3000,Announce_004_3,1,1,World;RegularDungeonWorld,1
100203,100201,MonsterBook,2,,0,,100,2123,1,831000100001,Erika_01,832000100203,6000,3000,Announce_004_4,1,1,World;RegularDungeonWorld,1
100301,100301,Elixer,2,,0,,100,3325,1,831000100001,Erika_02,832000100301,2000,10000,Announce_005_1,1,1,World;RegularDungeonWorld,1
100302,100301,Elixer,2,,0,,100,3325,1,831000100001,Erika_03,832000100302,6000,3000,Announce_005_2,1,1,World;RegularDungeonWorld,1
100401,100401,Achievement,2,,0,,100,1037,1,831000100001,Erika_02,832000100401,2000,10000,Announce_006_1,1,1,World;RegularDungeonWorld,1
100402,100401,Achievement,2,,0,,100,1037,1,831000100001,Erika_03,832000100402,2000,3000,Announce_006_3,1,1,World;RegularDungeonWorld,1
100501,100501,EquipSoulCrystalPoint,2,,0,,100,2119,1,831000100001,Erika_02,832000100501,2000,10000,Announce_007_1,1,1,World;RegularDungeonWorld,1
100502,100501,EquipSoulCrystalPoint,2,,0,,100,2119,1,831000100001,Erika_03,832000100502,2000,3000,Announce_007_2,1,1,World;RegularDungeonWorld,1
100503,100501,EquipSoulCrystalPoint,2,,0,,100,2119,1,831000100001,Erika_01,832000100503,6000,3000,Announce_007_3,1,1,World;RegularDungeonWorld,1
100601,100601,SkillLevel,2,,0,,100,1102,15,831000100001,Erika_02,832000100601,2000,10000,Announce_008_1,1,1,World;RegularDungeonWorld,1
100602,100601,SkillLevel,2,,0,,100,1102,15,831000100001,Erika_03,832000100602,6000,3000,Announce_008_2,1,1,World;RegularDungeonWorld,1
100701,100701,HonorRank,2,,0,,100,1107,15,831000100001,Erika_02,832000100701,2000,10000,Announce_009_1,1,1,World;RegularDungeonWorld,1
100702,100701,HonorRank,2,,0,,100,1107,15,831000100001,Erika_03,832000100702,6000,3000,Announce_009_2,1,1,World;RegularDungeonWorld,1
200001,200001,ClassTransfer,,,0,,,,1,831000100001,Erika_03,832000200001,2000,13000,Announce_101_1,1,1,World;RegularDungeonWorld,1
200002,200001,ClassTransfer,,,0,,,,1,831000100001,Erika_03,832000200002,2000,3000,Announce_101_2,1,1,World;RegularDungeonWorld,1
200003,200001,ClassTransfer,,,0,,,,1,831000100001,Erika_03,832000200003,2000,3000,Announce_101_3,1,1,World;RegularDungeonWorld,1
200004,200001,ClassTransfer,,,0,,,,1,831000100001,Erika_01,832000200004,2000,3000,Announce_101_4,1,1,World;RegularDungeonWorld,1
200005,200001,ClassTransfer,,,0,,,,1,831000100001,Erika_03,832000200005,10000,3000,Announce_101_5,1,1,World;RegularDungeonWorld,1
300001,300001,MainQuestStarted,1001,,1,,100,,1,831000100001,Erika_03,832000300001,3000,10000,Announce_201_1,0,0,World,0
300002,300001,MainQuestStarted,1001,,1,,100,,1,831000100001,Erika_03,832000300002,3000,3000,Announce_201_2,0,0,World,0
300003,300001,MainQuestStarted,1001,,1,,100,,1,831000100001,Erika_01,832000300003,3000,3000,Announce_201_3,0,0,World,0
300004,300001,MainQuestStarted,1001,,1,,100,,1,831000100001,Erika_01,832000300004,3000,3000,Announce_201_4,0,0,World,0
300101,300101,MainQuestEnd,2002,,1,,100,,1,831000100001,Erika_02,832000300101,3000,10000,Announce_202_1,0,0,World,0
300102,300101,MainQuestEnd,2002,,1,,100,,1,831000100001,Erika_03,832000300102,3000,3000,Announce_202_2,0,0,World,0
300103,300101,MainQuestEnd,2002,,1,,100,,1,831000100001,Erika_01,832000300103,3000,3000,Announce_202_3,0,0,World,0
300104,300101,MainQuestEnd,2002,,1,,100,,1,831000100001,Erika_01,832000300104,3000,3000,Announce_202_4,0,0,World,0
300201,300201,MainQuestStarted,3002,,1,,100,,1,831000100001,Erika_03,832000300201,3000,10000,Announce_203_1,0,0,World;QuestWorld,0
300202,300201,MainQuestStarted,3002,,1,,100,,1,831000100001,Erika_02,832000300202,3000,3000,Announce_203_2,0,0,World;QuestWorld,0
300203,300201,MainQuestStarted,3002,,1,,100,,1,831000100001,Erika_01,832000300203,3000,3000,Announce_203_3,0,0,World;QuestWorld,0
300204,300201,MainQuestStarted,3002,,1,,100,,1,831000100001,Erika_01,832000300204,3000,3000,Announce_203_4,0,0,World;QuestWorld,0
300205,300201,MainQuestStarted,3002,,1,,100,,1,831000100001,Erika_01,832000300205,3000,3000,Announce_203_5,0,0,World;QuestWorld,0
300301,300301,MainQuestEnd,4004,,1,,100,,1,831000100001,Erika_03,832000300301,3000,10000,Announce_204_1,0,0,World,0
300302,300301,MainQuestEnd,4004,,1,,100,,1,831000100001,Erika_03,832000300302,3000,3000,Announce_204_2,0,0,World,0
300303,300301,MainQuestEnd,4004,,1,,100,,1,831000100001,Erika_01,832000300303,3000,3000,Announce_204_3,0,0,World,0
300304,300301,MainQuestEnd,4004,,1,,100,,1,831000100001,Erika_01,832000300304,3000,3000,Announce_204_4,0,0,World,0
300401,300401,MainQuestStarted,5001,,1,,100,,1,831000100001,Erika_02,832000300401,3000,10000,Announce_205_1,0,0,World,0
300402,300401,MainQuestStarted,5001,,1,,100,,1,831000100001,Erika_03,832000300402,3000,3000,Announce_205_2,0,0,World,0
300403,300401,MainQuestStarted,5001,,1,,100,,1,831000100001,Erika_01,832000300403,3000,3000,Announce_205_3,0,0,World,0
300404,300401,MainQuestStarted,5001,,1,,100,,1,831000100001,Erika_01,832000300404,3000,3000,Announce_205_4,0,0,World,0
300501,300501,MainQuestStarted,6003,,1,,100,,1,831000100001,Erika_02,832000300501,3000,10000,Announce_206_1,0,0,World,0
300503,300501,MainQuestStarted,6003,,1,,100,,1,831000100001,Erika_01,832000300503,3000,3000,Announce_206_3,0,0,World,0
300504,300501,MainQuestStarted,6003,,1,,100,,1,831000100001,Erika_01,832000300504,3000,3000,Announce_206_4,0,0,World,0
300601,300601,AreaArrival,7,,1,,100,,1,831000100001,Erika_02,832000300601,3000,10000,Announce_207_1,0,0,World,0
300602,300601,AreaArrival,7,,1,,100,,1,831000100001,Erika_03,832000300602,3000,3000,Announce_207_2,0,0,World,0
300603,300601,AreaArrival,7,,1,,100,,1,831000100001,Erika_01,832000300603,3000,3000,Announce_207_3,0,0,World,0
300604,300601,AreaArrival,7,,1,,100,,1,831000100001,Erika_01,832000300604,3000,3000,Announce_207_4,0,0,World,0
300701,300701,MainQuestStarted,8001,,1,,100,,1,831000100001,Erika_03,832000300701,3000,10000,Announce_208_1,0,0,World,0
300702,300701,MainQuestStarted,8001,,1,,100,,1,831000100001,Erika_03,832000300702,3000,3000,Announce_208_2,0,0,World,0
300703,300701,MainQuestStarted,8001,,1,,100,,1,831000100001,Erika_01,832000300703,3000,3000,Announce_208_3,0,0,World,0
300704,300701,MainQuestStarted,8001,,1,,100,,1,831000100001,Erika_01,832000300704,3000,3000,Announce_208_4,0,0,World,0
300705,300701,MainQuestStarted,8001,,1,,100,,1,831000100001,Erika_01,832000300705,3000,3000,Announce_208_5,0,0,World,0
300801,300801,MainQuestStarted,9001,,1,,100,,1,831000100001,Erika_04,832000300801,3000,10000,Announce_209_1,0,0,World,0
300802,300801,MainQuestStarted,9001,,1,,100,,1,831000100001,Erika_03,832000300802,3000,3000,Announce_209_2,0,0,World,0
300803,300801,MainQuestStarted,9001,,1,,100,,1,831000100001,Erika_01,832000300803,3000,3000,Announce_209_3,0,0,World,0
300804,300801,MainQuestStarted,9001,,1,,100,,1,831000100001,Erika_01,832000300804,3000,3000,Announce_209_4,0,0,World,0
300805,300801,MainQuestStarted,9001,,1,,100,,1,831000100001,Erika_01,832000300805,3000,3000,Announce_209_5,0,0,World,0
300901,300901,MainQuestStarted,10003,,1,,100,,1,831000100001,Erika_03,832000300901,3000,10000,Announce_210_1,0,0,World,0
