Id,Level,Exp
100021,1,2400
100021,2,2400
100021,3,2400
100021,4,2400
100021,5,2400
100021,6,3200
100021,7,3200
100021,8,3200
100021,9,3200
100021,10,3200
100021,11,4800
100021,12,4800
100021,13,4800
100021,14,4800
100021,15,4800
100021,16,4800
100021,17,4800
100021,18,6400
100021,19,6400
100021,20,6400
100021,21,8000
100021,22,9600
100021,23,11424
100021,24,13568
100021,25,15840
100021,26,18560
100021,27,20800
100021,28,24640
100021,29,28800
100021,30,33280
100021,31,35840
100021,32,40960
100021,33,43520
100021,34,48640
100021,35,51200
100021,36,53760
100021,37,56320
100021,38,58880
100021,39,61440
100021,40,61440
100021,41,64000
100021,42,65280
100021,43,65792
100021,44,66304
100021,45,66304
100021,46,66304
100021,47,66560
100021,48,66816
100021,49,67072
100021,50,67072
100021,51,67072
100021,52,67328
100021,53,67328
100021,54,67328
100021,55,67328
100021,56,67328
100021,57,67328
100021,58,67328
100021,59,67328
100021,60,67328
100021,61,67328
100021,62,67328
100021,63,67328
100021,64,67328
100021,65,67328
100021,66,67328
100021,67,67328
100021,68,67328
100021,69,67328
100021,70,67328
100021,71,67584
100021,72,67584
100021,73,67584
100021,74,67584
100021,75,67584
100021,76,67840
100021,77,67840
100021,78,67840
100021,79,68096
100021,80,68352
100021,81,68352
100021,82,68608
100021,83,68864
100021,84,69120
100021,85,69376
100021,86,69888
100021,87,70144
100021,88,70656
100021,89,71168
100021,90,71680
100021,91,72192
100021,92,72704
100021,93,73472
100021,94,74240
100021,95,75008
100021,96,75776
100021,97,76544
100021,98,77568
100021,99,78592
100021,100,79616
100021,101,80896
100021,102,81920
100021,103,83200
100021,104,84736
100021,105,86016
100021,106,87552
100021,107,89344
100021,108,90880
100021,109,92672
100021,110,94720
100021,111,96512
100021,112,98560
100021,113,100864
100021,114,102912
100021,115,105216
100021,116,107776
100021,117,107776
100021,118,107776
100021,119,107776
100021,120,107776
100021,121,108032
100021,122,108032
100021,123,108032
100021,124,108032
100021,125,108032
100021,126,108288
100021,127,108288
100021,128,108544
100021,129,108544
100021,130,108800
100021,131,109056
100021,132,109312
100021,133,109568
100021,134,109824
100021,135,110336
100021,136,110336
100021,137,110336
100021,138,110336
100021,139,110336
100021,140,110336
100021,141,110336
100021,142,110592
100021,143,110592
100021,144,110592
100021,145,110592
100021,146,110592
100021,147,110592
100021,148,110592
100021,149,110592
100021,150,110592
100021,151,110592
100021,152,110592
100021,153,110592
100021,154,110592
100021,155,110592
100021,156,110592
100021,157,110592
100021,158,110592
100021,159,110592
100021,160,110592
100021,161,110592
100021,162,110592
100021,163,110592
100021,164,110592
100021,165,110592
100021,166,110592
100021,167,110592
100021,168,110592
100021,169,110592
100021,170,110592
100021,171,110592
100021,172,110592
