Index,Name
1,Atordoar
2,Queimadura
3,Disparo Anímico teste
4,@2
5,Veneno
6,@5
7,Superaquecimento
8,@5
9,Efeito de subir de nível
10,Sim teste
11,Moeda teste
12,PV teste
13,Escudo de mana teste
14,Não teste
15,Maldição teste
16,Sangramento teste
17,Queimadura teste
18,Atordoamento teste
19,Provocar teste
20,Escudo Absoluto
21,Bônus de invencibilidade
22,Bônus de durabilidade
23,Bônus de Inteligência
24,Velocidade do Ratel
25,Velocidade de Extração do Ratel
26,Quantidade de Extração do Ratel
27,Sentinela do Jardim
28,Efeito de início do disparo anímico
29,Efeito de uso da poção de PV
30,Efeito de uso da poção de PM
31,Efeito de transferência de classe
32,@31
33,Bônus do Santuário do campo 1
34,Bônus do Santuário do campo 2
35,Bônus do Santuário do campo 3
36,Bônus do Santuário do campo 4
37,Bônus do Santuário do campo 5
38,Escudo de Varkaron
39,Varkaron Berserk 
40,Varkaron berserk (Arma)
41,"Bônus Proteção do Senhor 1 (PV, PM)"
42,"Bônus Proteção do Senhor 2 (Exp., Núcleo)"
43,"Bônus Proteção do Senhor 3 (Adena, Item)"
44,Câmera de Bônus Proteção do Senhor
45,Aumento de PM máx.
46,Aumento de PV máx.
47,Def. Aumentam
48,Aumento de velocidade
49,Atq. Vel. Aumentam
50,Atq. Aumentam
51,Formiga Rainha Berserk
52,Bomba relógio Formiga 1
53,Bomba relógio Formiga 2
54,Bomba relógio Formiga 3
55,Bomba relógio Formiga 4
56,Bomba relógio Formiga 5
57,Bomba relógio Formiga 6
58,Núcleo de Cruma: Veneno
59,Núcleo de Cruma: Silêncio
60,Núcleo de Cruma: Controle Mental
61,Barreira da Formiga Rainha
62,Cristal da União: Básico
63,Cristal da União: Categoria 1
64,Cristal da União: Categoria 2
65,Cristal da União: Categoria 3
66,Montar/Desmontar Efeito
67,Efeito de habilidade de Marsha
68,Efeito de uso da poção da Sede do Clã
69,Poção da Sede do Clã: Aumento de moral
70,Poção da Sede do Clã: Tempestade de Gelo
71,Poção da Sede do Clã: Aumenta Regen. de PV
72,Poção da Sede do Clã: Antimagia
73,Vinculação
74,Aura de Dano Corpo a Corpo (Temporizador)
75,Barreira de cristal aquático
76,Grupo da Fúria
77,Avassalador
78,Aumento de dano de habilidade
79,@74
80,@75
81,@76
82,@77
83,Ferimento perfurado
84,Marlox_Fadiga do Demônio
85,Herói do Altar do Vento
86,Herói do Altar da Terra
87,Anemia
88,Vampirizar categoria 1
89,Vampirizar categoria 2
90,Vampirizar categoria 3
91,Vampirizar categoria 4
92,Vampirizar categoria 5
93,Mudança vampírica
94,Penalidade de ignição_Ramog
95,Auto penalidade em espera explosão_Ramog
96,Efeito Fogo de artifício 1
97,Efeito Fogo de artifício 2
98,Efeito Fogo de artifício 3
99,Efeito Fogo de artifício 4
100,Dreno de PV forçado
101,Efeito de Capa: Barreira de imunidade a ataque JxA
102,Efeito de Capa: Barreira de habilidade rara de JxJ
103,Zaken Berserk 
104,Deslocamento de Zaken
105,Recompensa de campo
106,Recompensa contribuição de chefe
107,Dano final de chefe
