Id,Title,Name
19,,Fonte de Recuperação
31,,Torre Oeste da Equipe Vermelha
32,,Torre Leste da Equipe Vermelha
33,,Torre do Artefato Sagrado da Equipe Vermelha
34,,Torre Oeste da Equipe Azul
35,,Torre Leste da Equipe Azul
36,,Torre do Artefato Sagrado da Equipe Azul
20,,@19
37,,@31
38,,@32
39,,@33
40,,@34
41,,@35
42,,@36
43,,Revisão de alteração de classe
44,,@43
45,,Altar do Vento
46,,Altar da Terra
101,,Campo de Cerco Central
102,,Campo de Cerco do Leste
103,,Campo de Cerco do Oeste
104,,Portal Central
105,,Portal do Leste
106,,Portal do Oeste
107,,Torre de Defesa Esquerda do Portão Principal
108,,Torre de Defesa Direita do Portão Principal
109,,Torre de Defesa Esquerda da Câmara de Audiência
110,,Torre de Defesa Direita da Câmara de Audiência
115,,Torre de Defesa Esquerda do Portão de Fogo
116,,Torre de Defesa Direita do Portão de Fogo
117,,Torre de Defesa Esquerda do Portão de Água
118,,Torre de Defesa Direita do Portão de Água
119,,Torre Esquerda da Câmara do Artefato Sagrado
120,,Torre Direita da Câmara do Artefato Sagrado
121,,Torre Esquerda do Artefato Sagrado
122,,Torre Direita do Artefato Sagrado
123,,Armadilha Esquerda
124,,Armadilha direita
201,Guardião de Missões,Lloyd
202,Guardião de Relíquias,Feldheim
203,Guardião de Poções,Jackie
204,Guardião do Banquete,Emma
205,Comerciante Geral,Pan
211,,Cristal da União
212,,Lareira
301,,Ratel Robusto Verde
302,,Ratel Robusto Prata
303,,Ratel Robusto Ouro
304,,Mandrágora
305,,Sentinela do Jardim
401,계정 창고지기,Nigel
402,Mercenários Prataluz,Aymel
403,@205,@205
404,,Mercenário Prataluz
405,,마그나딘 경비병
406,Mestre Ferreiro,Mobart
407,,Espectador
408,,@407
409,Vendedor de Pergaminhos,Desorientado
410,,Bruxo Novato
411,Bibliotecário,Farjane
412,,Leitor
413,,@412
414,Padeiro,Bremen
415,,Criança do Padeiro
416,,Criança Faminta
417,,Criança Entediada
418,Vendedor de Armas,Pondiac
419,,Aventureiro
420,,@419
421,Vendedor de pesca,Tegma
422,,Pescador
423,,Bruxo
424,Cuidador de Mascotes,Cuvi
425,,Jovem Nobre
426,,Criança Curiosa
427,,Romi
428,,Julie
429,,Senhor
430,,Criança Animada
431,,Criança
432,,Filhote de Urso-negro
433,,Explorador
434,Vendedor de Churrasco,Maduka
435,,Leah
436,,Mio
437,,Oficial Mercenário
438,,Trabalhador
439,Menestrel,Asiren
440,Teletransportador,@409
441,Líder dos Mercenários Prataluz,Hardin
442,@402,Theodore
443,Líder da Caravana Fútil,Felícia
444,@402,Russel
445,Guia,Chau
446,@445,Lyncia
447,@445,Seikan
448,Guardião de armazenagem Pessoal,Gattuso
449,미용사,Katrina
450,Contente,Lena
451,Envelope Vermelho,Ada
452,Teletransportador,Ágata
453,@452,Catherine
454,@452,Grace
455,@452,Hanna
456,Guardião do clã,Hubert
457,Guardião da Fortaleza,James
458,Guardião do Cerco ao Castelo,Harry
459,Guardião da Sede do Clã,Jasmine
460,Leiloeiro do Clã,Courtney
461,Leiloeiro,Dario
462,@401,Dixie
463,캐릭터 창고지기,Edith
464,Guardião do Campo de batalha,Dustin
550,,Mercenário Prataluz
551,,@550
552,,Oficial Mercenário Prataluz
553,,Acadêmico Mercenário Prataluz
554,,@553
555,,@553
556,,Membro da caravana
557,,@556
558,,@556
559,,Emissário de Gludio
560,,@559
561,,@559
562,,Emissário de Dion
563,,@562
564,,@562
565,,Emissário de Giran
566,,@565
567,,@565
568,,Emissário de Oren
569,,@568
570,,@568
571,,Emissário de Innadril
572,,@571
573,,@571
574,,Emissário de Aden
575,,@574
576,,@574
577,,Emissário de Elmor
578,,@577
579,,@577
580,,Emissário de Gracia
581,,@580
582,,@580
583,,Emissária Élfica
584,,@583
585,,@583
586,,Emissária Élfica Sombria
587,,Membro da família
588,,@587
589,,@587
590,,@587
591,,@587
1001,Para teste de habilidade,Rosnador
1101,Para equilibrar a batalha,Rosnador nv. 1
1102,@1101,Rosnador nv. 2
1103,@1101,Rosnador nv. 3
1104,@1101,Rosnador nv. 4
1105,@1101,Rosnador nv. 5
1106,@1101,Rosnador nv. 6
1107,@1101,Rosnador nv. 7
1108,@1101,Rosnador nv. 8
1109,@1101,Rosnador nv. 9
1110,@1101,Rosnador nv. 10
1111,@1101,Rosnador nv. 11
1112,@1101,Rosnador nv. 12
1113,@1101,Rosnador nv. 13
1114,@1101,Rosnador nv. 14
1115,@1101,Rosnador nv. 15
1116,@1101,Rosnador nv. 16
1117,@1101,Rosnador nv. 17
1118,@1101,Rosnador nv. 18
1119,@1101,Rosnador nv. 19
1120,@1101,Rosnador nv. 20
1121,@1101,Rosnador nv. 21
1122,@1101,Rosnador nv. 22
1123,@1101,Rosnador nv. 23
1124,@1101,Rosnador nv. 24
1125,@1101,Rosnador nv. 25
1126,@1101,Rosnador nv. 26
1127,@1101,Rosnador nv. 27
1128,@1101,Rosnador nv. 28
1129,@1101,Rosnador nv. 29
1130,@1101,Rosnador nv. 30
1131,@1101,Rosnador nv. 31
1132,@1101,Rosnador nv. 32
1133,@1101,Rosnador nv. 33
1134,@1101,Rosnador nv. 34
1135,@1101,Rosnador nv. 35
1136,@1101,Rosnador nv. 36
1137,@1101,Rosnador nv. 37
1138,@1101,Rosnador nv. 38
1139,@1101,Rosnador nv. 39
1140,@1101,Rosnador nv. 40
1141,@1101,Rosnador nv. 41
1142,@1101,Rosnador nv. 42
1143,@1101,Rosnador nv. 43
1144,@1101,Rosnador nv. 44
1145,@1101,Rosnador nv. 45
1146,@1101,Rosnador nv. 46
1147,@1101,Rosnador nv. 47
1148,@1101,Rosnador nv. 48
1149,@1101,Rosnador nv. 49
1150,@1101,Rosnador nv. 50
1151,@1101,Rosnador nv. 51
1152,@1101,Rosnador nv. 52
1153,@1101,Rosnador nv. 53
1154,@1101,Rosnador nv. 54
1155,@1101,Rosnador nv. 55
1156,@1101,Rosnador nv. 56
1157,@1101,Rosnador nv. 57
1158,@1101,Rosnador nv. 58
1159,@1101,Rosnador nv. 59
1160,@1101,Rosnador nv. 60
1161,@1101,Rosnador nv. 61
1162,@1101,Rosnador nv. 62
1163,@1101,Rosnador nv. 63
1164,@1101,Rosnador nv. 64
1165,@1101,Rosnador nv. 65
1166,@1101,Rosnador nv. 66
1167,@1101,Rosnador nv. 67
1168,@1101,Rosnador nv. 68
1169,@1101,Rosnador nv. 69
1170,@1101,Rosnador nv. 70
1171,@1101,Rosnador nv. 71
1172,@1101,Rosnador nv. 72
1173,@1101,Rosnador nv. 73
1174,@1101,Rosnador nv. 74
1175,@1101,Rosnador nv. 75
1176,@1101,Rosnador nv. 76
1177,@1101,Rosnador nv. 77
1178,@1101,Rosnador nv. 78
1179,@1101,Rosnador nv. 79
1180,@1101,Rosnador nv. 80
1181,@1101,Rosnador nv. 81
1182,@1101,Rosnador nv. 82
1183,@1101,Rosnador nv. 83
1184,@1101,Rosnador nv. 84
1185,@1101,Rosnador nv. 85
1186,@1101,Rosnador nv. 86
1187,@1101,Rosnador nv. 87
1188,@1101,Rosnador nv. 88
1189,@1101,Rosnador nv. 89
1190,@1101,Rosnador nv. 90
1191,@1101,Rosnador nv. 91
1192,@1101,Rosnador nv. 92
1193,@1101,Rosnador nv. 93
1194,@1101,Rosnador nv. 94
1195,@1101,Rosnador nv. 95
1196,@1101,Rosnador nv. 96
1197,@1101,Rosnador nv. 97
1198,@1101,Rosnador nv. 98
1199,@1101,Rosnador nv. 99
1200,@1101,Rosnador nv. 100
1201,@1101,@1101
1202,@1101,@1102
1203,@1101,@1103
1204,@1101,@1104
1205,@1101,@1105
1206,@1101,@1106
1207,@1101,@1107
1208,@1101,@1108
1209,@1101,@1109
1210,@1101,@1110
1211,@1101,@1111
1212,@1101,@1112
1213,@1101,@1113
1214,@1101,@1114
1215,@1101,@1115
1216,@1101,@1116
1217,@1101,@1117
1218,@1101,@1118
1219,@1101,@1119
1220,@1101,@1120
1221,@1101,@1121
1222,@1101,@1122
1223,@1101,@1123
1224,@1101,@1124
1225,@1101,@1125
1226,@1101,@1126
1227,@1101,@1127
1228,@1101,@1128
1229,@1101,@1129
1230,@1101,@1130
1231,@1101,@1131
1232,@1101,@1132
1233,@1101,@1133
1234,@1101,@1134
1235,@1101,@1135
1236,@1101,@1136
1237,@1101,@1137
1238,@1101,@1138
1239,@1101,@1139
1240,@1101,@1140
1241,@1101,@1141
1242,@1101,@1142
1243,@1101,@1143
1244,@1101,@1144
1245,@1101,@1145
1246,@1101,@1146
1247,@1101,@1147
1248,@1101,@1148
1249,@1101,@1149
1250,@1101,@1150
1251,@1101,@1151
1252,@1101,@1152
1253,@1101,@1153
1254,@1101,@1154
1255,@1101,@1155
1256,@1101,@1156
1257,@1101,@1157
1258,@1101,@1158
1259,@1101,@1159
1260,@1101,@1160
1261,@1101,@1161
1262,@1101,@1162
1263,@1101,@1163
1264,@1101,@1164
1265,@1101,@1165
1266,@1101,@1166
1267,@1101,@1167
1268,@1101,@1168
1269,@1101,@1169
1270,@1101,@1170
1271,@1101,@1171
1272,@1101,@1172
1273,@1101,@1173
1274,@1101,@1174
1275,@1101,@1175
1276,@1101,@1176
1277,@1101,@1177
1278,@1101,@1178
1279,@1101,@1179
1280,@1101,@1180
1281,@1101,@1181
1282,@1101,@1182
1283,@1101,@1183
1284,@1101,@1184
1285,@1101,@1185
1286,@1101,@1186
1287,@1101,@1187
1288,@1101,@1188
1289,@1101,@1189
1290,@1101,@1190
1291,@1101,@1191
1292,@1101,@1192
1293,@1101,@1193
1294,@1101,@1194
1295,@1101,@1195
1296,@1101,@1196
1297,@1101,@1197
1298,@1101,@1198
1299,@1101,@1199
1300,@1101,@1200
1301,@1101,@1101
1302,@1101,@1102
1303,@1101,@1103
1304,@1101,@1104
1305,@1101,@1105
1306,@1101,@1106
1307,@1101,@1107
1308,@1101,@1108
1309,@1101,@1109
1310,@1101,@1110
1311,@1101,@1111
1312,@1101,@1112
1313,@1101,@1113
1314,@1101,@1114
1315,@1101,@1115
1316,@1101,@1116
1317,@1101,@1117
1318,@1101,@1118
1319,@1101,@1119
