Id,PlaceName
1,Portão Vibrante
2,Ruínas de Dolmen
3,Cidade de Ilha Falante
4,Terras Esparsas
5,Obelisco da Vitória
6,Acampamento fortificado
7,Academia Arcana de Einhovant
8,Floresta do Vento
9,Floresta amaldiçoada
10,Posto de Observ. Oeste
11,Ruínas Élficas
12,Porto de Gludin
13,Cidade de Gludin
14,Planície do Moinho
15,Cemitério Silencioso
16,Ac. do Saqueador
17,Castelo da Cidade de Gludio
18,Campo de Extermínio de Monstros
19,Fazenda Devastada
20,Morada do Homem-lagarto Maille
21,Acampamento Orc de Turek
22,Lago Fellmere
23,Arredores do Castelo de Gludio
24,Castelo de Gludio
25,Ruínas de Windawood
26,Campo de batalha
27,Santuário da Elfa Decaída
28,Estação Orc de Turek
29,Terra estéril
30,Deserto
31,Acampamento de Staris
32,Cord. da Pedra Vermelh.
33,Arredores do Castelo de Dion
34,Cidade do Castelo de Dion
35,Área de corte de lenha
36,Área agrícola de Dion
37,Abrigo
38,Planície de Dion
39,Terreno Sinistro
40,Acampamento dos Arqueólogos
41,Sítio de escavação
42,Pantanal
43,Entrada da Torre de Cruma
44,Charco da Sombra
45,Bosque Sereno
46,Esconderijo Ol Mahum
47,Posto avançado de Tanor
48,Área de conflito
49,Fazenda de Mandrágora
50,Campos de Extermínio
51,Forte da Agonia
52,Forte Arruinado
53,Incinerador
54,Cidade de Giran
55,Jardim da Górgona
56,Arredores do Castelo de Giran
57,Floresta Cantante
58,Acampamento do Homem-lagarto Langk
59,Terreno baldio
60,Castelo de Giran
61,Rota Comercial
62,Costa do Peso Morto
63,Floresta dos Gigantes
64,Porto de Giran
65,Esconderijo do bandido Ol Mahum
66,Altar do gigante
67,Charco Salobro
68,Caverna de Ouro
69,Poço do Ódio
70,Bastião do orc Breka
71,Passe do Morto
72,Abismo do Esquecimento
73,Vale dos Caçadores
74,Cidade de Oren
75,Arredores do Castelo de Oren
76,Charco dos homens-lagartos
77,Posto avançado de Timak
78,Platô de Tanor enfurecido
79,Selo rompido
80,Mar de Esporos
81,Floresta da Bruxa
82,Floresta dos Bandidos
83,Floresta do Mal
84,Acampamento dos orcs de Timak
85,Cratera da Torre de Marfim
90,Fenda Demoníaca
91,Fortaleza do Desespero
92,Tumba do caçador
93,Terra dos Dragões
94,Entrada do Covil de Antharas
95,Ruínas Élficas 1
96,Ruínas Élficas 2
97,Formigueiro 1
98,Formigueiro 2
99,Torre de Cruma 2
100,Torre de Cruma 3
101,Torre de Marfim 1
102,Torre de Marfim 2
103,Complete Torre de Marfim 3
104,Laboratório da Catacumba da Torre de Marfim
105,Cobertura da Floresta dos Segredos
106,Sub-bosque da Floresta dos Segredos
107,Matadouro da Floresta dos Segredos
1001,Vestígio de Varkaron
1002,Caverna da Formiga Rainha
1003,Torre de Marfim 1
30000004,Porto de Gludin
30000005,Porão
30000006,Interior da Pedra de Evocação Maligna
30000007,Mundo Externo
30000008,Torre de Cruma 2
30000009,Abismo de Zaken
30000010,Abismo de Zaken
30000011,Território do Rei Sangrento
30000012,Torre de Cruma 3
