Id,SpotName,SpotTitle,Desc
1,Fortaleza da Estrada de Gludin,,
2,Fortaleza da Planície de Gludio,,
3,Fortaleza da Mansão Windawood,,
4,Fortaleza do Deserto,,
5,Fortaleza da Planície de Dion,,
6,Fortaleza do Pântano de Cruma,,
7,Fortaleza do Pico da Dissonância,,
8,Fortaleza dos Sacrários Uivantes,,
9,Fortaleza do Domínio de Giran,,
10,Fortaleza das Praias da Névoa Mortal,,
11,Fortaleza da Ilha do Demônio,,
12,Fortaleza da Necrópole Assombrada,,
13,Fortaleza do Vale do Dragão,,
14,Fortaleza do Platô do Vento Norte,,
15,Fortaleza das Terras Eternas,,
16,Fortaleza da Torre de Marfim Conquistada,,
17,Fortaleza das Ruínas de Dolmen,,
18,Fortaleza das Terras Esparsas,,
19,Fortaleza do Obelisco da Vitória,,
20,Fortaleza do Acampamento Fortificado,,
21,Fortaleza do Bosque Sussurrante,,
22,Fortaleza da Floresta Amaldiçoada,,
23,Fortaleza do Posto de Observação Oeste,,
24,Fortaleza das Ruínas Élficas,,
101,Porto da Ilha Falante,Porto da Ilha Falante,
102,Terras Esparsas,Terras Esparsas,
197,Cidade de Ilha Falante,Cidade de Ilha Falante,
201,Posto de Observ. Oeste,Posto de Observ. Oeste,
202,Floresta amaldiçoada,Floresta amaldiçoada,
301,Planície do Moinho,Planície do Moinho,
302,Cemitério Silencioso,Cemitério Silencioso,
303,Ac. do Saqueador,Ac. do Saqueador,
397,Cidade de Gludin,Cidade de Gludin,
398,@1,Fortaleza da Estrada de Gludin,
401,Fazenda Devastada,Fazenda Devastada,
402,Posto de comando para Extermínio de Monstros,Posto de comando para Extermínio de Monstros,
403,Morada do Homem-lagarto Maille,Morada do Homem-lagarto Maille,
404,Acampamento Orc de Turek,Acampamento Orc de Turek,
497,Castelo da Cidade de Gludio,Castelo da Cidade de Gludio,
498,@2,Fortaleza da Planície de Gludio,
499,Castelo de Gludio,Castelo de Gludio,
501,Ruínas de Windawood,Ruínas de Windawood,
502,Campo de batalha,Campo de batalha,
503,Santuário da Elfa Decaída,Santuário da Elfa Decaída,
504,Estação Orc de Turek,Estação Orc de Turek,
598,@3,Fortaleza da Mansão Windawood,
601,Terra estéril,Terra estéril,
602,Deserto,Deserto,
603,Serra da Pedra Vermelha,Cord. da Pedra Vermelh.,
697,Acampamento de Staris,Acampamento de Staris,
698,@4,Fortaleza do Deserto,
701,Área de corte de lenha,Área de corte de lenha,
702,Área Agrícola,Área Agrícola,
703,Arredores do Castelo de Dion,Arredores do Castelo de Dion,
704,Planície,Planície,
797,Cidade de Dion,Cidade de Dion,
798,@5,Fortaleza da Planície de Dion,
799,Castelo de Dion,Castelo de Dion,
801,Terreno Sinistro,Terreno Sinistro,
802,Entrada do Pântano de Cruma,Entrada do Pântano de Cruma,
803,Pântano de Cruma,Pântano de Cruma,
897,Acampamento dos Arqueólogos,Acampamento dos Arqueólogos,
898,@6,Fortaleza do Pântano de Cruma,
901,Bosque Sereno,Bosque Sereno,
902,Entrada do Acampamento de Tanor,Entrada do Acampamento de Tanor,
903,Interior do Acampamento de Tanor,Interior do Acampamento de Tanor,
904,Esconderijo Ol Mahum,Esconderijo Ol Mahum,
998,@7,Fortaleza do Pico da Dissonância,
1001,Fazenda de Mandrágora,Fazenda de Mandrágora,
1002,Campos de Extermínio,Campos de Extermínio,
