Key,Value
GuildWarehouseRecordSiegeWarReward,Recompensa do Cerco ao Castelo
GuildWarehouseRecordSiegeWarBidding,Lance em Cerco ao Castelo
GuildWarehouseRecordFortressWarReward,Recompensa de Cerco à Fortaleza
GuildWarehouseRecordFortressWarBidding,Lance de Cerco à Fortaleza
GuildWarehouseRecordCommission,Coletar impostos
GuildWarehouseRecordMarketBuy,Comprar na loja
SystemMailName,Sistema
SystemMessageKickOutFromGM,O servidor reiniciará. Reinicie o jogo.
SystemMessageLogOut,O jogo terminará agora.
CastleSiegeFestivalCouponResetNotify,Os bilhetes do Festival de Cerco reiniciarão.
MailTitleCheat,Trapaça
MailTitleTutorialReward,Tutorial
MailTitleGuideQuestReward,Recompensa de Jornada do Mercenário
MailTitleShopGachaItem,Item da caixa da Loja de Evocação
MailTitleDungeonReward,Recompensa da masmorra
MailTitlePvpHonorPointReward,Recompensa de honra da arena
MailTitlePvpFirstRankReward,Recompensa de conquista de primeira classificação na arena
MailTitlePvpRankingReward,Recompensa de classificação na arena
MailTitleCastleSiegeBegin,Início de Cerco ao Castelo
MailTitleCastleSiegeLoseReward,Recompensa de derrota no Cerco ao Castelo
MailTitleCastleSiegeWinReward,Recompensa de vitória no Cerco ao Castelo
MailTitleFortressSiegeLoseReward,Recompensa de derrota no Cerco à Fortaleza
MailTitleFortressSiegeWinReward,Recompensa de vitória no Cerco à Fortaleza
MailTitleFortressSiegeDrawReward,Recompensa de empate na partida de Cerco à Fortaleza
MailTitleAuctionHouseBuy,Comprar no Entreposto Comercial
MailTitleAuctionHouseSellFailed,Venda no Entreposto Comercial expirada
MailTitleAuctionHouseSellingCancel,Venda do Entreposto Comercial cancelada
MailTitleConnectDailyReward,Recompensa de login diário
MailTitleConnectWeeklyReward,Recompensa de login semanal
MailTitleConnectMonthlyReward,Recompensa de login mensal
MailTitleGuildAchievementReward,Recompensa de conquistas do clã
MailTitleGuildMarketBuy,Comprar na Loja do Clã
MailTitleGuildMarketGiftBuy,[Player] enviou um presente.
MailTitleGuildWarehouseGrant,Prêmio do clã
MailTitleAchievementReward,Recompensa de conquista
MailTitlePeriodAchievementReward,Recompensa de conquista por tempo limitado
MailTitleFriendGreet,Saudar amigo
MailTitleBagIsFull,Inventário cheio
MailTitleDailyActivityReward,Recompensa de atividades diárias
MailTitleInstantCompleteReward,Item de resgate de recompensa
MailTitleMissionDailyReward,Recompensa de missão diária
MailTitleMissionWeeklyReward,Recompensa de missão semanal
MailTitleShopReward,Recompensa de recarga/gasto
MailTitleSupriseBox,Abrir caixa-surpresa
MailTitleEvent,Recompensa de evento
MailTitleEventDice,Recompensa do Evento dos Dados
MailTitleEventDiceComplete,Recompensa de Conclusão da Volta do Evento dos Dados
MailTitleCastleSiegeFestivalWin,Acertou a previsão do clã vitorioso no Festival do Cerco ao Castelo
MailTitleCastleSiegeFestivalLose,Errou a previsão do clã vitorioso no Festival do Cerco ao Castelo
MailTitleItemEnchantFailReward,Recompensa por falhar de aprimoramento
MailTitleAccountLevelReward,서버 레벨 달성 이벤트 보상
MailContentCheat,[Item]
MailContentTutorialReward,Você recebeu [Item] como recompensa do tutorial!
MailContentGuideQuestReward,@MailContentCheat
MailContentShopGachaItem,Item adquirido da caixa da Loja de Evocação. (Limite de inventário alcançado)
MailContentDungeonReward,Item obtido como recompensa da masmorra.
MailContentPvpHonorPointReward,@MailContentCheat
MailContentPvpFirstRankReward,@MailContentCheat
MailContentPvpRankingReward,@MailContentCheat
MailContentCastleSiegeBegin,@MailContentCheat
MailContentCastleSiegeLoseReward,@MailContentCheat
MailContentCastleSiegeWinReward,@MailContentCheat
MailContentFortressSiegeLoseReward,@MailContentCheat
MailContentFortressSiegeWinReward,@MailContentCheat
MailContentAuctionHouseBuy,Receba os itens comprados no Entreposto Comercial.
MailContentAuctionHouseSellFailed,Não foi possível vender o item no Entreposto Comercial.
MailContentAuctionHouseSellingCancel,A venda desse item foi cancelada no Entreposto Comercial.
MailContentConnectDailyReward,Adquirido [Item] por estar online
MailContentConnectWeeklyReward,Obteve [Item] pelo [Day]º dia.
MailContentConnectMonthlyReward,@MailContentConnectWeeklyReward
MailContentGuildAchievementReward,@MailContentCheat
MailContentGuildMarketBuy,@MailTitleGuildMarketBuy
MailContentGuildMarketGiftBuy,[RewardName]
MailContentGuildWarehouseGrant,Recebeu uma recompensa do clã.
MailContentAchievementReward,@MailContentCheat
MailContentPeriodAchievementReward,@MailContentCheat
MailContentFriendGreet,@MailContentCheat
MailContentBagIsFull,@MailContentCheat
MailContentDailyActivityReward,@MailContentCheat
MailContentInstantCompleteReward,@MailContentCheat
MailContentMissionDailyReward,@MailContentCheat
MailContentMissionWeeklyReward,@MailContentCheat
MailContentShopReward,@MailContentCheat
MailContentSupriseBox,@MailContentCheat
MailContentEvent,@MailContentCheat
MailContentEventDice,@MailContentCheat
MailContentEventDiceComplete,@MailContentCheat
MailContentCastleSiegeFestivalWin,@MailContentCheat
MailContentCastleSiegeFestivalLose,@MailContentCheat
MailContentItemEnchantFailReward,@MailContentCheat
MailContentAccountLevelReward,서버 레벨 달성 이벤트 보상입니다.
MailRewardAdena,[Count] adenas
MailRewardDiamond,[Count] diamantes
MailRewardCrystal,Sucata
MailRewardExp,[Count] de exp.
MailRewardQuestLimitTime,Limite de tempo da missão
MailRewardFriendshipPoint,[Count] pontos de amizade
MailRewardStatus,[Count] atributos
MailRewardBloodCrystal,[Count] Cristais Sanguíneos
MailRewardGachaTicket,@MailContentCheat
