Id,Name
1,Massacre
2,Caçada
3,Bravura
4,Aniquilar
5,Manobra defensiva
6,Paciência
7,Proteção
8,Muro de ferro
9,Tenacidade
10,Meditação
11,Vivacidade
12,Severo
13,Rápido
14,Calmo
15,Brilho
16,Perfurante
17,Égide
101,Fortaleza da Estrada de Gludin
102,Fortaleza da Mansão Windawood
103,Terras Eternas
104,Fortaleza do Domínio de Giran
105,Fortaleza da Ilha do Demônio
106,Território conquistado na Torre de Marfim
107,Fortaleza do Platô do Vento Norte
108,Fortaleza da Torre de Marfim Conquistada
109,Fortaleza do Vale do Dragão
110,Fortaleza das Terras Eternas
111,Fortaleza da Planície de Gludio
112,Fortaleza do Deserto
113,Fortaleza da Planície de Dion
114,Fortaleza do Pico da Dissonância
115,Fortaleza do Pântano de Cruma
116,Fortaleza dos Sacrários Uivantes
117,Fortaleza das Praias da Névoa Mortal
118,Fortaleza da Necrópole Assombrada
201,Guardião de Poções da Sede do Clã
202,@201
203,@201
204,Poção de Atributo
205,@204
206,@204
301,Herói do campo de batalha
