Id,Name,Desc
1,Conquiste Ruínas Élficas 1.,Derrote {TaskCount} Licantropo(s).
2,@1,@1
3,@1,@1
4,@1,Derrote {TaskCount} Desmodus.
5,@1,@4
6,@1,@4
7,@1,Derrote a Asa do horror {TaskCount} vez(es).
8,@1,Derrote Ryukaon {TaskCount} vez(es).
9,@1,Derrote Arachne {TaskCount} vez(es).
10,@1,Adquira {TaskCount} núcleo(s) de monstro.
11,@1,@10
12,@1,Derrote {TaskCount} monstro(s) da masmorra.
13,@1,@12
14,Conquiste Ruínas Élficas 2.,Derrote {TaskCount} Berserker(s) de Spartoi.
15,@14,Derrote {TaskCount} Patrulha(s) de Spartoi.
16,@14,Derrote {TaskCount} Pinções Eremitas
17,@14,Derrote {TaskCount} Aranha(s) de presa Eremita(s).
18,@14,Derrote {TaskCount} Caçador(es) de Spartoi.
19,@14,Derrote {TaskCount} Atacante(s) de Spartoi.
20,@14,@14
21,@14,@15
22,@14,@16
23,@14,@17
24,@14,@18
25,@14,@19
26,@14,Derrote Maniskull {TaskCount} vez(es).
27,@14,Derrote Felix {TaskCount} vez(es).
28,@14,Derrote o Fitador da Morte {TaskCount} vez(es).
29,@14,Derrote Necross {TaskCount} vez(es).
30,@14,@10
31,@14,@10
32,@14,@10
33,@14,@12
34,@14,@12
35,@14,@12
36,Conq. Formigueiro 1.,Derrote {TaskCount} Larva(s) de formiga soldado.
37,@36,Derrote {TaskCount} Larva(s) de formiga operária.
38,@36,Derrote {TaskCount} Formiga(s) operária(s).
39,@36,Derrote {TaskCount} Formiga(s) soldado(s).
40,@36,@36
41,@36,@37
42,@36,@38
43,@36,Derrote o Reaver {TaskCount} vez(es).
44,@36,Núcleo do Capataz do Formigueiro {TaskCount} vez(es).
45,@36,@10
46,@36,@10
47,@36,@10
48,@36,@12
49,@36,@12
50,@36,@12
51,Conq. Formigueiro 2.,Derrote {TaskCount} Larva(s) de formiga.
52,@51,Derrote {TaskCount} Supervisor(es) das formigas operárias.
53,@51,Derrote {TaskCount} Formiga(s) soldado(s) recruta(s).
54,@51,@51
55,@51,@52
56,@51,@53
57,@51,Derrote o Guarda Real do Formigueiro {TaskCount} vez(es).
58,@51,Derrote o Guardião do Terreno de Desova {TaskCount} vez(es).
59,@51,@10
60,@51,@10
61,@51,@10
62,@51,@12
63,@51,@12
64,@51,@12
65,Conquiste Torre de Cruma 2.,Derrote {TaskCount} Lacaio(s) de Mordeo.
66,@65,Derrote {TaskCount} Excuro(s).
67,@65,Derrote {TaskCount} Porta(s).
68,@65,Derrote {TaskCount} Alto(s) Excuro(s).
69,@65,Derrote {TaskCount} Guarda(s) de Mordeo.
70,@65,Derrote {TaskCount} Porta(s) Preso(s).
71,@65,Derrote Mystique {TaskCount} vez(es).
72,@65,Derrote Stelos {TaskCount} vez(es).
73,@65,Derrot Mestre Mordeo {TaskCount} vez(es).
74,@65,Derrote Serbo Prime {TaskCount} vez(es).
75,@65,@10
76,@65,@10
77,@65,@10
78,@65,@10
79,@65,@10
80,@65,@10
81,@65,@12
82,@65,@12
83,@65,@12
84,@65,@12
85,@65,@12
86,@65,@12
87,Conquiste Torre de Cruma 3.,Derrote {TaskCount} Guarda(s) de Validus.
88,@87,Derrote {TaskCount} Patrulha(s) de Validus.
89,@87,Derrote {TaskCount} Susceptor(es) de Gustos.
90,@87,Derrote {TaskCount} Susceptor(es) de Kusion.
91,@87,Derrote {TaskCount} Mekorde(s).
92,@87,@87
93,@87,@88
94,@87,@89
95,@87,@90
96,@87,@91
97,@87,Derrote Grizo {TaskCount} vez(es).
98,@87,Derrote Julius {TaskCount} vez(es).
99,@87,Derrote Magnus {TaskCount} vez(es).
100,@87,@10
101,@87,@10
102,@87,@10
103,@87,@12
104,@87,@12
105,@87,@12
107,Conquiste Torre de Marfim 1.,Derrote a Sanguessuga Subterrânea {TaskCount} vez(es).
108,@107,Derrote o Fungo Caminhante Manchado {TaskCount} vez(es).
109,@107,@107
110,@107,@108
111,@107,Derrote Mesheemp {TaskCount} vez(es).
112,@107,Derrote Corepio {TaskCount} vez(es).
113,@107,Derrote Preta {TaskCount} vez(es).
114,@107,@10
115,@107,@10
116,@107,@10
117,@107,@12
118,@107,@12
119,@107,@12
120,Conquiste Torre de Marfim 2.,Derrote a Medusa do Pântano {TaskCount} vez(es).
121,@120,Derrote a Medusa da Caverna {TaskCount} vez(es).
122,@120,Derrote o Soldado de Stakato {TaskCount} vez(es).
123,@120,Derrote o Soldado de Stakato {TaskCount} vez(es).
124,@120,@120
125,@120,@121
