Id,Title,Desc
31001,Episódio concluído,Conclua os episódios <RedBold>1-2</>.
31002,Evolução de equipamento,Tente evoluir os equipamentos <RedBold>[Value]</> vez(es). ([Value1]/[Value2])
31003,@31001,Conclua os episódios <RedBold>1-5</>.
31004,PC,Chegue a <RedBold>[Value]</> de Poder de combate máximo. ([Value1]/[Value2])
31005,Arena,Desafie a Arena <RedBold>[Value]</> vez(es). ([Value1]/[Value2])
31006,Adquira equipamentos,Adquira <RedBold>[Value]</> equipamentos. ([Value1]/[Value2])
31007,Evoluir habilidade,Evolua habilidades <RedBold>[Value]</> vez(es). ([Value1]/[Value2])
31008,@31002,@31002
31009,Pontos de Conquista,Consiga <RedBold>[Value]</> Pontos de Conquista. ([Value1]/[Value2])
31010,Presença no clã,Conecte-se ao clã <RedBold>[Value]</> vez(es). ([Value1]/[Value2])
31011,Doação de clã,Doe ao clã <RedBold>[Value]</> vez(es). ([Value1]/[Value2])
31012,Loja do clã,Comprar bônus de clã <RedBold>[Value]</> vez(es). ([Value1]/[Value2])
31013,Entre na Torre da Insolência,Desafie a Torre da Insolência <RedBold>[Value]</> vez(es). ([Value1]/[Value2])
31014,Conclusão automática da Torre da Insolência.,Conclua automaticamente a Torre da Insolência <RedBold>[Value]</> vez(es). ([Value1]/[Value2])
31015,Marcação de runa,Tente fazer uma marcação de runa <RedBold>[Value]</> vez(es). ([Value1]/[Value2])
31016,Combinação de equipamentos,Tente combinar equipamentos <RedBold>[Value]</> vez(es). ([Value1]/[Value2])
31017,@31001,Conclua os episódios <RedBold>1-11</>.
31018,Melhorar equipamento,Tente melhorar equipamentos <RedBold>[Value]</> vez(es). ([Value1]/[Value2])
31019,Tarefa diária,Conclua <RedBold>[Value]</> missões diárias. ([Value1]/[Value2])
31020,@31015,Marque runas com êxito <RedBold>[Value]</> vez(es). ([Value1]/[Value2])
31021,@31004,@31004
31101,Missão semanal concluída,Conclua a Missão Semanal <RedBold>[Value]</> vez(es). ([Value1]/[Value2])
