Id,Name,TypeDesc,LimitDesc,UsingDesc,ReplaceString1,ReplaceString2,Desc
1021,악마의 영혼석: 자켄,Consumíveis,,"Obtenha de monstros do Sub-bosque da Floresta dos Segredos. Vincule 100 para ganhar o “Pergaminho Demoníaco: Zaken.”
O “Pergaminho Demoníaco: Zaken” é um pergaminho de missão secundária útil ao chegar no nv. 230.",,,
1022,악마의 스크롤: 자켄,@1021,,"Um pergaminho de missão secundária usado para ganhar fichas de batalha: Zaken.
Use ficha de batalha: Zaken para entrar no Navio Pirata de Zaken.","Localização de destino: Domínio de Giran
Restrição de Nv.: 230.",,
1023,결전의 징표: 자켄,@1021,,"자켄을 처치하기로 맹세한 자의 징표입니다.
자켄의 해적선에 입장 할 수 있습니다.",,,
10001,Broto da primavera,Poção,,"Este broto contém energia da iminente primavera.
Use para comprar itens no menu de eventos.",,,Aumenta em 2.000 a def. durante 10 min.
10002,Baú de brotos,@1021,,"Esta caixa guarda brotos em segurança.
Abra para adquirir 30 brotos.",,,Itens adquiridos após o uso não podem ser trocados.
10003,Bilhete de conclusão bônus,Evento,,"Use este bilhete para conclusões adicionais após ter alcançado o limite de conclusão diária da Escola de Aymel.
Use no menu de eventos.",,,
10004,Bom trabalho,@10001,,"Que ótimo membro de clã!
Use para comprar itens no menu de eventos.",,,Aumenta em 1.500 o atq. durante 10 min.
10005,Caixa de selos de congratulação,@1021,,"Esta caixa guarda em segurança selos de congratulação.
Abra para adquirir 30 selos de bom trabalho.",,,@10002
10006,Melancia,@10001,,"Melancia refrescante, perfeita para matar sua sede.
É enviada para a caixa de correio ao entrar na arena.",,,Aumenta em 3.000 os PV durante 10 min.
10007,Uvas,@10001,,"Uvas deliciosas e suculentas.
São enviadas para a sua caixa de correio na conclusão automática da Torre da Insolência.",,,Aumenta em 3% o dano crítico por 10 min.
10008,Melão-oriental,@10001,,"Um delicioso melão oriental, cheio de vitamina C e ótimo para recuperar a fadiga.
É enviado para a sua caixa de correio ao entrar na Círculo de Invocação.",,,@10001
10009,Framboesas,@10001,,"Framboesas de verão são nutritivas e deliciosas. Experimente para ver!
São enviadas para a sua caixa de correio ao concluir a masmorra diária.",,,@10004
10010,Caixa de Frutas do Verão,@1021,,"Caixa de frutas sazonais de verão.
Abra esta caixa para ganhar: melancia, uvas, melão oriental ou framboesas.
Ganhe esta caixa de frutas ao extrair ervas na Masmorra de Extração.",,,
10033,Agulha de pinheiro,@1021,,"피톤치드가 풍부하게 담겼으며, 솔향이 그윽한 솔잎입니다. 송편의 필수 재료입니다.",,,
10034,천연 벌꿀,@1021,,미네랄과 비타민 등 영양이 풍부한 천연 벌꿀입니다. 꿀송편의 달콤함을 책임집니다,,,
