Id,Name,Description,EffectDescription,SkillDialogue
1101,Combinação de espada de humano 1,Um ataque básico usando espada e escudo.,,
1102,Combinação de espada de humano 2,@1101,,
1103,Combinação de espada de humano 3,@1101,,
1104,Combinação de espada de humano 4,@1101,,
1105,Combinação de espada de humano 5,@1101,,
1106,Combinação de espada de humano 6,@1101,,
1201,Combinação de espada de elfa 1,@1101,,
1202,Combinação de espada de elfa 2,@1101,,
1203,Combinação de espada de elfa 3,@1101,,
1204,Combinação de espada de elfa 4,@1101,,
1205,Combinação de espada de elfa 5,@1101,,
1206,Combinação de espada de elfa 6,@1101,,
1301,Combinação de espada de elfo sombrio 1,@1101,,
1302,Combinação de espada de elfo sombrio 2,@1101,,
1303,Combinação de espada de elfo sombrio 3,@1101,,
1304,Combinação de espada de elfo sombrio 4,@1101,,
1305,Combinação de espada de elfo sombrio 5,@1101,,
1306,Combinação de espada de elfo sombrio 6,@1101,,
1401,Combinação de espada de anã 1,@1101,,
1402,Combinação de espada de anã 2,@1101,,
1403,Combinação de espada de anã 3,@1101,,
1404,Combinação de espada de anã 4,@1101,,
1405,Combinação de espada de anã 5,@1101,,
1406,Combinação de espada de anã 6,@1101,,
2101,Combinação de lança de humano 1,Um ataque básico usando lança.,,
2102,Combinação de lança de humano 2,@2101,,
2103,Combinação de lança de humano 3,@2101,,
2104,Combinação de lança de humano 4,@2101,,
2105,Combinação de lança de humano 5,@2101,,
2106,Combinação de lança de humano 6,@2101,,
2201,Combinação de lança de elfa 1,@2101,,
2202,Combinação de lança de elfa 2,@2101,,
2203,Combinação de lança de elfa 3,@2101,,
2204,Combinação de lança de elfa 4,@2101,,
2205,Combinação de lança de elfa 5,@2101,,
2206,Combinação de lança de elfa 6,@2101,,
2301,Combinação de lança de elfo sombrio 1,@2101,,
2302,Combinação de lança de elfo sombrio 2,@2101,,
2303,Combinação de lança de elfo sombrio 3,@2101,,
2304,Combinação de lança de elfo sombrio 4,@2101,,
2305,Combinação de lança de elfo sombrio 5,@2101,,
2306,Combinação de lança de elfo sombrio 6,@2101,,
2401,Combinação de lança da anã 1,@2101,,
2402,Combinação de lança da anã 2,@2101,,
2403,Combinação de lança da anã 3,@2101,,
2404,Combinação de lança da anã 4,@2101,,
2405,Combinação de lança da anã 5,@2101,,
2406,Combinação de lança da anã 6,@2101,,
3101,Combinação de espada dupla de humano 1,Um ataque básico usando duas espadas.,,
3102,Combinação de espada dupla de humano 2,@3101,,
3103,Combinação de espada dupla de humano 3,@3101,,
3104,Combinação de espada dupla de humano 4,@3101,,
3105,Combinação de espada dupla de humano 5,@3101,,
3106,Combinação de espada dupla de humano 6,@3101,,
3107,Combinação de espada dupla de humano 7,@3101,,
3108,Combinação de espada dupla de humano 8,@3101,,
3201,Combinação de espada dupla de elfa 1,@3101,,
3202,Combinação de espada dupla de elfa 2,@3101,,
3203,Combinação de espada dupla de elfa 3,@3101,,
3204,Combinação de espada dupla de elfa 4,@3101,,
3205,Combinação de espada dupla de elfa 5,@3101,,
3206,Combinação de espada dupla de elfa 6,@3101,,
3207,Combinação de espada dupla de elfa 7,@3101,,
3208,Combinação de espada dupla de elfa 8,@3101,,
3301,Combinação de espada dupla de elfo sombrio 1,@3101,,
3302,Combinação de espada dupla de elfo sombrio 2,@3101,,
3303,Combinação de espada dupla de elfo sombrio 3,@3101,,
3304,Combinação de espada dupla de elfo sombrio 4,@3101,,
3305,Combinação de espada dupla de elfo sombrio 5,@3101,,
3306,Combinação de espada dupla de elfo sombrio 6,@3101,,
3307,Combinação de espada dupla de elfo sombrio 7,@3101,,
3308,Combinação de espada dupla de elfo sombrio 8,@3101,,
3401,Combinação de espada dupla de anã 1,@3101,,
3402,Combinação de espada dupla de anã 2,@3101,,
3403,Combinação de espada dupla de anã 3,@3101,,
3404,Combinação de espada dupla de anã 4,@3101,,
3405,Combinação de espada dupla de anã 5,@3101,,
3406,Combinação de espada dupla de anã 6,@3101,,
3407,Combinação de espada dupla de anã 7,@3101,,
3408,Combinação de espada dupla de anã 8,@3101,,
4101,Combinação de punhal de humano 1,Um ataque básico usando punhal.,,
4102,Combinação de punhal de humano 2,@4101,,
4103,Combinação de punhal de humano 3,@4101,,
4104,Combinação de punhal de humano 4,@4101,,
4105,Combinação de punhal de humano 5,@4101,,
4106,Combinação de punhal de humano 6,@4101,,
4201,Combinação de punhal de elfa 1,@4101,,
4202,Combinação de punhal de elfa 2,@4101,,
4203,Combinação de punhal de elfa 3,@4101,,
4204,Combinação de punhal de elfa 4,@4101,,
4205,Combinação de punhal de elfa 5,@4101,,
4206,Combinação de punhal de elfa 6,@4101,,
4301,Combinação de punhal de elfo sombrio 1,@4101,,
4302,Combinação de punhal de elfo sombrio 2,@4101,,
4303,Combinação de punhal de elfo sombrio 3,@4101,,
4304,Combinação de punhal de elfo sombrio 4,@4101,,
4305,Combinação de punhal de elfo sombrio 5,@4101,,
4306,Combinação de punhal de elfo sombrio 6,@4101,,
4401,Combinação de punhal de anã 1,@4101,,
4402,Combinação de punhal de anã 2,@4101,,
4403,Combinação de punhal de anã 3,@4101,,
4404,Combinação de punhal de anã 4,@4101,,
4405,Combinação de punhal de anã 5,@4101,,
4406,Combinação de punhal de anã 6,@4101,,
5101,Combinação de arco de humano 1,Um ataque básico usando arco.,,
5102,Combinação de arco de humano 2,@5101,,
5103,Combinação de arco de humano 3,@5101,,
5104,Combinação de arco de humano 4,@5101,,
5201,Combinação de arco de elfa 1,@5101,,
5202,Combinação de arco de elfa 2,@5101,,
5203,Combinação de arco de elfa 3,@5101,,
5204,Combinação de arco de elfa 4,@5101,,
5301,Combinação de arco de elfo sombrio 1,@5101,,
5302,Combinação de arco de elfo sombrio 2,@5101,,
5303,Combinação de arco de elfo sombrio 3,@5101,,
5304,Combinação de arco de elfo sombrio 4,@5101,,
5401,Combinação de arco de anã 1,@5101,,
5402,Combinação de arco de anã 2,@5101,,
5403,Combinação de arco de anã 3,@5101,,
5404,Combinação de arco de anã 4,@5101,,
6101,Combinação de cajado de humano 1,Um ataque básico usando cajado.,,
6102,Combinação de cajado de humano 2,@6101,,
