Id,Title,Desc
5,Quem perde por não escolher é você,Faça {TaskCount} retirada(s) grátis.
6,Desafiante da Torre da Insolência,Conclusão automática da Torre da Insolência.
7,Construa amizades!,Cumprimente os amigos e ganhe {TaskCount} pontos.
8,Para o Santuário das Lembranças Selado!,Conclua a Masmorra diária de hoje {TaskCount} vez(es).
10,Participe da vida do seu clã!,Faça {TaskCount} Doação(ões) para o clã
11,Talento autêntico!,Participe {TaskCount} vez(es) da Arena.
12,Conhecimentos básicos sobre o clã!,Conecte-se ao clã.
14,Conclua a missão diária!,Conclua a Missão diária {TaskCount} vez(es).
15,Conclua a missão semanal!,Conclua a Missão semanal {TaskCount} vez(es).
17,Explore a Masmorra Elite!,Conclua a Masmorra Elite {TaskCount} vez(es).
20,Colha ervas mágicas!,Faça {TaskCount} extrações na Masmorra de extração.
22,Mestre da retirada,Faça {TaskCount} retirada(s) de alto grau.
35,Explore a Guardião do Templo!,Conclua a Guardião do Templo {TaskCount} vez(es).
36,Explore a Masmorra de adena!,Conclua a Masmorra de adena {TaskCount} vez(es).
37,Explore a Masmorra de experiência!,Conclua a Masmorra de experiência {TaskCount} vez(es).
38,Explore a Círculo de Invocação!,Conclua a Círculo de Invocação {TaskCount} vez(es).
