Id,Name,ControlText
1202,Ruínas Élficas 2º Andar,
1203,@1202,
1204,@1202,
1205,@1202,
1206,Formigueiro Catacumba 2,
1218,@1206,
1207,Flecha guia da Torre de Marfim 1º Andar,
1208,Flecha guia da Torre de Marfim 3º Andar,
1209,Obstáculo da Torre de Marfim 1º Andar,
1210,Obstáculo da Torre de Marfim 3º Andar,
1211,Flecha guia do Andar Superior da Floresta dos Segredos,
1212,Flecha guia 1 do Andar Inferior da Floresta dos Segredos,
1214,Dispositivo de bloqueio do Local da Chacina da Floresta dos Segredos,
1215,@1214,
1216,Santuário do Grande Kain: Laboratório da Catacumba da Torre de Marfim,Absorvendo a energia do Grande Kain...
1217,Santuário do Grande Kain: Matadouro da Floresta dos Segredos,@1216
1219,Flecha do 2º andar da Torre de Cruma,
1220,Flecha do 3º andar da Torre de Cruma,
1221,Navio Fantasma de Zaken,
1222,@1221,
211010101,Dispositivo de bloqueio da Torre de Cruma exclusivo de evento,
211010201,Dispositivo de saída da Torre de Cruma exclusivo de evento,Sistema de controle em uso
82601,Dispositivo de entrada da Torre de Cruma exclusivo de evento (missões),@211010201
82701,Dispositivo de entrada da Torre de Cruma exclusivo de evento,@211010201
211010301,Primeiro arquivo de pesquisa do Gigante,Verificando arquivos de pesquisa do Gigante...
211010401,Segundo arquivo de pesquisa do Gigante,@211010301
211010501,Terceiro arquivo de pesquisa do Gigante,@211010301
211010601,Quarto arquivo de pesquisa do Gigante,@211010301
211010701,Caixa do Gigante,Resgatando Caixa do Gigante...
211010801,Caixa de monstro vazia do Gigante,Você não vê nenhuma caixa.
211010901,Hardin caído,Despertando Hardin...
211011001,Andar do núcleo,
211011101,Dispositivo removedor de barreira 1 - ativação,Consertando com o dispositivo de força...
211011201,Dispositivo removedor de barreira 1 - desativação,
211011301,Dispositivo removedor de barreira 2 - ativação,@211011101
211011401,Dispositivo removedor de barreira 2 - desativação,
211011501,Quinto arquivo de pesquisa do Gigante,@211010301
211011601,Sexto arquivo de pesquisa do Gigante,@211010301
211011701,Sétimo arquivo de pesquisa do Gigante,@211010301
211011801,Oitavo arquivo de pesquisa do Gigante,@211010301
1958,Muro do Santuário,
1959,@1958,
1960,@1958,
1961,@1958,
1962,@1958,
1963,@1958,
1964,@1958,
1965,@1958,
1970,@1958,
1971,@1958,
1982,@1958,
2014,@1958,
2015,@1958,
2016,@1958,
2017,@1958,
2021,@1958,
2022,@1958,
2023,@1958,
2027,@1958,
2029,@1958,
2038,Erva vermelha,Extraindo Erva Vermelha...
2039,Erva azul,Extraindo Erva Azul...
2040,Erva roxa,Extraindo Erva Roxa...
2041,Erva amarela,Extraindo Erva Amarela...
2042,Erva sem nome,Extraindo erva sem nome...
2043,Erva Vermelha Grande,Extraindo Erva Vermelha Grande...
2044,Erva Azul Grande,Extraindo Erva Azul Grande...
2045,Erva Roxa Grande,Extraindo Erva Roxa Grande...
2046,Erva Amarela Grande,Extraindo Erva Amarela Grande...
2047,Erva sem nome,Extraindo erva sem nome...
2048,Aumento de atq.,Aumento de atq. pequeno
2049,Aumento da vel. de atq.,Aumento da vel. de atq. pequeno
2050,Aumento de def.,Aumento de def. pequeno
2051,Aumento de velocidade,Aumento de velocidade pequeno
2052,@2048,@2048
2054,@2049,@2049
2055,@2050,@2050
2057,@2051,@2051
