Id,NpcName,Message
101,Aymel,"Boas-vindas! Como está o treinamento?<p>Treinar sozinho é chato e você nem deve saber por onde começar. Em Aden, aventureiros se juntam em grupos chamados Clãs.<p>Viaje com outros aventureiros, faça doações ao clã e compre na Loja do Clã! Que tal?"
102,@101,"Você chegou ao Grau B! Claro que você sabe que só está começando, certo?<p>Aquele idiota, Russel, já alcançou o Grau A!"
103,Russel,Você está ficando para trás. Volte ao trabalho e chegue ao meu nível! Hahaha! Achei
104,@101,"Você chegou ao grau A! Agora você está em pé de igualdade com aquele cabeça oca! Não pare, siga em frente!"
105,@101,Você chegou ao grau S! Parece que sua rivalidade com o cabeça oca foi o estímulo perfeito!
106,@103,O quê?! Você já chegou ao Grau S? Eu ainda estou no Grau A...<p>Espere! Vou te alcançar! Você vai ver!
107,@101,Você alcançou o Grau R!<p>Não se gabe. Você ainda precisa chegar no Grau SR!
108,Theodore,"Você só está no grau R, então continue trabalhando duro!"
109,@101,"Você chegou ao grau SR! Você ultrapassou o estúpido do Russel!<p>Agora você tem que alcançar o Theodore, que é Grau UR! É só mais um pouquinho!"
110,@101,"Agora você é Grau UR!<p>Tem certeza de que não está exigindo demais de si mesmo? Bem, Theodore já era. Aquele estúpido está muito atrás de você, não tenha pressa."
111,@101,Você chegou ao Grau UR! Você foi o segundo mais rápido depois de Theodore!<p>é impressionante considerando que aquele idiota e os outros estão quase desistindo<p>Agora você precisa aguardar os outros terminarem. Por que não tenta recomeçar?
112,@101,Puxa! Há quanto tempo! Você ficou muito mais forte desde a última vez que nos encontramos.<p>Mas ainda não é suficiente. Theodore já está mais forte do que você.<p>Mas não se preocupe! Criei outro manual de treinamento para você. Só que é um pouco mais difícil que o último! Portanto não fique para trás!<p>Não se preocupe tanto! Você se sairá muito bem!
113,@101,"Ótimo, parece que você está progredindo! Você chegou ao grau B bem rápido!<p>Russel! Cadê você agora, Russel?"
114,@103,Já estou no grau A! Não perderei desta vez!
115,@101,@104
116,@101,Você chegou ao grau S! Parece que sua rivalidade com o cabeça oca foi o estímulo perfeito!
117,@103,O quê?! Você já chegou ao grau S? Ainda estou no grau A...<p>Ahh! Isso também não aconteceu da última vez...?
118,@101,@107
119,@108,@108
120,@101,Parabéns por chegar ao grau SR! Agora aquele cabeça de bagre do Russel não vai nem sonhar em alcançar você!<p>
100011,,Boas-vindas à Ilha Falante.
100021,,A Ilha Falante é o melhor lugar para se fortalecer!
100041,,Cuidado com os monstros daqui para frente!
101171,,Nós apoiamos a segurança da Ilha Falante!
101181,,Mais um bom dia de comércio!
101191,,Um bom equipamento pode salvar a sua vida!
101201,,Ouçam! Em breve terá início um leilão de especialidades de Gludio!
101211,,Compre bilhetes para Gludio comigo!
101231,,Veja o Obelisco da Vitória na Ilha Falante!
101241,,Um porto só é um porto se está cheio de pessoas!
101261,,Os turistas têm vindo recentemente para a Ilha Falante.
101301,,Orcs? Como assim: orcs?!
101311,,"O navio para Gludio parte em breve, então embarque logo."
101331,,Viu aqueles turistas? Tem uns que fazem o meu tipo!
101341,,"Ah, um dia perfeito para navegar!"
101381,,Cuidado com os Orcs!!!
101391,,Não baixe a guarda!!!
101441,,@101391
101451,,Temos que proteger aqui!!
101461,,@101381
101471,,@101391
101501,,Hehe. Será que me dispensarão do exército?...
101541,,Aqui estão as especialidades da Ilha Falante! Temos pele dourada!
101542,,Só existe aqui na Ilha Falante.
101543,,Você precisa ter um desses para dizer que esteve na Ilha Falante.
101544,,"Boas-vindas, boas-vindas!"
101545,,Você não estaria precisando de poções?
101551,,Hehe. Nossa criança já está com 3 anos!
101571,,Os aventureiros arriscam a vida imprudentemente só por causa de dinheiro...
101611,,Pescar na Ilha Falante é incrível - olha o tamanho deste peixe!
101621,,Será que é verdade que os orcs apareceram no norte da cidade?
101771,,Brincos! Brincos com ótimos atributos!
101811,,Use este lugar para ir a outras regiões.
101821,,Entrar para um clã! Companheiros são uma fonte excelente de ajuda!
101831,,Aprimore o equipamento para derrotar os inimigos mais facilmente!
101841,,Eu vendo Disparos Anímicos que causam mais danos em monstros!
101911,,Nós vamos cuidar dos orcs.
101921,,Nós fazemos a segurança da cidade.
101931,,A Cidade de Ilha Falante agora está segura.
101941,,Boas-vindas à nossa cidade!
101961,,Há coisas estanhas acontecendo por aqui...
101971,,"Quanto mais rápido sair da ilha, melhor."
101981,,Dizem que há mais de 10.000 orcs ao norte.
102011,,Apareceram orcs ao norte!!
102221,,Não se preocupe! Dispensaremos você do serviço em segurança.
102501,,Malditos orcs! Eu vingarei meus companheiros!
102511,,Não podemos perder esta batalha! Minha família está escondida na cidade.
102551,,Os orcs atacaram bem na hora em que eu ia ser dispensado...
102561,,"Se os orcs nos vencerem, chegarão à cidade."
103001,,"Por enquanto estamos mantendo os orcs afastados com magia, mas..."
103011,,Argh... Estou exausto.
103021,,Orcs? Eles não me metem medo!
111671,,"Por favor, aliste-se na tropa de caça da Ilha Falante!"
111691,,Você veio para se juntar à tropa de caça?
111851,,Vou vigiar para ver se algo engraçado acontece!
111861,,Não precisa ter pena!
111891,,Corte-os com um só golpe!
111971,,Ensine uma lição aos orcs!
111981,,O-obrigado! Eu estava com tanto medo!
210011,,É de Disparos Anímicos que você precisa para combater golens!
280811,,Mate-me...
280821,,Que dor... Acabe logo com isso...
300171,,"Eu teria lutado, se estivesse com meu cajado!"
300181,,Mais cedo você estava chorando e se escondendo!
304081,,Einhasad me disse que ela enviaria você.
304111,,Eu vi seu desempenho incrível! Muito obrigado!
305851,,O que é isso?! Nem estamos na era dos piratas!
307781,,Ahh... Eu sabia que não devia ter vindo...
307791,,Você! Calma!
309371,,Bilhete para o Porto da Ilha Falante é por aqui.
309391,,Você não vai se alistar nos soldados de Gludin?
309411,,Pois sim... Onde estarão meus amigos?
309441,,Da próxima vez o herói serei eu!
309451,,"Boas-vindas, este é o Porto de Gludin."
309791,,Então foi você quem Einhasad enviou.
309801,,Use este lugar para ir aonde quiser.
309811,,Registre-se aqui para participar do Cerco ao Castelo.
309831,,Vender Disparos Anímicos é meu hobby.
309841,,"Armazene os itens, se seu inventário estiver cheio."
309851,,Opa! Escorreguei de novo!
309861,,"Meu deus, que barulheira! Eu só quero viver quieto e pescar."
309871,,"Vou descontar da sua conta, já que é o herói da cidade!"
309891,,Nossa função é proteger este lugar.
309901,,*Suspiro*... Quando termina o nosso turno?
309921,,@309891
309951,,Um membro dos Mercenários Prataluz!!! Boas-vindas!
309961,,A emboscada recente foi frustrada por um Mercenário Prataluz.
309971,,Sério? O mercenário era demais!
310331,,Um brinde aos Mercenários Prataluz!
310341,,Sem chance de eu ir para uma ilha. Eu sou uma pessoa da cidade.
310441,,Olá!
318221,,"Ah, bons tempos em que viajávamos de barco!"
318231,,Agradeço! Meus passageiros estão seguros graças a você!
318241,,"Você derrotou os piratas, não? Isso é incrível!"
322561,,Cuidado. Daqui para frente haverá Ol Mahums.
322611,,Você se alistou para caçar Ol Mahums?
322701,,A segurança do refém é nossa prioridade. Entendeu?
322711,,Está maluco? Eu não entraria no cemitério!
322981,,Você precisa de poções para caçar Ol Mahums!
392751,,"Ei, você! Faça alguma coisa!"
392781,,É muita chateação após ter vindo até aqui.
350151,,"Não seja sovina - dê-me mais, seu avarento!"
350152,,Seu gato astucioso!
350161,,Nada detém os Disparos Anímicos ao caçar Mortos-vivos!
350162,,"Ei, você, aventureiro! Você devia comprar poções."
350163,,A preparação é tudo numa batalha! Então você devia comprar poções...
350181,,"Nossa, os Mortos-vivos dificultam os meus negócios..."
