Id,Title,Desc
10031,Dar agora,
10032,Ilha Falante Oriental,Conclua a história da Ilha Falante Oriental.
10033,Ilha Falante Ocidental,Conclua a história da Ilha Falante Ocidental.
10034,Estrada de Gludin,Conclua a história da Estrada de Gludin.
10035,Planície de Gludio,Conclua a história da Planície de Gludio.
10036,Mansão Windawood,Conclua a história da Mansão Windawood.
10037,Deserto,Conclua a história do Deserto.
10038,Planície de Dion,Conclua a história da Planície de Dion.
10039,Pântano de Cruma,Conclua a história do Pântano de Cruma.
10040,Pico da Dissonância,Conclua a história do Pico da Dissonância.
10041,Sacrários Uivantes,Conclua a história dos Sacrários Uivantes
11041,@10031,
11042,Domínio de Giran,Conclua a história do Domínio de Giran.
11043,Praias da Névoa Mortal,Conclua a história das Praias da Névoa Mortal.
11044,Ilha do Demônio,Conclua a história da Ilha do Demônio.
11045,Necrópole Assombrada,Conclua a história da Necrópole Assombrada.
13001,@10031,Agora
13002,Presente de Nv. 10,Chegue ao nível 10.
13003,Presente de Nv. 20 ,Chegue ao nível 20.
13004,Presente de Nv. 30 ,Chegue ao nível 30.
13005,Presente de Nv. 45,Chegue ao nível 45.
13006,Presente de Nv. 70,Chegue ao nível 70.
14001,@10031,@13001
14002,Presente de Nv. 80,Chegue ao nível 80.
14003,Presente de Nv. 90,Chegue ao nível 90.
14004,Presente de Nv. 100,Chegue ao nível 100.
14005,Presente de Nv. 110,Chegue ao nível 110.
14006,Presente de Nv. 120,Chegue ao nível 120.
15001,@10031,@13001
15002,Presente de nv. 125,Chegue ao nível 125.
15003,Presente de Nv. 130,Chegue ao nível 130.
15004,Presente de Nv. 135,Chegue ao nível 135.
15005,Presente de Nv. 140,Chegue ao nível 140.
15006,Presente de Nv. 145,Chegue ao nível 145.
15007,Presente de Nv. 150,Chegue ao nível 150.
15008,Presente de Nv. 155,Chegue ao nível 155.
15009,Presente de Nv. 160,Chegue ao nível 160.
15010,Presente de Nv. 165,Chegue ao nível 165.
15011,Presente de Nv. 170,Chegue ao nível 170.
15012,Presente de Nv. 175,Chegue ao nível 175.
15013,Presente de Nv. 180,Chegue ao nível 180.
10011,@10031,@13001
10012,1ª conexão,Dia 1 de conexão
10013,2ª conexão,Dia 2 de conexão
10014,3ª conexão,Dia 3 de conexão
10015,4ª conexão,Dia 4 de conexão
10016,5ª conexão,Dia 5 de conexão
10017,6ª conexão,Dia 6 de conexão
10018,7ª conexão,Dia 7 de conexão
10021,@10031,
10022,Adquira arma de grau SR,Adquira uma arma de grau SR.
10023,Adquira acessório para cabeça de grau SR,Adquira um acessório para cabeça de grau SR.
10024,Adquira armadura de grau SR,Adquira uma parte de armadura de grau SR.
10025,Adquira luvas de grau SR,Adquira luvas de grau SR.
10026,Adquira botas de grau SR,Adquira botas de grau SR.
10027,Adquira anel de grau SR,Adquira um anel de grau SR.
10028,Adquira brinco de grau SR,Adquira brincos de grau SR.
10029,Adquira colar de grau SR,Adquira colar de grau SR.
1201,@10031,@13001
1202,Restrição de Nv. 190,Chegue ao nível 190.
1203,Restrição de Nv. 200,Chegue ao nível 200.
1204,Restrição de Nv. 210,Chegue ao nível 210.
1205,Restrição de Nv. 220,Chegue ao nível 220.
1206,Restrição de Nv. 230,Chegue ao nível 230.
1207,Restrição de Nv. 240,Chegue ao nível 240.
1208,Restrição de Nv. 250,Chegue ao nível 250.
1209,Restrição de Nv. 260,Chegue ao nível 260.
12041,@10031,
12042,Platô do Vento Norte,Conclua a História do Platô do Vento Norte.
12043,Terras Eternas,Conclua a História das Terras Eternas.
12044,Território conquistado na Torre de Marfim,Conclua a História do Território Conquistado da Torre de Marfim.
