Id,SpotName,SpotTitle,Desc
1,글루딘 가도 요새,,
2,글루디오 평원 요새,,
3,윈다우드 장원 요새,,
4,황무지 요새,,
5,디온 목초지 요새,,
6,크루마 늪지 요새,,
7,투쟁의 봉우리 요새,,
8,절규의 땅 요새,,
9,기란 자치령 요새,,
10,죽음 안개 해안 요새,,
11,악마섬 요새,,
12,죽음의 연도 요새,,
13,용의 계곡 요새,,
14,북풍의 고원 요새,,
15,정지된 시간의 땅 요새,,
16,상아탑 자치 구역 요새,,
17,고인돌 유적지 요새,,
18,무너진 승리의 땅 요새,,
19,전승기념탑 요새,,
20,임시 방어 기지 요새,,
21,바람의 숲 요새,,
22,남겨진 정령의 숲 요새,,
23,서부 경계 초소 요새,,
24,엘프의 유적지 요새,,
101,말하는 섬 항구,말하는 섬 항구,
102,무너진 승리의 땅,무너진 승리의 땅,
197,말하는 섬 마을,말하는 섬 마을,
201,서부 경계 초소,서부 경계 초소,
202,남겨진 정령의 숲,남겨진 정령의 숲,
301,풍차의 평원 ,풍차의 평원 ,
302,침묵의 묘지,침묵의 묘지,
303,약탈자 소굴,약탈자 소굴,
397,글루딘 마을,글루딘 마을,
398,@1,글루딘 가도 요새,
401,약탈당한 농경지,약탈당한 농경지,
402,마물 소탕 지휘소,마물 소탕 지휘소,
403,멜 리자드맨 서식지,멜 리자드맨 서식지,
404,투렉 오크 야영지,투렉 오크 야영지,
497,글루디오 성 마을,글루디오 성 마을,
498,@2,글루디오 평원 요새,
499,글루디오 성,글루디오 성,
501,윈다우드 폐허,윈다우드 폐허,
502,격전지,격전지,
503,타락한 엘프 성소,타락한 엘프 성소,
504,투렉 오크 주둔지,투렉 오크 주둔지,
598,@3,윈다우드 장원 요새,
601,먼지 바람 협곡,먼지 바람 협곡,
602,불모지,불모지,
603,붉은 바위 산맥,붉은 바위 능선,
697,스타리스 야영지,스타리스 야영지,
698,@4,황무지 요새,
701,벌목지,벌목지,
702,개간지,개간지,
703,디온 성 외곽,디온 성 외곽,
704,목초지,목초지,
797,디온 성 마을,디온 성 마을,
798,@5,디온 목초지 요새,
799,디온 성,디온 성,
801,으스스한 땅,으스스한 땅,
802,크루마 늪지대 입구,크루마 늪지대 입구,
803,크루마 늪지대,크루마 늪지대,
897,유적 조사단 캠프,유적 조사단 캠프,
898,@6,크루마 늪지 요새,
901,고요의 숲,고요의 숲,
