Id,Name,TypeDesc,LimitDesc,UsingDesc,ReplaceString1,ReplaceString2,Desc
1021,악마의 영혼석: 자켄,소모품,,"비밀의 숲 하층 몬스터에서 획득 가능하며 100개를 조합하면 ""악마의 스크롤: 자켄""을 획득할 수 있습니다.
""악마의 스크롤: 자켄""은 230레벨에 수행할 수 있는 서브 퀘스트 스크롤입니다.",,,
1022,악마의 스크롤: 자켄,@1021,,"결전의 징표 : 자켄을 획득할 수 있는 서브 퀘스트 스크롤입니다.
결전의 징표 : 자켄으로 자켄의 해적선에 입장할 수 있습니다.","수행 지역 : 기란 자치령
레벨 제한 : 230",,
1023,결전의 징표: 자켄,@1021,,"자켄을 처치하기로 맹세한 자의 징표입니다.
자켄의 해적선에 입장 할 수 있습니다.",,,
10001,봄기운 머금은 새싹,물약,,"다가오는 봄의 기운을 가득 머금은 새싹입니다.
이벤트 메뉴에서 아이템을 구입할 때 사용합니다.",,,10분간 방어력이 2000 증가합니다.
10002,새싹 보관함,@1021,,"새싹들이 안전하게 보관되어 있는 상자입니다.
상자를 열면 새싹 30개를 획득할 수 있습니다.",,,사용 후 획득한 아이템은 거래할 수 없습니다
10003,추가 완료권,이벤트,,"아이멜의 교습소에서 오늘 완료 횟수를 모두 사용했더라도 추가 완료를 할 수 있는 티켓입니다.
이벤트 메뉴에서 사용할 수 있습니다.",,,
10004,참 잘했어요,@10001,,"훌륭한 혈맹원입니다!
이벤트 메뉴에서 아이템을 구입할 때 사용합니다.",,,10분간 공격력이 1500 증가합니다.
10005,참 잘했어요 도장 보관함,@1021,,"참 잘했어요 도장이 안전하게 보관되어 있는 상자입니다.
상자를 열면 참 잘했어요 30개를 획득할 수 있습니다.",,,@10002
10006,수박,@10001,,"시원한 제철 수박입니다. 갈증해소에 그만입니다. 
결투장 입장 시 편지함으로 획득 가능합니다.",,,10분간 HP가 3000 증가합니다.
10007,포도,@10001,,"싱그러운 제철 포도 입니다. 철분이 풍부하여 빈혈을 예방할 수 있습니다.
오만의탑 소탕 시 편지함을 통해 획득 가능합니다.",,,10분간 크리티컬 데미지가 3% 증가합니다.
10008,참외,@10001,,"달콤한 제철 참외 입니다. 비타민C가 풍부하여 피로회복에 좋습니다.
소환석 던전 입장 시 편지함으로 획득 가능합니다.",,,@10001
10009,복분자,@10001,,"여름 복분자는 맛도 영양도 일품입니다. 정말 좋은데 설명할 길이 없네요.
요일 던전 클리어 시 편지함으로 획득 가능합니다.",,,@10004
10010,여름 제철과일 상자,@1021,,"여름 제철과일이 들어있는 상자입니다.
상자를 열면 수박, 포도, 참외, 복분자 중 1개를 획득할 수 있습니다.
채집던전에서 약초 채집시 획득 가능합니다.",,,
10033,솔잎,@1021,,"피톤치드가 풍부하게 담겼으며, 솔향이 그윽한 솔잎입니다. 송편의 필수 재료입니다.",,,
10034,천연 벌꿀,@1021,,미네랄과 비타민 등 영양이 풍부한 천연 벌꿀입니다. 꿀송편의 달콤함을 책임집니다,,,
10035,유기농 쌀가루,@1021,,메뚜기와 함께 자라난 유기농 쌀을 방앗간에서 곱게 갈아 만든 쌀가루입니다. 송편의 필수 재료입니다.,,,
10036,참깨,@1021,,꼬소함을 자랑하는 참깨입니다. 꿀송편에 들어가 달콤함과 고소함의 밸런스를 맞추어줍니다.,,,
10037,가을밤,@1021,,잘 익은 가을 밤입니다. 맛도 영양도 일품입니다. 밤송편에 들어가는 주 재료 입니다. ,,,
510107,밤하늘 폭죽,@1021,,대낮에도 밤하늘을 수놓을 수 있는 폭죽입니다.,사용 시 예쁜 폭죽을 볼 수 있습니다.,,
510108,은하수 폭죽,@1021,,반짝반짝 눈부신 별의 무리를 볼 수 있는 은하수 폭죽입니다.,@510107,,
510109,부자되세요 폭죽,@1021,,부자가 되길 바라는 마음을 전달하는 폭죽입니다.,@510107,,
510110,사랑해 폭죽,@1021,,고백 성공률 100%를 보장하는 연인들을 위한 특별한 폭죽입니다.,@510107,,
510111,혈맹 이름 변경권,@1021,,혈맹 이름을 변경할 수 있습니다.,,,
510112,할로윈 캔디 폭죽,@1021,,달콤한 캔디가 쏟아지는 할로윈 폭죽입니다.,@510107,,
510113,해피 할로윈 폭죽,@1021,,행복한 할로윈을 기원하는 폭죽입니다.,@510107,,
110010,싸울아비 장검,검방패,,공격력과 함께 방어력도 올라가는 것이 특징인 무기입니다.,,,
110011,@110010,@110010,,@110010,,,
110012,@110010,@110010,,@110010,,,
110013,@110010,@110010,,@110010,,,
110014,@110010,@110010,,@110010,,,
110015,@110010,@110010,,@110010,,,
110016,@110010,@110010,,@110010,,,
110020,혁명의 검,@110010,,@110010,,,
110021,@110020,@110010,,@110010,,,
110022,@110020,@110010,,@110010,,,
110023,@110020,@110010,,@110010,,,
110024,@110020,@110010,,@110010,,,
110025,@110020,@110010,,@110010,,,
110026,@110020,@110010,,@110010,,,
110030,다이너스티 소드,@110010,,@110010,,,
110031,@110030,@110010,,@110010,,,
110032,@110030,@110010,,@110010,,,
110033,@110030,@110010,,@110010,,,
110034,@110030,@110010,,@110010,,,
110035,@110030,@110010,,@110010,,,
110036,@110030,@110010,,@110010,,,
110043,듀나미스 소드,@110010,,@110010,,,
110044,@110043,@110010,,@110010,,,
110045,@110043,@110010,,@110010,,,
110046,@110043,@110010,,@110010,,,
110053,스톰 브링거,@110010,,@110010,,,
110054,스톰 브링거,@110010,,@110010,,,
110055,스톰 브링거,@110010,,@110010,,,
120010,랜시아,창,,공격범위가 넓은 것이 특징인 무기입니다.,,,
120011,@120010,@120010,,@120010,,,
120012,@120010,@120010,,@120010,,,
120013,@120010,@120010,,@120010,,,
120014,@120010,@120010,,@120010,,,
120015,@120010,@120010,,@120010,,,
120016,@120010,@120010,,@120010,,,
120020,스콜피온,@120010,,@120010,,,
120021,@120020,@120010,,@120010,,,
120022,@120020,@120010,,@120010,,,
120023,@120020,@120010,,@120010,,,
120024,@120020,@120010,,@120010,,,
